Q,J_1s_one_electron,J_2s_one_electron,J_2p_one_electron,J_total_N
13.850000000000001,0.0008728638813140623,5.2113328597182065e-05,1.3095042856964274e-06,0.001853882932679578
13.9,0.0008580312248363108,5.1165386310267665e-05,1.2765328331497512e-06,0.0018222228207926063
13.950000000000001,0.000843482965978242,5.023714894922181e-05,1.2444877308964333e-06,0.001791173693047617
14.0,0.0008292130897646664,4.932815782143715e-05,1.2133402518680397e-06,0.0017607225159278113
14.05,0.0008152157188289348,4.843796599788408e-05,1.1830626437515538e-06,0.0017308565575848923
14.100000000000001,0.0008014851100712112,4.7566137985393726e-05,1.1536280930608536e-06,0.0017015633803923922
14.15,0.0007880156514011048,4.671224940872731e-05,1.1250106906377754e-06,0.0016728308336915775
14.200000000000001,0.0007748018585625163,4.587588670212316e-05,1.097185398521714e-06,0.0016446470467248442
14.25,0.0007618383720385965,4.505664681002291e-05,1.0701280181294829e-06,0.001617000421751627
14.3,0.000749119954034761,4.4254136896687054e-05,1.0438151596897767e-06,0.0015898796273419657
14.350000000000001,0.0007366414855377746,4.3467974064421254e-05,1.0182242128791634e-06,0.0015632735918430292
14.4,0.0007243979634489452,4.2697785080142173e-05,9.933333186088693e-07,0.0015371714970140013
14.450000000000001,0.0007123844977895333,4.1943206110021724e-05,9.6912134191395e-07,0.0015115627718248518
14.5,0.0007005963089765289,4.120388246195691e-05,9.455678458986111e-07,0.0014864370864146673
14.55,0.0006890287251669783,4.0479468335619956e-05,9.22653066693485e-07,0.0014617843462052767
14.600000000000001,0.0006776771796691144,3.9769626579852854e-05,9.003578893826923e-07,0.0014375946861660827
14.65,0.0006665372084185644,3.907402845717653e-05,8.786638248603462e-07,0.001413858465226063
14.700000000000001,0.0006556044475179652,3.839235341519359e-05,8.575529875779838e-07,0.0013905662608290517
14.75,0.0006448746308383629,3.77242888646705e-05,8.370080741461099e-07,0.0013677088636285051
14.8,0.0006343435876807954,3.706952996409123e-05,8.170123427546381e-07,0.0013452772723180372
14.850000000000001,0.0006240072404965236,3.642777941048265e-05,7.975495933786068e-07,0.0013232626885941485
14.9,0.0006138616026643922,3.579874723631691e-05,7.786041487369801e-07,0.0013016565122476293
14.950000000000001,0.0006039027763238533,3.5182150612303367e-05,7.601608359737848e-07,0.0012804503363802347
15.0,0.000594126950262226,3.457771365588857e-05,7.422049690321672e-07,0.0012596359427433255
15.05,0.0005845303978547837,3.398516724528802e-05,7.247223316932167e-07,0.001239205297195223
15.100000000000001,0.0005751094750563249,3.340424883888018e-05,7.076991612526568e-07,0.001219150545274168
15.15,0.0005658606184428881,3.2834702299797735e-05,6.911221328096374e-07,0.0011994640078838007
15.200000000000001,0.0005567803433023292,3.22762777255569e-05,6.749783441429876e-07,0.001180138177088201
15.25,0.0005478652417725022,3.172873128257094e-05,6.592553011513573e-07,0.0011611657120136004
15.3,0.0005391119810258144,3.1191825045398096e-05,6.439409038346594e-07,0.0011425394348539288
15.350000000000001,0.0005305173014989686,3.066532684058027e-05,6.290234327952267e-07,0.0011242523269774833
15.4,0.0005220780151667248,3.0149010094932095e-05,6.144915362379817e-07,0.0011062975251320277
15.450000000000001,0.0005137910038585506,2.9642653688145448e-05,6.003342174498244e-07,0.0010886683177457417
