Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(2),J_3d(5),J_total_Mn
4.8500000000000005,0.031029743936573713,0.028878732612136557,0.05012504992561,0.012999192758555933,0.004518261348018723,0.0006989635999471348,0.011117254142619007,0.530659404169294
4.9,0.03095444818873138,0.02805917951995072,0.04968020742796637,0.012732300531974586,0.004453631116888543,0.0006863045242959564,0.010678030555735478,0.5230576495777122
4.95,0.030878635745329674,0.0272579843579142,0.049233312082268325,0.012462942850881505,0.004397942834286646,0.0006733651061991014,0.010256879465132712,0.5156177829456423
5.0,0.030802313307766838,0.026475019563316823,0.04878454434152708,0.012191696995676349,0.004350273395363508,0.0006601828703169753,0.009853041056229144,0.5083325371766433
5.050000000000001,0.030725487592421857,0.025710145581508127,0.048334083171291654,0.011919116261724485,0.004309767771468519,0.0006467942544651351,0.009465787188101153,0.501195128977306
5.1000000000000005,0.030648165329489146,0.0249632115159682,0.04788210586783762,0.0116457289810317,0.004275635074746891,0.000633234467127623,0.009094420172327401,0.49419922710437747
5.15,0.03057035326182291,0.024234055767736094,0.04742878788549749,0.011372037823456325,0.004247144783649623,0.0006195373743391039,0.008738271585574052,0.4873389223974618
5.2,0.030492058143791308,0.023522506663420713,0.04697430267312148,0.0110985193457224,0.0042236231292825535,0.0006057354123664416,0.008396701116628531,0.48060869952816865
5.25,0.030413286740140513,0.022828383071091606,0.04651882151963288,0.010825623759090734,0.0042044496415392036,0.0005918595229845986,0.008069095448338167,0.4740034103953383
5.300000000000001,0.030334045824868764,0.02215149500341801,0.046062513408619624,0.010553774888990284,0.004189053853131883,0.0005779391084717742,0.007754867174690211,0.46751824909545775
5.3500000000000005,0.03025434218011054,0.021491644207492507,0.04560554488188248,0.010283370302210803,0.0041769121589394905,0.0005640020037475651,0.007453453753078012,0.4611487283974447
5.4,0.030174182595030893,0.02084862474084092,0.04514807991184036,0.010014781579411932,0.004167544827513245,0.0005500744633484013,0.007164316491631659,0.45489065765154424
5.45,0.030093573864730078,0.020222223533183297,0.044690279782675056,0.009748354712717643,0.0041605131611093795,0.0005361811611791857,0.0068869395713479385,0.4487401220630667
5.5,0.03001252278915854,0.01961222093357037,0.044232302980080664,0.009484410610041974,0.004155416800238024,0.0005223452012012378,0.006620829102631147,0.44269346326301207
5.550000000000001,0.029931036172042354,0.019018391242577506,0.0437743050894675,0.009223245689537985,0.004151891168418842,0.0005085881374165076,0.006365512215751551,0.43674726110922446
