Q,J_1s_one_electron,J_2s_one_electron,J_total_Be
15.75,3.8397687743390515e-05,1.3160391947805998e-06,7.942745387634223e-05
15.8,3.772539594190958e-05,1.292590720416303e-06,7.803597332465176e-05
15.850000000000001,3.7066658932812855e-05,1.2696252501087514e-06,7.667256836584321e-05
15.9,3.642116831895343e-05,1.2471315159445071e-06,7.533659966979587e-05
15.950000000000001,3.5788623500414e-05,1.2250985430611147e-06,7.402744408695024e-05
16.0,3.5168731458057236e-05,1.2035156412556456e-06,7.274449419862577e-05
16.05,3.456120654360935e-05,1.1823723968551468e-06,7.1487157880929e-05
16.1,3.396577027606484e-05,1.1616586648401769e-06,7.025485788181003e-05
16.150000000000002,3.3382151144206485e-05,1.1413645612128923e-06,6.904703141083875e-05
16.2,3.281008441504282e-05,1.1214804556014903e-06,6.786312974128862e-05
16.25,3.2249311947971485e-05,1.1019969640930781e-06,6.670261782412912e-05
16.3,3.169958201448434e-05,1.082904942287365e-06,6.556497391354341e-05
16.35,3.1160649123235306e-05,1.0641954785637909e-06,6.44496892035982e-05
16.400000000000002,3.063227385029939e-05,1.0458598875550203e-06,6.335626747570883e-05
16.45,3.0114222674456487e-05,1.0278897038199575e-06,6.228422475655289e-05
16.5,2.9606267817339256e-05,1.0102766757096784e-06,6.123308898609787e-05
16.55,2.9108187088290633e-05,9.930127594199361e-07,6.020239969542114e-05
16.6,2.861976373378049e-05,9.76090113224082e-07,5.9191707694009144e-05
16.650000000000002,2.814078629123741e-05,9.595010918804985e-07,5.820057476623582e-05
16.7,2.7671048447155677e-05,9.432382412088261e-07,5.7228573376729005e-05
16.75,2.7210348899342362e-05,9.272942928294712e-07,5.627528638434367e-05
16.8,2.67584912231746e-05,9.11662159061093e-07,5.534030676447139e-05
16.85,2.6315283741740425e-05,8.96334927970915e-07,5.442323733942268e-05
16.900000000000002,2.5880539399741876e-05,8.813058585729296e-07,5.352369051662961e-05
16.95,2.5454075641042604e-05,8.665683761692072e-07,5.264128803442362e-05
17.0,2.5035714289746075e-05,8.521160678296895e-07,5.177566071515153e-05
17.05,2.4625281434694938e-05,8.379426780060355e-07,5.0926448225401944e-05
17.1,2.4222607317284715e-05,8.240421042751929e-07,5.0093298843119816e-05
17.150000000000002,2.3827526222489564e-05,8.104083932085605e-07,4.927586923139625e-05
17.2,2.3439876373000686e-05,7.970357363627287e-07,4.847382421872683e-05
17.25,2.3059499826381212e-05,7.839184663879205e-07,4.768683658553827e-05
17.3,2.2686242375145225e-05,7.710510532504105e-07,4.691458685679127e-05
17.35,2.231995344967053e-05,7.584281005652876e-07,4.615676310047164e-05
17.400000000000002,2.1960486023858864e-05,7.460443420360886e-07,4.5413060731789905e-05
17.45,2.1607696523459377e-05,7.338946379979318e-07,4.468318232291462e-05
17.5,2.1261444736974145e-05,7.219739720608862e-07,4.396683741807006e-05
17.55,2.0921593729067462e-05,7.102774478504439e-07,4.3263742353835815e-05
17.6,2.0588009756402517e-05,6.988002858420399e-07,4.2573620084489114e-05
17.650000000000002,2.0260562185832242e-05,6.875378202866961e-07,4.189620001223788e-05
17.7,1.9939123414873153e-05,6.764854962249459e-07,4.12312178221962e-05
17.75,1.9623568794393213e-05,6.65638866586289e-07,4.0578415321959004e-05
17.8,1.93137765534475e-05,6.549935893715377e-07,3.993754028563808e-05
17.85,1.900962772619677e-05,6.445454249154796e-07,3.93083463022245e-05
17.900000000000002,1.8711006080846883e-05,6.342902332273839e-07,3.869059262814854e-05
17.95,1.8417798050548642e-05,6.242239714069532e-07,3.808404404391119e-05
18.0,1.812989266619949e-05,6.143426911334023e-07,3.7488470714665784e-05
18.05,1.7847181491090837e-05,6.046425362254323e-07,3.6903648054632536e-05
18.1,1.7569558557345837e-05,5.951197402699194e-07,3.632935659523151e-05
18.150000000000002,1.729692030409491e-05,5.857706243172338e-07,3.5765381856824285e-05
18.2,1.7029165517337597e-05,5.765915946411594e-07,3.5211514223957515e-05
18.25,1.6766195271440946e-05,5.675791405614485e-07,3.466754882400479e-05
18.3,1.6507912872226578e-05,5.587298323271258e-07,3.4133285409107406e-05
18.35,1.6254223801599466e-05,5.50040319058695e-07,3.3608528241316324e-05
18.400000000000002,1.6005035663673546e-05,5.415073267474818e-07,3.309308598084206e-05
18.45,1.5760258132350362e-05,5.331276563103908e-07,3.258677157732151e-05
18.5,1.5519802900308313e-05,5.248981816984135e-07,3.208940216401345e-05
18.55,1.5283583629361696e-05,5.168158480572877e-07,3.1600798954837966e-05
18.6,1.5051515902149512e-05,5.088776699387369e-07,3.11207871441765e-05
18.650000000000002,1.482351717511575e-05,5.010807295607956e-07,3.064919580935309e-05
18.7,1.4599506732743753e-05,4.934221751157554e-07,3.0185857815719018e-05
18.75,1.4379405643008445e-05,4.858992191243235e-07,2.9730609724265538e-05
18.8,1.4163136714011624e-05,4.785091368346255e-07,2.92832917016925e-05
18.85,1.3950624451766048e-05,4.712492646647237e-07,2.8843747432861542e-05
18.900000000000002,1.3741795019095642e-05,4.641169986873812e-07,2.8411824035566046e-05
18.95,1.3536576195619856e-05,4.5710979315582017e-07,2.7987371977551353e-05
19.0,1.333489733879119e-05,4.5022515906927675e-07,2.7570244995720934e-05
19.05,1.3136689345956134e-05,4.434606627771928e-07,2.7160300017466654e-05
19.1,1.2941884617410174e-05,4.368139246209081e-07,2.6757397084062166e-05
19.150000000000002,1.2750417020418922e-05,4.302826176117707e-07,2.6361399276061385e-05
