Q,J_1s_one_electron,J_1s(2),J_total_helium
16.95,7.678289230860679e-07,1.5356578461721359e-06,1.5356578461721359e-06
17.0,7.546122884076666e-07,1.5092245768153333e-06,1.5092245768153333e-06
17.05,7.416595894837381e-07,1.4833191789674761e-06,1.4833191789674761e-06
17.1,7.289648362193836e-07,1.4579296724387672e-06,1.4579296724387672e-06
17.150000000000002,7.165221906023514e-07,1.4330443812047027e-06,1.4330443812047027e-06
17.2,7.043259624368781e-07,1.4086519248737562e-06,1.4086519248737562e-06
17.25,6.923706052084279e-07,1.3847412104168559e-06,1.3847412104168559e-06
17.3,6.806507120749816e-07,1.3613014241499632e-06,1.3613014241499632e-06
17.35,6.691610119806611e-07,1.3383220239613222e-06,1.3383220239613222e-06
17.400000000000002,6.578963658876512e-07,1.3157927317753023e-06,1.3157927317753023e-06
17.45,6.468517631225057e-07,1.2937035262450114e-06,1.2937035262450114e-06
17.5,6.360223178330695e-07,1.272044635666139e-06,1.272044635666139e-06
17.55,6.254032655523931e-07,1.2508065311047863e-06,1.2508065311047863e-06
17.6,6.149899598661202e-07,1.2299799197322405e-06,1.2299799197322405e-06
17.650000000000002,6.047778691799784e-07,1.2095557383599568e-06,1.2095557383599568e-06
17.7,5.947625735841064e-07,1.1895251471682128e-06,1.1895251471682128e-06
17.75,5.849397618110679e-07,1.1698795236221357e-06,1.1698795236221357e-06
17.8,5.753052282845245e-07,1.150610456569049e-06,1.150610456569049e-06
17.85,5.658548702556224e-07,1.1317097405112448e-06,1.1317097405112448e-06
17.900000000000002,5.565846850242733e-07,1.1131693700485467e-06,1.1131693700485467e-06
17.95,5.474907672425977e-07,1.0949815344851953e-06,1.0949815344851953e-06
18.0,5.385693062978884e-07,1.0771386125957768e-06,1.0771386125957768e-06
