Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_4s_one_electron,J_total_K
7.8500000000000005,0.027742693747711395,0.003484473458457437,0.0004093586478032089,0.013160085252033885,0.0014678961909517353,1.4881413515886857e-05,0.1510558217793737
7.9,0.02757780886470216,0.0034817715209345354,0.0004060885750538856,0.012877330593854827,0.0014359893074360214,1.4700664565077009e-05,0.14882595799369133
7.95,0.027413227303023813,0.0034796378977438058,0.0004031847274847525,0.012600576007591926,0.001404729064017789,1.4537887388817177e-05,0.14663846817355183
8.0,0.02724896032827103,0.0034779942586090763,0.00040061650451425195,0.012329708948025356,0.0013741069309696936,1.4391702446795106e-05,0.14449242915920582
8.05,0.027085019017388516,0.0034767671275232792,0.000398355170968651,0.012064618031703063,0.001344114152515833,1.4260812105829865e-05,0.14238693654918008
8.1,0.02692141425898703,0.00347588766400408,0.00039637376246091113,0.011805193082648073,0.001314741777020811,1.4143996511733933e-05,0.14032110452542906
8.15,0.026758156753712,0.0034752914516948293,0.0003946469947341538,0.011551325173829365,0.0012859806851779156,1.4040109633763515e-05,0.1382940656639594
8.200000000000001,0.026595257014663615,0.0034749182941963947,0.00039315117686253065,0.011302906664604982,0.00125782161629787,1.3948075477126572e-05,0.13630497073233933
8.25,0.02643272536786722,0.00347471201800689,0.0003918641281994532,0.01105983123433902,0.0012302551927961672,1.3866884458845524e-05,0.1343529884754171
8.3,0.02627057195279289,0.003474620282438884,0.0003907650989610967,0.01082199391238782,0.0012032719429735518,1.3795589942178468e-05,0.13243730539049614
8.35,0.026108806722923095,0.0034745943963772545,0.00038983469433177126,0.010589291104644027,0.0011768623221807095,1.3733304924706264e-05,0.13055712549313736
8.4,0.02594743944636722,0.0034745891417353758,0.0003890548019770661,0.01036162061682033,0.001151016732454669,1.3679198875162665e-05,0.12871167007468448
8.450000000000001,0.02578647970652192,0.003474562603462731,0.0003884085228505497,0.010138881674648667,0.0011257255407109616,1.3632494714049515e-05,0.12690017745254223
8.5,0.02562593690277605,0.003474476005953258,0.00038788010518017463,0.00992097494116378,0.0011009790955720585,1.3592465933096153e-05,0.1251219027141671
8.55,0.0254658202512591,0.003474293555700689,0.0003874548815213316,0.009707802531233933,0.0010767677429091925,1.3558433848635626e-05,0.12337611745566963
8.6,0.02530613878563202,0.003473982290044793,0.0003871192087646698,0.0094992680234954,0.0010530818401712964,1.3529764984022256e-05,0.12166210951586717
8.65,0.025146901357919187,0.003473511931850725,0.0003868604109882889,0.009295276469840874,0.0010299117695714436,1.3505868576266497e-05,0.11997918270656657
8.700000000000001,0.024988116639380536,0.003472854749962522,0.0003866667250456792,0.00909573440260642,0.0010072479501979854,1.3486194202139802e-05,0.11832665653980604
8.75,0.024829793121422597,0.003471985425271197,0.0003865272487827855,0.008900549839595222,0.0009850808491143823,1.3470229519082518e-05,0.11670386595272987
8.8,0.024671939116547345,0.0034708809222377505,0.00038643189177977265,0.008709632287070952,0.000963400991508686,1.3457498116341841e-05,0.11511016103072391
8.85,0.024514562759337832,0.003469520365711725,0.00038637132851542953,0.008522892740847901,0.0009421989699506606,1.344755747186817e-05,0.11354490672939321
8.9,0.024357672007479316,0.0034678849228866543,0.0003863369538546466,0.008340243685599349,0.0009214654528116232,1.34399970106038e-05,0.11200748259591767
8.950000000000001,0.024201274642814956,0.0034659576902348176,0.00038632084076200185,0.008161599092500667,0.000901191191899354,1.3434436259913496e-05,0.1104972824902836
9.0,0.024045378272434845,0.0034637235852651147,0.00038631570014717394,0.007986874415318097,0.0008813670293577015,1.343052309801945e-05,0.10901371430684709
9.05,0.02388999032979733,0.003461169242949556,0.000386314842750646,0.00781598658504937,0.0008619839038779608,1.3427932091427383e-05,0.10755619969665048
9.1,0.02373511807588158,0.0034582829166658093,0.0003863121429809481,0.007648854003217418,0.0008430328562666245,1.342636291744787e-05,0.10612417379087836
