Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_3d_one_electron,J_4s_one_electron,J_4p_one electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_4p(2),J_total_Kr
3.25,0.023493741630990772,0.06353601499574328,0.02721952881865598,0.04356659395234591,0.06747195777888083,0.07667165807505003,0.011028222122936955,0.007197650157663917,0.046987483261981544,0.12707202999148656,0.26139956371407547,0.05443905763731196,0.40483174667328503,0.02205644424587391,0.7667165807505003,0.043185900945983506,1.7266888072204982
3.3000000000000003,0.023475029211376293,0.06290948484967909,0.025952771579230496,0.043516109381908766,0.06553800321353832,0.07559503688028303,0.010360452956603561,0.00711955300795473,0.046950058422752586,0.12581896969935819,0.2610966562914526,0.05190554315846099,0.39322801928122997,0.020720905913207122,0.7559503688028303,0.04271731804772838,1.6983878396170202
3.35,0.02345605067325073,0.06228046770744341,0.024767743663935377,0.043463810715955495,0.06362580540707914,0.07451069292742121,0.009722111151414388,0.007031775349799586,0.04691210134650146,0.12456093541488682,0.26078286429573294,0.049535487327870754,0.3817548324424749,0.019444222302828777,0.7451069292742121,0.042190652098797514,1.6702880245033054
3.4000000000000004,0.023436806873776944,0.061649191460152235,0.023661299297166326,0.04340967542166078,0.06173719801490279,0.07341981944003252,0.009113612197507209,0.006934831591867153,0.04687361374755389,0.12329838292030447,0.2604580525299647,0.04732259859433265,0.3704231880894167,0.018227224395014417,0.7341981944003252,0.041608989551202916,1.6424102442281148
3.45,0.023417298691695457,0.061015882184897764,0.02263026638663838,0.04335368183817896,0.05987388961099041,0.07232358577236095,0.008535119512821418,0.006829321836038108,0.046834597383390915,0.12203176436979553,0.2601220910290738,0.04526053277327676,0.35924333766594246,0.017070239025642836,0.7232358577236095,0.04097593101622865,1.6147743509869605
3.5,0.023397527027073144,0.060380764009473974,0.021671460088757772,0.04329580919717997,0.058037463896760344,0.07122313468759775,0.007986574138468379,0.006715907070161779,0.04679505405414629,0.12076152801894795,0.25977485518307986,0.043342920177515544,0.34822478338056206,0.015973148276936758,0.7122313468759776,0.040295442420970676,1.5873990783881367
3.5500000000000003,0.023377492800969565,0.05974405897993126,0.020781695451750935,0.04323603764337342,0.05622938048891446,0.07011957993471485,0.007467722727165574,0.0065952883275206715,0.04675498560193913,0.11948811795986251,0.25941622586024055,0.04156339090350187,0.33737628293348676,0.014935445454331148,0.7011957993471485,0.03957172996512403,1.5603019780256344
3.6,0.02335719695503226,0.0591059869313145,0.019957799139743732,0.0431743482548643,0.05445097623820868,0.06901400411354866,0.006978143705988691,0.006468189318111685,0.04671439391006452,0.118211973862629,0.2590460895291858,0.039915598279487464,0.32670585742925207,0.013956287411977382,0.6901400411354865,0.038809135908670106,1.533499377466753
3.6500000000000004,0.023336640451031683,0.05846676536190749,0.019196620246520548,0.04311072306318511,0.05270346703136194,0.06790745681690886,0.006517271550732255,0.0063353420864103544,0.046673280902063366,0.11693353072381497,0.2586643383791106,0.038393240493041096,0.3162208021881716,0.01303454310146451,0.6790745681690886,0.038012052518462125,1.507006356475217
3.7,0.023315824270345835,0.05782660931127511,0.018495040212689523,0.0430451450728533,0.05098795002898504,0.06680095303774934,0.006084419153761527,0.0061974752964060985,0.04663164854069167,0.11565321862255022,0.2582708704371198,0.036990080425379046,0.30592770017391024,0.012168838307523053,0.6680095303774934,0.03718485177843659,1.4808367386631043
3.75,0.023294749413403835,0.05718573124236232,0.01784998186444248,0.04297759828030867,0.049305406293414566,0.06569547182886065,0.005678798302245833,0.006055304787385182,0.04658949882680767,0.11437146248472464,0.257865589681852,0.03569996372888496,0.2958324377604874,0.011357596604491666,0.6569547182886065,0.036331828724311094,1.4550030961001659
3.8000000000000003,0.023273416899097038,0.056544340927878106,0.017258417596037873,0.04290806769209271,0.04765670376163423,0.06459195520211222,0.0052995383106813326,0.005909526083245365,0.046546833798194076,0.11308868185575621,0.25744840615255626,0.03451683519207575,0.2859402225698054,0.010599076621362665,0.6459195520211223,0.03545715649947219,1.4295167647103448
3.85,0.02325182776416553,0.05590264534116171,0.016717376721565966,0.04283653934214063,0.04604260052001033,0.06349130725397216,0.004945702871999726,0.005760808574141812,0.04650365552833106,0.11180529068232342,0.25701923605284377,0.03343475344313193,0.276255603120062,0.009891405743999451,0.6349130725397216,0.03456485144485087,1.404387868555264
3.9000000000000004,0.023229983062567076,0.05526084855169902,0.016223952024496373,0.04276300030806624,0.044463748339318404,0.06239439350385174,0.004616305206477404,0.00560979112210934,0.04645996612513415,0.11052169710339804,0.25657800184839746,0.03244790404899275,0.2667824900359104,0.009232610412954808,0.6239439350385174,0.03365874673265604,1.379625351345961
3.95,0.02320788386483501,0.05461915162542897,0.015775305535980375,0.04268743872633032,0.04292069643045572,0.061302040431749215,0.004310321598089396,0.005457078872126077,0.04641576772967002,0.10923830325085794,0.25612463235798194,0.03155061107196075,0.25752417858273435,0.008620643196178793,0.6130204043174922,0.03274247323275646,1.3552370137396323
