Q,J_1s,J_2s,J_2p,J_total
13.55,2.0548548062801652e-06,1.1052157009092879e-07,4.7380412748053975e-07,5.278361007703268e-06
13.600000000000001,2.0032567557452034e-06,1.0763259503902578e-07,4.6144892257139096e-07,5.1446765467112395e-06
13.65,1.9530930630788252e-06,1.0482761566359928e-07,4.4945298818531755e-07,5.014747333855484e-06
13.700000000000001,1.9043201181504962e-06,1.0210394723068076e-07,4.3780480180214117e-07,4.888457734366637e-06
13.75,1.8568957466437978e-06,9.945899845170664e-08,4.264932449831849e-07,4.765695980157378e-06
13.8,1.810779159294666e-06,9.689026796953014e-08,4.155075879846622e-07,4.646354030497717e-06
13.850000000000001,1.7659309030427481e-06,9.439534098624357e-08,4.048374750035338e-07,4.530327438065051e-06
13.9,1.722312814019472e-06,9.19718860267033e-08,3.944729100278985e-07,4.417515220148148e-06
13.950000000000001,1.679887972299692e-06,8.961765183193209e-08,3.844042432653183e-07,4.3078197347938845e-06
14.0,1.6386206583468408e-06,8.733046437683862e-08,3.746221581237276e-07,4.201146561694814e-06
14.05,1.5984763110843954e-06,8.510822400694395e-08,3.651176587207536e-07,4.097404387624186e-06
14.100000000000001,1.5594214875293547e-06,8.294890268904977e-08,3.5588205789842575e-07,3.9965048962336606e-06
14.15,1.5214238239260275e-06,8.085054137100792e-08,3.469069657213041e-07,3.898362662036679e-06
14.200000000000001,1.4844519983210442e-06,7.881124744597145e-08,3.381842784370908e-07,3.802895048408213e-06
14.25,1.4484756945229574e-06,7.682919231671533e-08,3.2970616787975714e-07,3.71002210943886e-06
14.3,1.4134655673920988e-06,7.490260905581022e-08,3.214650712961309e-07,3.6196664954880802e-06
14.350000000000001,1.3793932094086736e-06,7.302979015762491e-08,3.1345368157778066e-07,3.5317533622881583e-06
14.4,1.3462311184691514e-06,7.120908537830915e-08,3.0566493788085213e-07,3.446210283456625e-06
14.450000000000001,1.3139526668631122e-06,6.943889966008179e-08,2.980920166173149e-07,3.362967166281018e-06
14.5,1.2825320713846705e-06,6.771769113631238e-08,2.90728322801831e-07,3.2819561706456273e-06
