p,I_1s,I_2s,I_2p
17.400000000000002,0.0015346057554455046,7.986387994895652e-05,1.132807097168832e-06
17.45,0.0015123558234514708,7.865233159382846e-05,1.1093242983252244e-06
17.5,0.0014904728863947498,7.746186899978868e-05,1.0863843648191466e-06
17.55,0.0014689502039287102,7.62920793423621e-05,1.0639734600426576e-06
17.6,0.001447781171151159,7.514255875287596e-05,1.0420781327414035e-06
17.650000000000002,0.0014269593156730374,7.401291210578865e-05,1.020685305370436e-06
17.7,0.0014064782947543705,7.290275281148881e-05,9.997822628307527e-07
17.75,0.0013863318925058656,7.181170261442914e-05,9.793566415738373e-07
17.8,0.0013665140171546294,7.073939139640803e-05,9.593964190563805e-07
17.85,0.0013470186983724017,6.96854569849047e-05,9.39889903538562e-07
17.900000000000002,0.0013278400846648889,6.864954496629572e-05,9.208257242104928e-07
17.95,0.001308972440820698,6.763130850383659e-05,9.02192821636166e-07
18.0,0.0012904101454184374,6.663040816026588e-05,8.839804385048083e-07
18.05,0.0012721476883906413,6.564651172491518e-05,8.661781106783629e-07
18.1,0.0012541796686431298,6.467929404519941e-05,8.48775658524207e-07
18.150000000000002,0.0012365007917284905,6.372843686236646e-05,8.317631785258014e-07
18.2,0.0012191058675724191,6.279362865138326e-05,8.151310351580412e-07
18.25,0.0012019898082516042,6.18745644648752e-05,7.988698530223345e-07
18.3,0.0011851476258220247,6.0970945780958766e-05,7.829705092292004e-07
18.35,0.0011685744301963396,6.0082480354920145e-05,7.67424126021451e-07
18.400000000000002,0.0011522654270693308,5.920888207458178e-05,7.522220636308603e-07
18.45,0.0011362159158901783,5.8349870819310744e-05,7.373559133578863e-07
18.5,0.0011204212878804596,5.7505172322514195e-05,7.228174908688437e-07
18.55,0.0011048770240968484,5.6674518037581155e-05,7.085988297032327e-07
18.6,0.0010895786935374043,5.585764500714264e-05,6.946921749833441e-07
18.650000000000002,0.001074521951290415,5.5054295735587554e-05,6.810899773188573e-07
18.7,0.0010597025367248471,5.4264218064702994e-05,6.67784886901037e-07
18.75,0.00104511627172134,5.3487165052420216e-05,6.547697477817791e-07
18.8,0.001030759058942862,5.272289485454778e-05,6.420375923268678e-07
18.85,0.0010166268801440523,5.19711706093834e-05,6.295816358412997e-07
18.900000000000002,0.0010027157945183306,5.123176032519523e-05,6.173952713602061e-07
18.95,0.000989021937081925,5.0504436770441845e-05,6.054720645997432e-07
19.0,0.0009755415170939171,4.978897736668278e-05,5.938057490624713e-07
19.05,0.0009622708165114589,4.9085164084111236e-05,5.823902212912643e-07
19.1,0.000949206188479359,4.839278333962058e-05,5.712195362704362e-07
19.150000000000002,0.0009363440558532144,4.771162589735601e-05,5.602879029631636e-07
19.200000000000003,0.0009236809097552962,4.7041486771688596e-05,5.495896799882589e-07
19.25,0.0009112133081624518,4.638216513252924e-05,5.391193714245902e-07
19.3,0.0008989378745252345,4.573346421293717e-05,5.288716227443611e-07
19.35,0.0008868512964175594,4.509519121896091e-05,5.188412168671979e-07
19.400000000000002,0.0008749503242161762,4.446715724165002e-05,5.090230703350708e-07
19.450000000000003,0.000863231769809238,4.3849177171185105e-05,4.9941222959979e-07
19.5,0.0008516925053333128,4.324106961306587e-05,4.900038674234748e-07
19.55,0.0008403294619381514,4.2642656806308014e-05,4.807932793847465e-07
19.6,0.0008291396285786096,4.2053764543598724e-05,4.7177588049111435e-07
19.650000000000002,0.0008181200508330382,4.147422209335966e-05,4.6294720188997864e-07
19.700000000000003,0.0008072678297475663,4.090386212365812e-05,4.543028876792983e-07
19.75,0.0007965801207056682,4.034252062793921e-05,4.4583869181066865e-07
