Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(1),J_total_sodium
5.0,0.04333164003273509,0.004734924165842337,0.00010905394121186703,0.00831815009345782,0.08666328006547018,0.009469848331684674,0.04990890056074691,0.00010905394121186703,0.14615108289911363
5.050000000000001,0.04284762515331915,0.004723305956039671,0.00010889874959953343,0.007986506817224015,0.0856952503066383,0.009446611912079341,0.04791904090334409,0.00010889874959953343,0.14316980187166126
5.1000000000000005,0.04236628700365901,0.0047100520515820634,0.0001087074350979472,0.007669014472383787,0.08473257400731803,0.009420104103164127,0.04601408683430272,0.0001087074350979472,0.1402754723798828
5.15,0.0418876966800527,0.004695150105216203,0.00010847845479499073,0.00736503766008822,0.0837753933601054,0.009390300210432407,0.04419022596052932,0.00010847845479499073,0.13746439798586213
5.2,0.04141192240768116,0.0046786000211580005,0.00010821074042906487,0.007073970370292891,0.08282384481536233,0.009357200042316001,0.04244382222175734,0.00010821074042906487,0.13473307781986474
5.25,0.04093902957554454,0.004660412402115656,0.00010790363941099113,0.006795234631011692,0.08187805915108907,0.009320824804231312,0.040771407786070156,0.00010790363941099113,0.13207819538080154
5.300000000000001,0.04046908077284263,0.004640607143865189,0.0001075568618607705,0.006528279214411946,0.08093816154568526,0.009281214287730377,0.03916967528647168,0.0001075568618607705,0.12949660798174809
5.3500000000000005,0.04000213582670607,0.004619212165073321,0.00010717043308331025,0.006272578398156366,0.08000427165341215,0.009238424330146641,0.0376354703889382,0.00010717043308331025,0.1269853368055803
5.4,0.03953825184118583,0.004596262260989978,0.00010674465096179779,0.006027630780328402,0.07907650368237167,0.009192524521979956,0.03616578468197041,0.00010674465096179779,0.12454155753728383
5.45,0.039077483237410664,0.004571798070499656,0.00010628004779671959,0.005792958146229385,0.07815496647482133,0.009143596140999312,0.034757748877376315,0.00010628004779671959,0.12216259154099368
5.5,0.03861988179482369,0.004545865146830048,0.00010577735616310236,0.005568104385305242,0.07723976358964738,0.009091730293660095,0.033408626311831446,0.00010577735616310236,0.11984589755130201
5.550000000000001,0.03816549669341119,0.004518513122970482,0.0001052374783988723,0.005352634456445135,0.07633099338682238,0.009037026245940964,0.032115806738670816,0.0001052374783988723,0.11758906384983303
5.6000000000000005,0.037714374556838716,0.004489794963554618,0.00010466145937369682,0.005146133399891786,0.07542874911367743,0.008979589927109236,0.030876800399350715,0.00010466145937369682,0.11538980089951108
5.65,0.03726655949641141,0.004459766295614343,0.00010405046222067663,0.004948205394011224,0.07453311899282282,0.008919532591228687,0.02968923236406734,0.00010405046222067663,0.11324593441033952
5.7,0.03682209315577786,0.004428484811217684,0.00010340574674312796,0.0047584728551870155,0.07364418631155573,0.008856969622435368,0.028550837131122095,0.00010340574674312796,0.11115539881185632
5.75,0.03638101475629874,0.004396009735565531,0.0001027286502357414,0.004576575579128522,0.07276202951259748,0.008792019471131063,0.027459453474771134,0.0001027286502357414,0.10911623110873542
5.800000000000001,0.03594336114300365,0.004362401354642735,0.0001020205704839006,0.004402169921913582,0.0718867222860073,0.00872480270928547,0.026413019531481494,0.0001020205704839006,0.10712656509725817
