event_number,record_index,volume,pdg,pro,E0_keV,Eprime_k_keV,Et_E0_minus_Eprime_keV,theta_deg,q_gamma_keV_c,Q_keV_c,Q_signed_au,Q_absolute_au
159151,3,3,22,2013,662.0,402.57621758902604,259.42378241097396,59.829192629736205,576.5685032678997,-58.36265158010201,-15.657821735401813,15.657821735401813
159164,3,3,22,2013,662.0,186.07129362035704,475.92870637964296,166.99531173511727,844.337748742537,-134.1329914296471,-35.985864448928496,35.985864448928496
159177,4,2,22,2013,662.0,637.0342541230789,24.96574587692112,14.128968466723773,161.67320844245785,-1.927449971053367,-0.5171058413827855,0.5171058413827855
159178,3,3,22,2013,662.0,187.9768055074289,474.02319449257106,161.1757921259299,842.1096486312133,-133.41312257353079,-35.792734460540856,35.792734460540856
159178,5,2,22,2013,662.0,125.76389348945239,536.2361065105476,69.57210768446966,629.2403117891101,120.8520242774084,32.42278068708004,32.42278068708004
159188,2,2,22,2013,662.0,563.4334000747715,98.5665999252285,30.12139126838005,332.340525469308,-14.616273070991193,-3.921326258924819,3.921326258924819
159196,3,3,22,2013,662.0,444.9409519398307,217.0590480601693,51.43243154718808,518.6024530153662,-45.424155711297914,-12.18661786866322,12.18661786866322
159208,3,3,22,2013,662.0,224.28255732551153,437.71744267448844,120.42894851811376,799.3389968034816,-119.84627683851959,-32.15295377410395,32.15295377410395
159213,3,3,22,2013,662.0,516.6401676408879,145.35983235911215,38.48042428563566,411.93071340948524,-25.646502301506118,-6.8805708839737605,6.8805708839737605
159213,4,3,22,2013,662.0,257.5810174155183,404.4189825844817,116.07250670257872,808.9997877543096,-149.05100102351236,-39.98814207929225,39.98814207929225
159219,4,2,22,2013,662.0,261.46702024673726,400.53297975326274,100.51258728903728,754.8314381475948,-106.26597317000137,-28.509562526493507,28.509562526493507
159227,3,3,22,2013,662.0,660.2243488886163,1.775651111383695,3.692553823189518,42.63642224417824,-0.03692929406325548,-0.009907574238005108,0.009907574238005108
159247,3,3,22,2013,662.0,253.24683959285548,408.7531604071445,104.23432982920023,764.7378537754233,-109.23890731712368,-29.307156049859064,29.307156049859064
159253,3,3,22,2013,662.0,218.47293766896007,443.52706233103993,124.54517153298407,806.2257412371109,-121.99764784808097,-32.730134262694165,32.730134262694165
159254,2,2,22,2013,662.0,503.9377188913636,158.0622811086364,40.721494752091814,431.8830761056969,-28.923731347345612,-7.759802152542969,7.759802152542969
159257,3,3,22,2013,662.0,197.35133190644046,464.64866809355954,144.82373927701755,831.1247262707567,-129.8826547946362,-34.84556304820979,34.84556304820979
159261,3,3,22,2013,662.0,561.9904271182334,100.00957288176664,30.38620748119993,334.9798204851899,-14.92880471521828,-4.00517379908093,4.00517379908093
159263,3,3,22,2013,662.0,563.1942920958329,98.8057079041671,30.165324097144573,332.77888454055955,-14.667926619620655,-3.9351841292330416,3.9351841292330416
159282,3,3,22,2013,662.0,494.31254515053524,167.68745484946476,42.42636590091324,446.64896262209385,-31.47742333281836,-8.444919308688236,8.444919308688236
159283,3,3,22,2013,662.0,329.2401590679899,332.7598409320101,77.2999856200636,671.4230735930644,-82.45798415006021,-22.122237107582325,22.122237107582325
159300,4,2,22,2013,662.0,361.07690520870426,300.92309479129574,69.10271580257417,630.9496460440632,-71.76012660771067,-19.252162808114726,19.252162808114726
159329,3,3,22,2013,662.0,314.05366357217605,347.94633642782395,81.67460963594783,690.4107837655542,-87.6767117180789,-23.522343232533014,23.522343232533014
159337,3,3,22,2013,662.0,544.9675480923943,117.03245190760572,33.46392571760321,365.1075259678082,-18.756583601577585,-5.032109310447978,5.032109310447978
159369,3,3,22,2013,662.0,412.87471239847275,249.12528760152725,57.707566187522026,562.7334269067171,-55.1441080820179,-14.794334916755979,14.794334916755979
159369,4,3,22,2013,662.0,344.7202510289269,317.2797489710731,85.68787825422596,723.0205753497149,-137.2705395241242,-36.827621418831505,36.827621418831505
159370,3,3,22,2013,662.0,452.43739236994924,209.56260763005076,50.02404663855874,508.0246201397465,-43.22234388772487,-11.595904868225098,11.595904868225098
159379,3,3,22,2013,662.0,430.83137521355314,231.16862478644686,54.138683842156695,538.2311433481008,-49.64263941105116,-13.31837360587092,13.31837360587092
159381,3,3,22,2013,662.0,556.5400911378415,105.4599088621585,31.38020067482012,344.8210975734219,-16.126569042436987,-4.32651595556047,4.32651595556047
159388,3,3,22,2013,662.0,651.4573925982595,10.542607401740497,9.065729618128767,104.33440636972097,-0.5325356793113037,-0.14287131425057378,0.14287131425057378
159388,4,3,22,2013,662.0,315.0533048320205,346.9466951679795,73.74940713265434,648.6703349019622,-51.022589872367945,-13.688593562332777,13.688593562332777
159407,2,2,22,2013,662.0,283.62259738660583,378.37740261339417,91.70677792933678,727.9219322266707,-98.34065138535978,-26.383317876191796,26.383317876191796
159426,3,3,22,2013,662.0,444.26973003832325,217.73026996167675,51.55947133274344,519.5443500861402,-45.62266512737196,-12.239874959722904,12.239874959722904
159429,3,3,22,2013,662.0,634.8837926871587,27.11620731284131,14.753206314609846,168.66532974925502,-2.179551620935177,-0.5847409228292197,0.5847409228292197
159441,2,2,22,2013,662.0,513.7029169567064,148.29708304329358,38.99822719918289,416.5949116609017,-26.394587326848047,-7.081270846237316,7.081270846237316
159460,3,3,22,2013,662.0,273.1387065323664,388.8612934676336,95.67805714986149,740.6946062741531,-102.07463140600551,-27.385088562476994,27.385088562476994
159463,3,3,22,2013,662.0,286.0851148598984,375.9148851401016,90.81799519170985,724.9111628252319,-97.46793029418055,-26.14917993179674,26.14917993179674
159465,4,2,22,2013,662.0,358.0796772539764,303.9203227460236,69.8274808962598,634.801913889821,-72.75253745357738,-19.518411713744605,19.518411713744605
159479,3,3,22,2013,662.0,225.19590940133165,436.8040905986684,119.81683018158655,798.2547475102488,-119.50875452097596,-32.06240161211788,32.06240161211788
159479,5,2,22,2013,662.0,166.51267317862354,495.4873268213764,53.249649275108524,577.9801767061336,149.0768803942999,39.99508512528905,39.99508512528905
159480,3,3,22,2013,662.0,465.54020885247286,196.45979114752714,47.60371777375915,489.26263684053987,-39.44304995842597,-10.581977141698987,10.581977141698987
159490,3,3,22,2013,662.0,232.00581348571453,429.9941865142855,115.50720794026765,790.1570234240503,-116.99830386088281,-31.38888545328966,31.38888545328966
159511,3,3,22,2013,662.0,370.3989699547679,291.6010300452321,66.9016174422163,618.9077295844851,-68.69402414014256,-18.429573625480245,18.429573625480245
159512,3,3,22,2013,662.0,438.38432400397033,223.61567599602967,52.68041375252419,527.767660942701,-47.37262887581161,-12.709363916695267,12.709363916695267
159517,3,3,22,2013,662.0,617.5391077173357,44.460892282664304,19.191441549219476,217.75147744781995,-4.538830323893422,-1.2176999189493483,1.2176999189493483
159521,3,3,22,2013,662.0,634.047755453362,27.952244546637985,14.990126902705839,171.3139251957233,-2.280220473640053,-0.6117488621069096,0.6117488621069096
159538,3,3,22,2013,662.0,511.9836427269496,150.0163572730504,39.301371848644784,419.3105025477828,-26.835221485123814,-7.199486364450046,7.199486364450046
159556,3,3,22,2013,662.0,601.683486813237,60.31651318676302,22.687872486698176,255.50230282696486,-7.119212298203817,-1.9099775977238214,1.9099775977238214
159557,3,3,22,2013,662.0,629.7512385452447,32.248761454755254,16.163361211735623,184.38586312357515,-2.8199350412481663,-0.756546164128199,0.756546164128199
159563,4,2,22,2013,662.0,472.73765468006115,189.26234531993885,46.29336060563817,478.7963446822338,-37.4061155248206,-10.035498265489593,10.035498265489593
159573,3,3,22,2013,662.0,305.2394997241124,356.7605002758876,84.3869263433605,701.3462112973649,-90.73783729705386,-24.343597190802615,24.343597190802615
159582,3,3,22,2013,662.0,195.70757072224876,466.29242927775124,147.04849452350152,833.0537052352103,-130.5003577307545,-35.01128345667855,35.01128345667855
159591,3,3,22,2013,662.0,271.7896833233739,390.2103166766261,96.2129783787431,742.3329335452486,-102.55724466864255,-27.514566443089397,27.514566443089397
159591,5,2,22,2013,662.0,213.27683865932644,448.7231613406735,108.06884133042438,755.8527550417311,-74.56367371961461,-20.004312337248848,20.004312337248848
159599,3,3,22,2013,662.0,205.52618256608883,456.47381743391117,135.59357750596106,821.5129897373643,-126.81926731090404,-34.02370225490935,34.02370225490935
159612,3,3,22,2013,662.0,234.77240092816314,427.22759907183683,113.8704363974839,786.8602774978143,-115.9815123931117,-31.116095593449472,31.116095593449472
159615,4,2,22,2013,662.0,221.23130648466474,440.76869351533526,122.54032599226538,802.9580842610256,-120.975231531705,-32.455835340562274,32.455835340562274
159623,3,3,22,2013,662.0,605.6421199653976,56.35788003460243,21.848539982815876,246.523510394404,-6.441754331533795,-1.728225813180785,1.728225813180785
159627,3,3,22,2013,662.0,411.82980576812037,250.17019423187963,57.92015901829436,564.1440589211003,-55.46861632353534,-14.88139559785569,14.88139559785569
159644,3,3,22,2013,662.0,589.7574512298027,72.24254877019735,25.11663110557757,281.1595867246922,-9.280900617428028,-2.4899260653402733,2.4899260653402733
159645,2,2,22,2013,662.0,236.66686257928183,425.3331374207182,112.7832990869471,784.6004186883192,-115.28629494255782,-30.929579206455422,30.929579206455422
159650,3,3,22,2013,662.0,505.1078099445925,156.89219005540753,40.51476120915046,430.0681754234255,-28.617343344660565,-7.6776028590217695,7.6776028590217695
159660,2,2,22,2013,662.0,631.2447569135867,30.755243086413316,15.763399568372085,179.9379792183651,-2.6281775948105164,-0.7051005249828342,0.7051005249828342
159664,2,2,22,2013,662.0,198.13299559735069,463.8670044026493,143.82020647847466,830.2070013213123,-129.58911825662904,-34.76681160939562,34.76681160939562
159665,3,3,22,2013,662.0,493.7093031897041,168.2906968102959,42.5335286526234,447.5650610797256,-31.639413151299514,-8.488378740911717,8.488378740911717
159674,3,3,22,2013,662.0,518.1259347339861,143.87406526601387,38.218510120996605,409.5591870689426,-25.270380526493422,-6.77966306802457,6.77966306802457
159679,3,3,22,2013,662.0,521.7737144362467,140.22628556375332,37.5753549326009,403.7008413613485,-24.353560180104424,-6.533693956640971,6.533693956640971
159681,3,3,22,2013,662.0,332.18168539726713,329.81831460273287,76.49146749390204,667.7227861676239,-81.45551110199317,-21.85328866442197,21.85328866442197
159685,4,2,22,2013,662.0,282.0564115273472,379.9435884726528,92.28033131740568,729.8346727605539,-98.89657721962901,-26.532464417266016,26.532464417266016
159687,3,3,22,2013,662.0,229.55922776402838,432.4407722359716,117.00695308648865,793.0690688687355,-117.89898642618223,-31.63052504069406,31.63052504069406
159712,4,2,22,2013,662.0,340.9118004574575,321.0881995425425,74.1581228262036,656.695570143179,-78.49674689500218,-21.059496722899777,21.059496722899777
159729,2,2,22,2013,662.0,442.316258793715,219.683741206285,51.93011528091302,522.2808159914141,-46.20164647271618,-12.395206947699503,12.395206947699503
159734,2,2,22,2013,662.0,626.3830250973025,35.61697490269751,17.03839051212599,194.08513494539184,-3.2678732881088797,-0.8767212594661342,0.8767212594661342
159735,2,2,22,2013,662.0,250.9514036746437,411.0485963253563,105.32802398043832,767.49704748593,-110.0721188495538,-29.530694173804065,29.530694173804065
159736,4,2,22,2013,662.0,305.44087379741745,356.55912620258255,84.32338016498707,701.097040471926,-90.66764359315884,-24.324765275651757,24.324765275651757
159737,2,2,22,2013,662.0,431.9211389611623,230.07886103883772,53.926835299464955,536.7274696777722,-49.313463271026606,-13.230060597799689,13.230060597799689
159749,2,2,22,2013,662.0,318.44775088272803,343.55224911727197,80.37225107514004,684.9363456026297,-86.1593925387246,-23.115269314833636,23.115269314833636
159752,3,3,22,2013,662.0,488.50675463483446,173.49324536516554,43.45964596580545,455.4224684128593,-33.04572134633485,-8.865670080950922,8.865670080950922
159772,3,3,22,2013,662.0,485.77975654254004,176.22024345745996,43.946602106658624,459.5109126643236,-33.78939344881255,-9.065186122373502,9.065186122373502
159773,3,3,22,2013,662.0,439.72334437318636,222.27665562681364,52.424245748846886,525.902242935068,-46.97301422199091,-12.60215331465826,12.60215331465826
159779,4,2,22,2013,662.0,661.6141854132607,0.3858145867393432,1.7191819071688414,19.860778420475828,-0.0037262341005973106,-0.0009996925724228038,0.0009996925724228038
159780,3,3,22,2013,662.0,561.9217732227164,100.07822677728359,30.39878863451298,335.1050299096312,-14.943722729336356,-4.009176077925072,4.009176077925072
159792,3,3,22,2013,662.0,283.8441316336344,378.1558683663656,91.62617580448105,727.651244670517,-98.2620709079377,-26.362235915827657,26.362235915827657
159794,3,3,22,2013,662.0,235.2264346948034,426.7735653051966,113.60747485545981,786.3188471726005,-115.81481629993102,-31.071373538499167,31.071373538499167
159811,3,3,22,2013,662.0,552.2427888305032,109.75721116949683,32.157737091668686,352.44613198077656,-17.089712497741726,-4.584912860438626,4.584912860438626
159813,4,2,22,2013,662.0,651.1557384754931,10.84426152450692,9.196922383454922,105.83198781827676,-0.5554765149252223,-0.1490259954512881,0.1490259954512881
159820,3,3,22,2013,662.0,224.2715892032702,437.7284107967298,120.43635282545179,799.3520145749011,-119.85033119144109,-32.15404149602163,32.15404149602163
159834,3,3,22,2013,662.0,257.6478391430028,404.3521608569972,102.20566405433132,759.4390672712746,-107.64509988239097,-28.879561483506098,28.879561483506098
159838,3,3,22,2013,662.0,214.79201280896214,447.2079871910379,127.38291172686989,810.5803919435061,-123.36469700095219,-33.09689299211569,33.09689299211569
159847,3,3,22,2013,662.0,396.9687300574924,265.0312699425076,61.010496786095025,584.0401990962715,-60.133700032856275,-16.132967401460615,16.132967401460615
159862,3,3,22,2013,662.0,508.6634262866495,153.3365737133505,39.88703648291948,424.52532185897127,-27.691835273173215,-7.4293029616441615,7.4293029616441615
159866,3,3,22,2013,662.0,648.0677333032464,13.932266696753572,10.452537203897869,120.13681470328004,-0.8077360942498601,-0.21670344699221977,0.21670344699221977
159879,3,3,22,2013,662.0,573.6227804306913,88.37721956930875,28.22777867773604,313.26004960144,-12.46622460540403,-3.3445005889938857,3.3445005889938857
159891,3,3,22,2013,662.0,256.31954111380117,405.68045888619883,102.80886583848375,761.0395386051973,-108.12562422206358,-29.008478937501295,29.008478937501295
159891,4,3,22,2013,662.0,255.71679120283403,406.28320879716597,107.74758884303304,778.9987920867782,-122.98971489329996,-32.996290931780486,32.996290931780486
159909,3,3,22,2013,662.0,425.0767591501017,236.92324084989832,55.26592163492209,546.1388630291292,-51.38995717208276,-13.787152684213243,13.787152684213243
159929,4,2,22,2013,662.0,575.1616280091495,86.83837199085053,27.93768669159815,310.3055425174027,-12.15046544318086,-3.2597871542962777,3.2597871542962777
159932,3,3,22,2013,662.0,378.54221063218756,283.45778936781244,65.0397716584084,608.3104151247211,-66.04169386022481,-17.717993298301973,17.717993298301973
159939,3,3,22,2013,662.0,278.389605048266,383.610394951734,93.64942655972419,734.3064227453253,-100.20074337236282,-26.882352583413233,26.882352583413233
159941,3,3,22,2013,662.0,250.52980411954528,411.47019588045475,105.53169833417016,768.0034930146461,-110.22529626023727,-29.57178936954034,29.57178936954034
159974,3,3,22,2013,662.0,445.3424142928863,216.6575857071137,51.35652415294436,518.0386951990832,-45.30553177389508,-12.154792850177627,12.154792850177627
159986,3,3,22,2013,662.0,390.8746137314397,271.1253862685603,62.31696527646975,592.1136113892354,-62.07287133077903,-16.653217898571928,16.653217898571928
159988,3,3,22,2013,662.0,260.6199623187457,401.3800376812543,100.88296622455128,755.8541249148309,-106.57152903589444,-28.591538570227463,28.591538570227463
159992,3,3,22,2013,662.0,242.56346231736222,419.4365376826378,109.5578841119664,777.5540085956746,-113.127893899797,-30.350512665678572,30.350512665678572
160005,3,3,22,2013,662.0,584.1578215781141,77.84217842188593,26.21536473380687,292.598601146149,-10.354176372991718,-2.777869810159339,2.777869810159339
160010,3,3,22,2013,662.0,482.3955150753687,179.60448492463132,44.55255872841095,464.5569535161841,-34.71843357753228,-9.314433617589911,9.314433617589911
160027,3,3,22,2013,662.0,188.07690732986316,473.92309267013684,160.92054252274625,841.9925565719478,-133.37532669416944,-35.78259439449947,35.78259439449947
160047,3,3,22,2013,662.0,218.3696731509317,443.6303268490683,124.62214597969977,806.3479979672836,-122.0359573547821,-32.740412127226655,32.740412127226655
160049,3,3,22,2013,662.0,572.5116713417184,89.4883286582816,28.436505128598306,315.3807821828399,-12.695709970136251,-3.406068061248451,3.406068061248451
160060,3,3,22,2013,662.0,522.3509131573903,139.64908684260968,37.47355796061861,402.76907748002765,-24.20935979368035,-6.495007161513006,6.495007161513006
160069,3,3,22,2013,662.0,544.3621052506637,117.63789474933628,33.57213422049725,366.14798410515266,-18.897301680174277,-5.069861854754352,5.069861854754352
160081,3,3,22,2013,662.0,487.93805241711283,174.06194758288717,43.56110652560913,456.27677189509933,-33.2004432479277,-8.90717964037144,8.90717964037144
160090,4,2,22,2013,662.0,419.3349840045242,242.6650159954758,56.405738881241035,553.9760169228682,-53.14831254377977,-14.25889298750859,14.25889298750859
160091,3,3,22,2013,662.0,437.6862230775066,224.3137769224934,52.81424091566166,528.738935135279,-47.58130919593341,-12.76534970835638,12.76534970835638
160107,3,3,22,2013,662.0,528.4218655056317,133.57813449436833,36.40197374639283,392.88634522964384,-22.707364395972153,-6.092044383983429,6.092044383983429
160112,3,3,22,2013,662.0,597.9824480549784,64.01755194502164,23.45638195762284,263.6741274501202,-7.771159496005837,-2.084885226621873,2.084885226621873
160147,2,2,22,2013,662.0,213.22929236258892,448.7707076374111,128.65096048586267,812.4271246817614,-123.94599072017006,-33.25284535522808,33.25284535522808
160151,3,3,22,2013,662.0,637.3627338357164,24.637266164283574,14.031605675319396,160.58090544864686,-1.8898298434478205,-0.5070129268944461,0.5070129268944461
160160,3,3,22,2013,662.0,366.4275818236626,295.5724181763374,67.82981287341208,624.0492139366517,-69.99641060969618,-18.778984329393886,18.778984329393886
160163,3,3,22,2013,662.0,198.5898327123682,463.4101672876318,143.2482601606614,829.6705152524983,-129.41762360087657,-34.72080217227022,34.72080217227022
160164,4,2,22,2013,662.0,190.96680449583147,471.03319550416853,154.68228121830973,838.6102612177854,-132.2850760807007,-35.49009655057995,35.49009655057995
160166,3,3,22,2013,662.0,634.1002983983467,27.899701601653305,14.975326627579783,171.14855408387604,-2.2738507265749903,-0.6100399547604457,0.6100399547604457
160168,3,3,22,2013,662.0,198.6648559426576,463.3351440573424,143.15531334201873,829.5824027030877,-129.3894644754529,-34.71324750238852,34.71324750238852
160175,3,3,22,2013,662.0,495.00845813178864,166.99154186821136,42.30279310099834,445.5908064617954,-31.29082850181305,-8.394858721625658,8.394858721625658
160176,3,3,22,2013,662.0,246.7556201611148,415.2443798388852,107.39567283042015,772.5326827716566,-111.59850812810068,-29.94020146271662,29.94020146271662
160181,2,2,22,2013,662.0,573.9526113668605,88.04738863313946,28.16570189483721,312.62850459431314,-12.398342742079178,-3.326288905901512,3.326288905901512
160203,3,3,22,2013,662.0,418.5883692645508,243.4116307354492,56.555115518774244,554.9913314201985,-53.378033120193756,-14.320523563520155,14.320523563520155
160242,3,3,22,2013,662.0,596.5901349652356,65.40986503476438,23.74180720263931,266.696812721655,-8.020920472764503,-2.1518923406694523,2.1518923406694523
160256,3,3,22,2013,662.0,512.1326983450623,149.8673016549377,39.27508754657637,419.07548685882466,-26.796940048870894,-7.18921603079667,7.18921603079667
160259,3,3,22,2013,662.0,347.4509296020386,314.5490703979614,72.4706961187959,648.3899921482168,-76.29700733307368,-20.469339679097295,20.469339679097295
160265,4,2,22,2013,662.0,508.5860702288656,153.4139297711344,39.90068655852781,424.64636538130753,-27.71188137254167,-7.43468102864255,7.43468102864255
160271,3,3,22,2013,662.0,552.3515802489443,109.64841975105571,32.1381128606691,352.25448457887325,-17.065129681346534,-4.578317660487134,4.578317660487134
160274,3,3,22,2013,662.0,248.3365095193344,413.6634904806656,106.6058215775579,770.636534847316,-111.02288422138017,-29.785770225032103,29.785770225032103
160276,3,3,22,2013,662.0,613.7041810737597,48.29581892624026,20.07322694098303,227.35590553906516,-5.129360584104157,-1.3761303071069106,1.3761303071069106
160291,3,3,22,2013,662.0,236.28319738692767,425.71680261307233,113.00134771179395,785.0582400274694,-115.42702103102978,-30.967333899690875,30.967333899690875
160293,3,3,22,2013,662.0,205.88924790322034,456.11075209677966,135.23572165671402,821.0853868506974,-126.68355032768297,-33.98729142928356,33.98729142928356
160304,3,3,22,2013,662.0,655.4487827306652,6.551217269334757,7.121801424218153,82.08683338585232,-0.26133403060442645,-0.07011199035366034,0.07011199035366034
160312,3,3,22,2013,662.0,192.24902624226186,469.75097375773817,152.38762771162578,837.1083851387638,-131.80190116757802,-35.360467987588606,35.360467987588606
160315,3,3,22,2013,662.0,213.35932706592905,448.64067293407095,128.54388563190423,812.2735026533179,-123.89760020275791,-33.239862907124554,33.239862907124554
160324,3,3,22,2013,662.0,468.9617374962264,193.03826250377358,46.97927456761309,484.3020279184469,-38.47118927750851,-10.321241536282457,10.321241536282457
160331,3,3,22,2013,662.0,233.90652156058076,428.09347843941924,114.37626030586195,787.8925231296873,-116.299550800797,-31.20142051542826,31.20142051542826
160334,3,3,22,2013,662.0,446.3463613487252,215.65363865127478,51.16694704272607,516.6275645377482,-45.00923385709545,-12.07530057496028,12.07530057496028
160342,4,2,22,2013,662.0,231.63808470852933,430.36191529147067,115.72938655000955,790.5949135760048,-117.13358937931123,-31.425180523400144,31.425180523400144
160346,3,3,22,2013,662.0,490.1234875431581,171.8765124568419,43.17146116019515,452.9889144056642,-32.606935737366435,-8.747950500718046,8.747950500718046
160351,3,3,22,2013,662.0,185.67423655845718,476.3257634415428,168.58645197719423,844.8018257350425,-134.28308723800214,-36.026132897102556,36.026132897102556
160352,4,2,22,2013,662.0,656.0499741982303,5.950025801769698,6.78364756320454,78.20688080593818,-0.2262578153027685,-0.06070156927996837,0.06070156927996837
160361,3,3,22,2013,662.0,453.64313750294224,208.35686249705776,49.79922687113654,506.31298759132244,-42.87084174769215,-11.501602130100002,11.501602130100002
160364,3,3,22,2013,662.0,452.79309701185724,209.20690298814276,49.95767568709542,507.5199769868408,-43.11857086561177,-11.568064126977065,11.568064126977065
160365,3,3,22,2013,662.0,343.16087501733347,318.83912498266653,73.57217180213046,653.8434661925628,-77.73855502631932,-20.85608524655906,20.85608524655906
160368,3,3,22,2013,662.0,326.49356119180976,335.50643880819024,78.06570043115936,674.8714096327444,-83.39650892825105,-22.37402919161745,22.37402919161745
160368,5,2,22,2013,662.0,170.18186639082495,491.81813360917505,38.18754232702331,538.6145918718732,197.2954847293016,52.9314115355294,52.9314115355294
160369,3,3,22,2013,662.0,512.4530290240241,149.5469709759759,39.218602646247085,418.5701552346274,-26.714721816653054,-7.167158115527006,7.167158115527006
160379,3,3,22,2013,662.0,379.52858624296994,282.47141375703006,64.81784845254543,607.0216377213402,-65.72210844223767,-17.632253336723828,17.632253336723828
160379,4,3,22,2013,662.0,232.91126917219296,429.088730827807,128.72466140339463,827.8913777348388,-149.09893801354534,-40.0010028528203,40.0010028528203
160381,2,2,22,2013,662.0,305.7653195415794,356.2346804584206,84.22115847346197,700.6955218910816,-90.5545754218731,-24.29443078566529,24.29443078566529
160405,3,3,22,2013,662.0,635.9421659789365,26.057834021063513,14.448752392496186,165.25755739849842,-2.054229526562215,-0.5511188895584069,0.5511188895584069
160412,2,2,22,2013,662.0,467.2277439399513,194.77225606004868,47.29537770012468,486.81932256287104,-38.96292255563014,-10.453166179898519,10.453166179898519
160412,3,2,22,2013,662.0,199.87607194213413,462.1239280578659,99.06732976548705,721.0407379793558,-33.01414805222707,-8.857199440955059,8.857199440955059
160420,3,3,22,2013,662.0,251.1563480722293,410.8436519277707,105.22933409221119,767.2508214139413,-109.9976734981694,-29.510721605569973,29.510721605569973
160429,3,3,22,2013,662.0,331.88771156608084,330.11228843391916,76.57174529997455,668.0929292469391,-81.55557300473365,-21.880133768151797,21.880133768151797
160431,3,3,22,2013,662.0,602.2223575318441,59.77764246815593,22.57471904828475,254.29507825800633,-7.025767561582172,-1.884907780151788,1.884907780151788
160441,2,2,22,2013,662.0,254.03747882142702,407.96252117857296,103.86342002623843,763.7867673458234,-108.95222098861326,-29.23024241923637,29.23024241923637
160442,2,2,22,2013,662.0,194.3910806569368,467.60891934306323,148.96073571355737,834.5977460012421,-130.99549040803294,-35.14412010796671,35.14412010796671
160444,3,3,22,2013,662.0,321.5153269798988,340.4846730201012,79.48130949636035,681.1052827071313,-85.10363467175326,-22.832025356082088,22.832025356082088
160444,4,3,22,2013,662.0,162.34893049833082,499.6510695016692,75.85005449250184,641.914653737882,76.79289588825824,20.602379121060434,20.602379121060434
160447,3,3,22,2013,662.0,226.61433618159748,435.3856638184025,118.88321380111829,796.5700694479119,-118.98496716630603,-31.92187734180739,31.92187734180739
160451,4,2,22,2013,662.0,333.08509891475325,328.91490108524675,76.2454830321105,666.5848213322558,-81.14818374142769,-21.770837355307933,21.770837355307933
160453,2,2,22,2013,662.0,417.0418991433944,244.9581008566056,56.86540036585763,557.0916587439324,-53.854636149018305,-14.448388988785233,14.448388988785233
160465,4,2,22,2013,662.0,647.6826463110747,14.317353688925323,10.599572515804118,121.80841873575277,-0.8413022964669972,-0.22570875426358383,0.22570875426358383
160466,2,2,22,2013,662.0,287.73947449482574,374.26052550517426,90.22956102827456,722.8861474186317,-96.88256274078762,-25.992134620239316,25.992134620239316
160474,3,3,22,2013,662.0,309.97679703700686,352.02320296299314,82.91193835504772,695.4762982603513,-89.0897132826178,-23.90143030295215,23.90143030295215
160490,3,3,22,2013,662.0,522.9798193868897,139.02018061311026,37.36262912680406,401.7523268635873,-24.052514772702466,-6.452928001089898,6.452928001089898
160502,3,3,22,2013,662.0,427.2168190962274,234.78318090377257,54.84500583364729,543.2044192489736,-50.73838526955547,-13.612345741393545,13.612345741393545
160505,3,3,22,2013,662.0,213.97598206632986,448.02401793367017,128.04001909590545,811.5448787844584,-123.66817239591114,-33.17831087678507,33.17831087678507
160509,4,2,22,2013,662.0,479.42547528384006,182.57452471615994,45.08598120523296,468.96079081601613,-35.53928144490132,-9.534654756129324,9.534654756129324
160510,3,3,22,2013,662.0,286.30185514004046,375.69814485995954,90.74051280076301,724.645969474845,-97.39119720182136,-26.12859359706318,26.12859359706318
160531,3,3,22,2013,662.0,271.52852244229604,390.47147755770396,96.31721106111826,742.6499670923367,-102.6507307037412,-27.539647340421745,27.539647340421745
160558,3,3,22,2013,662.0,511.2368534973354,150.7631465026646,39.433068822322994,420.48678148718034,-27.027243994847748,-7.251003116088981,7.251003116088981
160559,3,3,22,2013,662.0,251.14628168947283,410.85371831052714,105.234176661751,767.2629160215153,-110.00132983342739,-29.511702545334092,29.511702545334092
160564,3,3,22,2013,662.0,509.9394365822184,152.06056341778162,39.66191036584661,422.5257143273978,-27.361747073443908,-7.3407452616701026,7.3407452616701026
160570,3,3,22,2013,662.0,451.0802275801277,210.9197724198723,50.277648494241966,509.94774046529153,-43.618872153405235,-11.702287438738534,11.702287438738534
160584,3,3,22,2013,662.0,262.76624030282426,399.23375969717574,99.94998448122783,753.2619909187372,-105.79766832383612,-28.383923378844152,28.383923378844152
160600,3,3,22,2013,662.0,409.22158391200344,252.77841608799656,58.4533839988572,567.6582755716169,-56.28067037221225,-15.099257487085366,15.099257487085366
160607,3,3,22,2013,662.0,594.1311427525908,67.86885724740921,24.241350168867623,271.9705975593917,-8.467889307325848,-2.2718073572659208,2.2718073572659208
160611,3,3,22,2013,662.0,219.96552781511477,442.0344721848852,123.44832291716244,804.4580421237476,-121.44419020834646,-32.581649901095794,32.581649901095794
160612,3,3,22,2013,662.0,377.9580676791836,284.0419323208164,65.17155351659264,609.0731113232674,-66.23112940402834,-17.768816005888407,17.768816005888407
160638,3,3,22,2013,662.0,524.5085404119723,137.49145958802774,37.09292412353003,399.274183271632,-23.67245682324024,-6.350964168729842,6.350964168729842
160641,4,2,22,2013,662.0,375.4298694965706,286.5701305034294,65.74501522198999,612.369568437535,-67.05249509981559,-17.989176070005094,17.989176070005094
