Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_5s1/2(2),J_5p1/2(2),J_5p3/2(2),J_total_Sb_relativistic
0.55,0.015606978753013534,0.055769147128284104,0.027750133753068992,0.02907768777321922,0.12727796358433718,0.07713485729294058,0.07971754860488003,0.053068242214067377,0.053657765595873194,0.25782470123235557,0.1885635556010775,0.19530663871543813,0.16702913162159222,0.16917912469711163,0.31825375092096553,0.43132913925395105,0.4225695271789017,7.277977846872488
0.6000000000000001,0.015606016715336672,0.055728181364635615,0.02775009850398237,0.029077644726493997,0.1266930834711419,0.07712993974804064,0.07971176527167495,0.053068216129621155,0.05365773766810628,0.2514993333892223,0.18814693093231927,0.19481220273027022,0.1669591756572763,0.16910257902121012,0.26623772507123683,0.38357974954011503,0.3694408123145867,6.954701660298478
0.65,0.015604971115445947,0.055683691168187374,0.027750053309113735,0.0290775895351881,0.12606058156098346,0.07712365694495872,0.07970437835531718,0.05306817687232868,0.05365769564066184,0.24481240836639329,0.18762611784324687,0.19419535679787925,0.16685886999823712,0.16899300232837594,0.22066543218693846,0.3373123117629186,0.31928795660050974,6.65137603576742
0.7000000000000001,0.015603841976637466,0.055635685947426544,0.027749996460202413,0.02907752011451422,0.12538124649585894,0.0771157843066885,0.07969512498308097,0.053068119646354626,0.053657634382989226,0.23780464387847322,0.1869886776909114,0.19344200136890186,0.16672001708841144,0.1688415734114482,0.18162127576862264,0.29362772034548024,0.2731248921508573,6.372313909613995
0.75,0.015602629324065843,0.05558417584622433,0.027749926117066274,0.02907743421909689,0.12465592188803876,0.07710608312630568,0.07968372604208335,0.053068038489372193,0.053657547518057215,0.23051771015511183,0.1862227215486908,0.19253883473724237,0.16653359032011697,0.16863862225822815,0.14888957977987763,0.2532698704889944,0.2315186061308579,6.1196179626998255
0.8,0.015601333184743004,0.05552917173987813,0.02774984030868431,0.02907732944438653,0.12388550452879656,0.07709430140082471,0.0796698872162696,0.05306792611531376,0.0536574272548963,0.22299382343532162,0.18531713670918676,0.1914736222122712,0.16628991971246201,0.1683738404248265,0.12203698633072332,0.21666762470455844,0.1946780778184465,5.893609945203476
0.8500000000000001,0.015599953587536899,0.0554706852308727,0.027749736934355305,0.02907720322817251,0.12307094249420207,0.07708017470847893,0.07965330007590299,0.053067773753589446,0.05365726421756007,0.2152753483686855,0.18426179270885898,0.19023543616134914,0.16597891108600385,0.1680365255293809,0.10048827914483685,0.18399367149302517,0.16254798032334836,5.69329036569012
0.9,0.015598490563170137,0.05540872864436301,0.027749613764931767,0.029077052852194057,0.12221323315390004,0.07706342712583465,0.07963364321483109,0.0530675709862503,0.05365704727210554,0.20740441447114355,0.18304772333584374,0.18881486275941223,0.16559028732314438,0.16761584687787442,0.08359125305681386,0.15522637394049368,0.1348931052345574,5.516763760025312
0.9500000000000001,0.015596944144218522,0.055343315023381516,0.027749468444128136,0.029076875443847693,0.1213134210890581,0.07704377218101374,0.0796105834306309,0.05306730558459183,0.053656763353211234,0.19942255130098344,0.18166728185453362,0.1872041723879564,0.1651138398646737,0.16710111898724686,0.07066873839881,0.13020645475758044,0.11136745994942655,5.361597215175819
1.0,0.015595314365109513,0.05527445812377273,0.027749298489902374,0.02907666797798988,0.1203725959259004,0.07702091383918247,0.07958377694259293,0.053066963346699664,0.05365639729205637,0.1913703464728217,0.1801142674785785,0.18539745174398184,0.16453967898617955,0.1664820704451067,0.06105771511545307,0.1086846934726575,0.09156697960430338,5.225102128188116
1.05,0.015593601262120584,0.055202172408858226,0.027749101295909843,0.029076427278833424,0.11939189009144907,0.07699454751636717,0.07955287064238842,0.05306652793743209,0.05365593164707452,0.18328713003041452,0.17838402192088218,0.18339069681147913,0.16385847246741825,0.16574909694415663,0.05413662941392502,0.09035963386083966,0.07506742423347977,5.104542456166084
1.1,0.015591804873377505,0.05512647304383529,0.027748874133028453,0.029076150021936146,0.11837247649827462,0.0769643611175806,0.07951750337217714,0.053065980732314624,0.05365534653917154,0.1752106880699039,0.17647349562017078,0.18118186687965138,0.16306166382907147,0.16489348923194344,0.04934266011163798,0.0749058987066455,0.06145009234952063,4.997279323015243
1.1500000000000001,0.015589925238852534,0.05504737588991259,0.0277486141509539,0.029075832736280255,0.11731556616520587,0.07693003609518607,0.07947730722485288,0.05306530066678951,0.053654619492960014,0.16717700786005463,0.1743812839672079,0.17877090073468616,0.16214166317560186,0.16390762890314342,0.04618091028471391,0.061994455303009184,0.05031813819324365,4.900864134826144
1.2000000000000002,0.015587962400362521,0.05496489749818644,0.027748318379863867,0.029075471806440777,0.11622240578107157,0.07689124852339002,0.07943190886109239,0.05306446409221924,0.053653725285512405,0.1592200560608109,0.17210763451184397,0.17615969698317313,0.16109200567442863,0.16278514723404344,0.04422745689883706,0.05130639387784541,0.041305991438254946,4.813092155527685
1.25,0.015585916401566926,0.05487905510326134,0.027747983732149907,0.02907506347484134,0.11509427521863863,0.0768476701847369,0.07938093083786887,0.05306344463998779,0.053652635804072334,0.15137159101050493,0.169654426710951,0.17335206116935004,0.15990747467028524,0.16152104445312424,0.043127989356912956,0.04254171154371533,0.03408392519043086,4.73202706961825
1.3,0.015583787287965743,0.05478986661661865,0.027747607004215788,0.029074603844095544,0.11393248500597579,0.07679896966448461,0.07932399294311394,0.05306221309497755,0.053651319914089494,0.143661009448146,0.1670251262671752,0.1703536229157737,0.1585841882618401,0.1601117688340242,0.042593491540492384,0.03542439276234717,0.028359351229720085,4.656005190382168
