Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(1),J_5s1/2(2),J_total_Zr_relativistic
1.7000000000000002,0.04159522207571783,0.1425240336485883,0.0760994997449239,0.15637953785320988,0.23708575089716952,0.2158456347194579,0.4393183799365404,0.3227666339991391,0.487600046442237,0.08098735807278384,0.1843787651576237,0.35120680678014476,0.14748039021263165,0.019492455780894195,2.902760515321062
1.75,0.041581682732554304,0.14194948226149035,0.07609079622147893,0.1563600035260021,0.23060584715815516,0.2146269605085761,0.43665713955697993,0.3224064416340659,0.4870377796788389,0.07581685830293794,0.16840836091968886,0.3195726805135994,0.13491285346606227,0.016864071412561406,2.8228909578929913
1.8,0.0415677572632516,0.14136096377267787,0.0760813507728407,0.15633880741953673,0.22413989321248295,0.21333414390622296,0.43383698172779295,0.3220062935167391,0.48641341269223026,0.07164259088338291,0.15348936989237813,0.2901792675472519,0.12329148975646777,0.014616514091970142,2.7482988364552257
1.85,0.041553446205485164,0.1407586938861396,0.0760711256057385,0.1563158653718336,0.21769842344105533,0.21196681096921735,0.43085749458404543,0.3215638423221678,0.4857233418782271,0.06833105105517977,0.1396161318293955,0.26299472836400795,0.11256134862954599,0.012713795326147512,2.6787260994681863
1.9000000000000001,0.041538750111527495,0.14014289242209543,0.07606008241733447,0.1562910921418461,0.21129156882518987,0.210524831238146,0.42771880670607176,0.32107679600348177,0.4849640552493348,0.06575711740763289,0.12677268603745928,0.23796728220034716,0.1026686311983401,0.011119659852905674,2.613894251811713
1.9500000000000002,0.04152366954820298,0.1395137831709787,0.07604818243530302,0.1562644015021446,0.2049290369728161,0.20900831642386283,0.424421581583188,0.32054293268964523,0.48413215548657557,0.06380480415434711,0.11493434516082303,0.2150286513085246,0.0935610121267704,0.009798619792185164,2.5535114923553675
2.0,0.04150820509684163,0.1388715937456256,0.07603538645823095,0.15623570633226155,0.1986200947416441,0.20741761765432454,0.42096700887288896,0.3199601148896871,0.4832243818455143,0.062367718071379065,0.10406919144162396,0.19409727709349037,0.08518788540610327,0.00871669842120246,2.4972788800708177
2.0500000000000003,0.041492357353231625,0.13821655543182151,0.07602165489628727,0.1562049187125773,0.19237355343855095,0.20575332135958335,0.4173567926543371,0.31932630287315233,0.4822376307169052,0.06134926181453226,0.09413947443664535,0.17508127393893075,0.07750054694761722,0.007841940514806692,2.444895585088979
2.1,0.041476126927570744,0.13754890303735476,0.0760069478121119,0.15617195001862458,0.18619775655893497,0.2040162438802329,0.4135931368906135,0.3186395671139924,0.4811689746705967,0.060662623855845435,0.08510289622732908,0.157881101095951,0.07045232470321106,0.007144737565193668,2.3960632903575627
2.15,0.041459514444416645,0.136868874739728,0.07599122496187238,0.15613671101569107,0.18010057001539478,0.20220742489081805,0.40967872832677493,0.3178980997031402,0.48001567984021254,0.0602305929273204,0.07691377605141195,0.14239194480667475,0.06399866522645307,0.006598008329401311,2.35048981527931
2.2,0.04144252054263602,0.13617671193267808,0.07597444583643852,0.1560991119535996,0.1740893747918645,0.20032811973469059,0.4056167170603129,0.31710022465318044,0.4787752215350762,0.05998523190794877,0.06952409108519433,0.1285058121374511,0.05809718410799714,0.006177268172472504,2.3078920354515406
2.25,0.04142514587535263,0.13547265907165465,0.07595656970262422,0.1560590626615469,0.16817106194732345,0.19837979077054427,0.4014106950272369,0.31624440703650003,0.4774452979943554,0.05986744276938554,0.06288439391542629,0.11611334510042687,0.052707686532254584,0.005860614628164486,2.2679981730327965
2.3000000000000003,0.0414073911098942,0.13475696351840774,0.07593755564444733,0.1560164726428827,0.162352029882432,0.19636409783344055,0.3970646726508392,0.31532926091578756,0.4760238422260005,0.059826450695176954,0.056944610172916174,0.10510536885496122,0.047792163257079315,0.005628651445705993,2.230549530849972
2.35,0.041389256927738274,0.13402987538483374,0.07591736260435782,0.1559712511697122,0.15663818377294528,0.19428288791459136,0.39258305390139864,0.3143535560424911,0.4745090318993456,0.059819231958097664,0.0516547219741607,0.09537419140045612,0.04331476650683459,0.005464369027770126,2.195301740484733
2.4000000000000004,0.04137074402445688,0.1332916473762287,0.07589594942438566,0.15592330737720664,0.151034937065517,0.19213818416456055,0.38797061001382116,0.31331622331462705,0.4728992972849211,0.059809906694590007,0.04696534434807428,0.08681467447888554,0.039241769609587536,0.0053529955173191235,2.1620255906941814
2.45,0.04135185310966018,0.13254253463409685,0.07587327488716028,0.15587255035750833,0.14554721492453043,0.1899321743239553,0.3832324521066972,0.31221635899999073,0.4711933272578148,0.05976911443863927,0.04282820282104476,0.07932509665171213,0.03554151366081792,0.005281829761634613,2.1305074979352625
2.5,0.04133258490693897,0.13178279457866088,0.0758492977567542,0.15581888925311801,0.1401794595128465,0.18766719868417583,0.3783740029406781,0.3110532277442173,0.4693900734016424,0.0596733872278187,0.03919652089439255,0.07280782992548937,0.032184344004351544,0.005240064875838951,2.1005496757069233
2.5500000000000003,0.04131294015380617,0.13101268675121966,0.07582397681930396,0.15576223334965497,0.1349356369848198,0.18534573767846507,0.3734009680466651,0.30982626439519045,0.46748875226870246,0.059504532308380126,0.03602532636235788,0.06716985106644117,0.029142538919888057,0.0052186090795777905,2.0719700541844723
2.6,0.04129291960163719,0.13023247265649723,0.07579727092336268,0.15570249216788168,0.12981924606655185,0.18297039920042854,0.3683193064452743,0.3085350746859356,0.46548884586812955,0.05924903396352254,0.033271685363091295,0.06232310803042448,0.02639023255811082,0.0052099088125934,2.0446019963434408
2.6500000000000004,0.04127252401560926,0.12944241560512526,0.07576913901993909,0.15563957555488805,0.12483332809607849,0.18054390574347254,0.3631352011686171,0.30717943482734045,0.4633901004677861,0.058897481775145005,0.030894872795710147,0.058184760877379116,0.023903333847305325,0.005207777784923227,2.018293851579319
