Q_signed_au,Q_absolute_au,Eprime_keV,E0_keV,E0_minus_Eprime_keV,Eprime_minus_E0_keV,theta_deg,q_gamma_keV_c
-10.891127356029273,10.891127356029273,461.5118160606355,662.0,200.4881839393645,-200.4881839393645,48.34272180280046,495.06969087300627
-8.84978064739332,8.84978064739332,142.2229063684663,662.0,519.7770936315337,-519.7770936315337,130.803652075181,762.5756253588821
-18.24660488565676,18.24660488565676,372.48563816061784,662.0,289.51436183938216,-289.51436183938216,66.4193440449369,616.1993284399167
-2.7218864203858253,2.7218864203858253,585.2322136486715,662.0,76.76778635132848,-76.76778635132848,26.006296980956137,290.4303760259365
-31.846768216153567,31.846768216153567,227.37299162857616,662.0,434.6270083714238,-434.6270083714238,118.39204384509635,795.668581429863
-21.275664630987265,21.275664630987265,338.52709920908654,662.0,323.47290079091346,-323.47290079091346,74.78602433576744,659.7145723595
-23.609550410808755,23.609550410808755,313.1145217304377,662.0,348.8854782695623,-348.8854782695623,81.95710598406068,691.5788278775829
33.41061210664539,33.41061210664539,118.350826836896,662.0,543.649173163104,-543.649173163104,69.8998532087412,631.1895687405183
-17.963216410037024,17.963216410037024,375.727322748991,662.0,286.272677251009,-286.272677251009,65.67728055120868,611.9821057976737
-1.0818845667027237,1.0818845667027237,620.9535544457003,662.0,41.04644555429968,-41.04644555429968,18.381925406682026,208.88798090815317
-25.708282100627265,25.708282100627265,290.7351355385192,662.0,371.2648644614808,-371.2648644614808,89.18110525619413,719.2144893603233
-27.959553889362528,27.959553889362528,267.16356967236044,662.0,394.83643032763956,-394.83643032763956,98.0929938648651,747.9423625957434
-32.77789353471476,32.77789353471476,217.99314223673247,662.0,444.00685776326753,-444.00685776326753,124.90404408782697,806.7937347549992
-23.920725418469203,23.920725418469203,309.769672466833,662.0,352.230327533167,-352.230327533167,82.97557510823019,695.7333041553385
-35.10233686272828,35.10233686272828,194.8050721978271,662.0,467.1949278021729,-467.1949278021729,148.34545425911708,834.1122815862117
-28.689473948651262,28.689473948651262,259.60866285942467,662.0,402.39133714057533,-402.39133714057533,101.32893753474583,757.074538965836
-28.793039643758345,28.793039643758345,172.1094849433885,662.0,489.8905150566115,-489.8905150566115,156.80520810254043,822.994485039029
