Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_total_Magnesium
0.9,0.07304938970900285,0.2367838995066519,0.02212728312355411,0.18256455204670338,0.1460987794180057,0.4735677990133038,1.0953873122802202,0.04425456624710822,1.759308456958638
0.9500000000000001,0.07288756453790331,0.22738048867525315,0.021395704154536118,0.18080139132340906,0.14577512907580661,0.4547609773505063,1.0848083479404544,0.042791408309072236,1.7281358626758396
1.0,0.07271758126475189,0.2179362371335845,0.021176026436756694,0.1788611903118833,0.14543516252950378,0.435872474267169,1.0731671418712998,0.04235205287351339,1.696826831541486
1.05,0.07253952880812858,0.20849612205596477,0.02114275398417118,0.17674693788374113,0.14507905761625717,0.41699224411192953,1.0604816273024467,0.04228550796834236,1.6648384369989757
1.1,0.07235349943778363,0.19910223277810438,0.02110539689578345,0.17446347554374692,0.14470699887556726,0.39820446555620875,1.0467808532624816,0.0422107937915669,1.6319031114858245
1.1500000000000001,0.0721595886486978,0.18979355351208121,0.020963009667439716,0.17201732478605372,0.1443191772973956,0.37958710702416243,1.0321039487163224,0.04192601933487943,1.5979362523727598
1.2000000000000002,0.07195789504887265,0.18060580668050233,0.0206719653942196,0.16941649429588929,0.1439157900977453,0.36121161336100466,1.0164989657753356,0.0413439307884392,1.5629703000225248
1.25,0.07174852025624189,0.1715713539393361,0.020223711724106513,0.16667027413975866,0.14349704051248377,0.3431427078786722,1.000021644838552,0.040447423448213025,1.527108816677921
1.3,0.07153156880062796,0.1627191509558582,0.019629808047537535,0.16378902347723412,0.1430631376012559,0.3254383019117164,0.9827341408634047,0.03925961609507507,1.4904951964714521
1.35,0.07130714802746062,0.15407475123660902,0.018912134651668522,0.16078395761827366,0.14261429605492124,0.30814950247321804,0.9647037457096419,0.037824269303337044,1.4532918135411181
1.4000000000000001,0.07107536800083221,0.14566035376033326,0.0180966923699102,0.1576669394748184,0.14215073600166442,0.2913207075206665,0.9460016368489105,0.0361933847398204,1.4156664651110618
1.4500000000000002,0.07083634140426923,0.1374948888496038,0.01720984203623421,0.15445027964525823,0.14167268280853845,0.2749897776992076,0.9267016778715493,0.03441968407246842,1.3777838224517638
1.5,0.07059018343828842,0.12959413659032035,0.016276166033865353,0.15114654855410367,0.14118036687657684,0.2591882731806407,0.906879291324622,0.032552332067730706,1.3398002634495703
1.55,0.07033701171435452,0.12197087215336315,0.015317382295254131,0.14776840327288035,0.14067402342870905,0.2439417443067263,0.8866104196372822,0.030634764590508262,1.3018609519632258
1.6,0.07007694614526608,0.11463503255790143,0.014351920996651625,0.14432843089424457,0.14015389229053216,0.22927006511580286,0.8659705853654674,0.02870384199330325,1.2640983847651057
1.6500000000000001,0.06981010883228009,0.10759389971164432,0.013394901920252968,0.14083900963769788,0.13962021766456018,0.21518779942328864,0.8450340578261872,0.026789803840505937,1.226631878754542
1.7000000000000002,0.06953662394946611,0.1008522949416082,0.012458339588760659,0.13731218824547536,0.13907324789893222,0.2017045898832164,0.8238731294728522,0.024916679177521318,1.1895676464325222
