event_number,record_index,vlm,pro,pdg,theta_deg,et_keV,Eprime_k_keV,Eprime_from_E0_minus_et_keV,difference_k_minus_E0_minus_et_keV,px,py,pz,theta_bin_left_deg,theta_bin_right_deg,theta_bin_center_deg
324229,3,3,2013,22,63.7714912231035,277.77568345174024,384.22431654825976,384.22431654825976,0.0,-0.8452627460225919,-0.4419522487815327,-0.3003482977865758,62.0,64.0,63.0
324235,3,3,2013,22,22.603037204907203,59.91235297813524,602.0876470218648,602.0876470218648,0.0,0.1721620299219992,-0.9231898446184004,0.3436287913528062,22.0,24.0,23.0
324240,3,3,2013,22,14.490012026553899,26.20020518342314,635.7997948165769,635.7997948165769,0.0,0.2468005289265845,-0.968191272666616,0.041172302021584374,14.0,16.0,15.0
324247,3,3,2013,22,27.643678177021684,85.28534200743354,576.7146579925665,576.7146579925665,0.0,0.454239468801002,-0.8858501382194994,-0.09453061726169591,26.0,28.0,27.0
324252,3,3,2013,22,31.756498236841743,107.53619438156336,554.4638056184367,554.4638056184366,1.1368683772161603e-13,-0.47812644476812316,-0.8502925386437491,-0.21999477616562485,30.0,32.0,31.0
324253,3,3,2013,22,16.921606140366794,35.159593874285136,626.8404061257149,626.8404061257148,1.1368683772161603e-13,0.26279179497840144,-0.9567038927297304,0.12513246632193492,16.0,18.0,17.0
324262,3,3,2013,22,94.53428058810819,385.92721797446814,276.07278202553186,276.07278202553186,0.0,0.5627297883446093,0.07905554639373724,0.8228519951327935,94.0,96.0,95.0
324280,3,3,2013,22,146.7905098469795,466.10804577840486,195.89195422159514,195.89195422159514,0.0,-0.389904915854888,0.8366736066660183,-0.3846445534524955,146.0,148.0,147.0
324290,3,3,2013,22,24.411951559148886,68.7149493491811,593.2850506508189,593.2850506508189,0.0,-0.3548073519086815,-0.9105974698648532,0.21195280349001444,24.0,26.0,25.0
324291,3,3,2013,22,42.72523016173968,169.36921315405024,492.6307868459498,492.63078684594973,5.684341886080802e-14,0.030974065659062508,-0.7346158967077563,0.6777758416768831,42.0,44.0,43.0
324296,3,3,2013,22,23.208255758240256,62.814888923823474,599.1851110761766,599.1851110761766,0.0,0.3772825255087284,-0.9190785665597196,0.11380898223025622,22.0,24.0,23.0
324309,3,3,2013,22,63.85092947982735,278.13477897954215,383.8652210204579,383.86522102045785,5.684341886080802e-14,0.4384349626618256,-0.4407081170768893,-0.7832950523642201,62.0,64.0,63.0
324321,3,3,2013,22,36.25022440044905,132.71941485782955,529.2805851421705,529.2805851421705,0.0,-0.4059758891575495,-0.8064422883812842,-0.4299237292044889,36.0,38.0,37.0
324322,3,3,2013,22,103.38303261361341,406.9292545660462,255.0707454339538,255.0707454339538,0.0,-0.06671828403888624,0.23145981864183218,0.9705539773393321,102.0,104.0,103.0
324370,3,3,2013,22,37.87876166670058,141.9469368347156,520.0530631652845,520.0530631652844,1.1368683772161603e-13,-0.5716606104646358,-0.7893117331459747,0.22403377950946962,36.0,38.0,37.0
324374,3,3,2013,22,81.34448448529915,346.84256054838806,315.15743945161194,315.15743945161194,0.0,-0.6769100283893894,-0.1504933073546667,-0.720516882458232,80.0,82.0,81.0
324375,3,3,2013,22,77.36887120796561,333.00848872724976,328.9915112727503,328.99151127275024,5.684341886080802e-14,-0.9751453710279329,-0.2186734246672868,-0.03568527297185463,76.0,78.0,77.0
324397,3,3,2013,22,38.93965512370757,147.96485694004392,514.0351430599561,514.0351430599561,0.0,-0.18964571843152994,-0.777808341098437,0.599206713912892,38.0,40.0,39.0
324404,3,3,2013,22,64.97155743383037,283.1549558302282,378.8450441697719,378.8450441697718,5.684341886080802e-14,-0.9043831239783443,-0.4230681157232117,-0.0557183499538697,64.0,66.0,65.0
324432,3,3,2013,22,117.4682897968006,433.17668732105676,228.8233126789433,228.82331267894324,5.684341886080802e-14,-0.48517431211336143,0.46125762865656417,0.7428642452504023,116.0,118.0,117.0
324450,3,3,2013,22,105.88994425704685,412.20732103463445,249.79267896536555,249.79267896536555,0.0,-0.08165814613203601,0.2737904232737107,0.9583166237177989,104.0,106.0,105.0
324457,3,3,2013,22,19.879077107611696,47.441399118829054,614.558600881171,614.558600881171,0.0,0.33522590708513833,-0.9404123618576422,-0.05699281432143277,18.0,20.0,19.0
324498,3,3,2013,22,111.65534611887828,423.3185412854832,238.68145871451682,238.6814587145168,2.842170943040401e-14,-0.48872774061354046,0.3690225188502223,0.7905489081241092,110.0,112.0,111.0
324509,3,3,2013,22,60.268447355699145,261.51956516145486,400.4804348385452,400.48043483854514,5.684341886080802e-14,0.867292542485971,-0.49593694651005016,0.043013844684098246,60.0,62.0,61.0
324514,3,3,2013,22,78.84902448672213,374.92559597681264,323.72298270426165,287.07440402318736,36.6485786810743,-0.0648614406255086,-0.1933949370200576,-0.9789746635408864,78.0,80.0,79.0
324519,3,3,2013,22,35.47190576540944,128.32052130835046,533.6794786916496,533.6794786916496,0.0,-0.5525735168282636,-0.8144001605597956,0.17724245253387788,34.0,36.0,35.0
324532,3,3,2013,22,4.506063566078449,2.640316033222012,659.359683966778,659.359683966778,0.0,-0.0405547698945865,-0.9969090248877535,0.06728823623892732,4.0,6.0,5.0
