p,ChiF,ChiG,ChiTotal,I(p),J(Q)
248.4,2.8319437614558195e-06,-0.0001098252790911601,0.00010986178513440993,0.0007447259482974103,0.00010646846503971751
248.45000000000002,2.829446068931515e-06,-0.0001127668619709412,0.00011280235336122335,0.0007854423655745698,0.00010639147177052596
248.5,2.825696030753222e-06,-0.00011569635697531048,0.00011573085835427251,0.0008270868854530251,0.00010631035067799453
248.55,2.8206935233523393e-06,-0.00011861262718901261,0.00011864616150821052,0.0008696308133067896,0.00010622501150505988
248.60000000000002,2.8144391608151293e-06,-0.00012151453702423221,0.00012154712574143179,0.0009130438498164131,0.00010613536701572243
248.65,2.806934294958088e-06,-0.00012440095287553744,0.00012443261612807914,0.000957294119644177,0.0001060413331525313
248.70000000000002,2.798181014870756e-06,-0.00012727074377393133,0.0001273015005322469,0.0010023482031213027,0.00010594282919087666
248.75,2.788182145927493e-06,-0.00013012278203952972,0.00013015265024341927,0.0010481711709088189,0.00010583977788979318
248.8,2.7769412482717012e-06,-0.00013295594393232003,0.00013298494061220084,0.0010947266215861119,0.00010573210563898088
248.85000000000002,2.7644626147755998e-06,-0.0001357691103005069,0.00013579725168551718,0.0011419767221154012,0.00010561974260175802
248.9,2.7507512684792943e-06,-0.00013856116722591212,0.0001385884688404783,0.0011898822511232845,0.0001055026228536636
248.95000000000002,2.735812959513922e-06,-0.00014133100666597674,0.00014135748341622314,0.0012384026449354345,0.00010538068451643557
249.0,2.7196541615136963e-06,-0.00014407752709179756,0.00014410319334298564,0.0012874960462923774,0.00010525386988709813
249.05,2.7022820675225725e-06,-0.00014679963412180273,0.00014682450376782345,0.0013371193556710613,0.00010512212556189704
249.10000000000002,2.683704585401046e-06,-0.00014949624115051443,0.0001495203276763212,0.0013872282851283536,0.00010498540255483369
249.15,2.663930332740372e-06,-0.00015216626997196464,0.00015218958650971664,0.0014377774145788082,0.00010484365641055433
249.20000000000002,2.642968631290136e-06,-0.0001548086513973346,0.00015483121077692138,0.0014887202504136588,0.0001046968473113619
249.25,2.6208295009075486e-06,-0.00015742232586628664,0.0001574441406608203,0.001540009286360655,0.00010454494017812906
249.3,2.5975236530355583e-06,-0.000160006244051668,0.00016002732661845608,0.0015915960664831786,0.00010438790476489762
249.35000000000002,2.5730624837181695e-06,-0.00016255936745703436,0.00016257972997448433,0.0016434312502077108,0.00010422571574696593
249.4,2.547458066161757e-06,-0.00016508066900669844,0.00016510032350755094,0.00169546467926899,0.00010405835280227178
249.45000000000002,2.520723142851112e-06,-0.00016756913362780393,0.00016758809202904517,0.0017476454464537485,0.00010388580068589374
249.5,2.492871117229312e-06,-0.00017002375882409288,0.0001700420329538565,0.0017999219660229987,0.00010370804929750575
249.55,2.4639160449514382e-06,-0.00017244355524096132,0.00017246115686269487,0.001852242045687498,0.00010352509374162936
249.60000000000002,2.4338726247216512e-06,-0.00017482754722144975,0.00017484448805559074,0.0019045529600083674,0.00010333693438054586
249.65,2.4027561887239696e-06,-0.00017717477335279494,0.00017719106509617437,0.0019568015250910685,0.00010314357687973854
249.70000000000002,2.3705826926569805e-06,-0.00017948428700323714,0.0001794999413464058,0.0020089341744392963,0.00010294503224575232
249.75,2.337368705383451e-06,-0.00018175515684870581,0.00018177018549135761,0.002060897035830985,0.00010274131685637157
249.8,2.3031313982052096e-06,-0.0001839864673891229,0.00018400088205377217,0.0021126360090787137,0.0001025324524830274
249.85000000000002,2.2678885337747985e-06,-0.0001861773194539782,0.0001861911318980318,0.0021640968445326785,0.00010231846630536547
249.9,2.2316584546547205e-06,-0.00018832683069690574,0.00018834005272325702,0.0022152252221842167,0.0001020993909179139
249.95000000000002,2.194460071535913e-06,-0.000190434136079004,0.00019044677954526345,0.002265966831226597,0.00010187526432880881
250.0,2.1563128511267616e-06,-0.000192498388340594,0.00019251046516706064,0.002316267449927379,0.00010164612995055003
250.05,2.1172368037241467e-06,-0.00019451875846122042,0.000194530280637688,0.002366073025668303,0.00010141203658276925
250.10000000000002,2.077252470478644e-06,-0.00019649443610761226,0.00019650541569909624,0.002415329755005902,0.00010117303838701473
