Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_total_Zn
4.75,0.026807289136815828,0.039630638809878604,0.04715139003186539,0.013964307363685322,0.009033117524056033,0.000592558600002638,0.023390808050301304,0.7330047136593063
4.800000000000001,0.026762862808740035,0.03884743400996326,0.04691801701107415,0.013911526820489638,0.008601950600298516,0.0005921696904671842,0.022682537473731876,0.720173167064875
4.8500000000000005,0.026718073523067508,0.03807356478211856,0.04668164765600247,0.013851771129915466,0.008198579461594637,0.0005915701292951416,0.021995634375086236,0.7077076655852383
4.9,0.0266729241875457,0.03730914367567558,0.04644234596027361,0.013784990252841713,0.007821592594512589,0.0005907278108070993,0.02132949277431714,0.6955941309256287
4.95,0.02662741772510814,0.036554274204853764,0.04620017731973152,0.013711184850048554,0.007469628466481606,0.0005896167126029995,0.020683520288297154,0.6838190245854772
5.0,0.02658155707346927,0.03580905101239792,0.04595520844794607,0.013630400966452282,0.0071413752161096486,0.00058821626554257,0.020057138122607458,0.672369333846133
5.050000000000001,0.0265353451847195,0.035073560038506424,0.04570750729196734,0.013542725063424,0.006835570191929788,0.0005865107757965437,0.01944978103314853,0.6612325573597609
5.1000000000000005,0.026488785024920625,0.034347878694611166,0.045457142948457194,0.01344827938645298,0.006550999357727755,0.0005844888952521114,0.018860897260790765,0.650396690447491
5.15,0.026441879573701706,0.03363207604157632,0.04520418558032112,0.013347217654904979,0.006286496581204583,0.0005821431367724677,0.018289948441984963,0.6398502102029148
5.2,0.026394631823855454,0.03292621297189146,0.04494870633395828,0.013239721060278887,0.00604094282139857,0.0005794694310215752,0.01773640949798483,0.6295820604860841
5.25,0.02634704478093531,0.03223034239544248,0.044690777257242464,0.013125994559160666,0.005813265229030333,0.0005764667217699541,0.01719976850509224,0.619581636883176
5.300000000000001,0.026299121462853237,0.03154450942845367,0.04443047121834135,0.013006263446992834,0.005602436172744588,0.0005731365967943434,0.016679526548118776,0.6098387716978916
5.3500000000000005,0.026250864899478355,0.03086875158520409,0.04416786182547631,0.01288077019880335,0.005407472203101556,0.000569482951672737,0.016175197559061057,0.6003437190323949
5.4,0.026202278132236502,0.030203098972131973,0.043903023347719415,0.012749771563154138,0.00522743296511848,0.0005655116839561373,0.015686308142810013,0.591087140008085
5.45,0.02615336421371081,0.029547574483952344,0.04363603063691929,0.012613535895762881,0.005061420069176572,0.000561230415369118,0.015212397391554259,0.582060088169708
5.5,0.026104126207243394,0.02890219400142429,0.04336695905084177,0.012472340719509365,0.004908575929188195,0.0005566482398528893,0.014753016689391999,0.5732539951101597
5.550000000000001,0.02605456718653821,0.028266966590416515,0.04309588437760636,0.012326470497848744,0.004768082576061542,0.000551775495417052,0.01430772950853409,0.5646606563477894
5.6000000000000005,0.026004690235265204,0.027641894701932075,0.04282288276149382,0.012176214609008492,0.004639160453702858,0.0005466235579097889,0.013876111198360592,0.556272217483017
5.65,0.025954498446665808,0.027026974372765602,0.04254803063019535,0.012021865508734937,0.004521067204056584,0.0005412046549510793,0.013457748768483505,0.5480811606565814
5.7,0.02590399492315986,0.02642219542647935,0.04227140462356832,0.01186371706977138,0.004413096446999359,0.0005355316983999695,0.013052240666868439,0.5400802913277116
5.75,0.025853182775954046,0.025827541674397048,0.04199308152395856,0.011702063086686077,0.004314576560271341,0.0005296181338452767,0.012659196553976071,0.5322627253869051
5.800000000000001,0.025802065124651916,0.025242991116327565,0.041713138188144004,0.011537195935118982,0.004224869464045457,0.0005234778057197429,0.012278237073800323,0.5246218766147764
5.8500000000000005,0.02575064509686555,0.02466851614074365,0.04143165148094978,0.011369405374975985,0.004143369414198809,0.0005171248367409475,0.011908993622602976,0.5171514444955736
5.9,0.02569892582782897,0.024104083724153607,0.041148698210579496,0.011198977487563804,0.0040695018078580536,0.0005105735204786149,0.011551108116073228,0.5098454023914075
5.95,0.02564691046001332,0.023549655629417257,0.04086435506570321,0.011026193737124268,0.004002722004339297,0.000503838225937719,0.011204232755575477,0.5026979860809948
6.0,0.025594602142743943,0.023005188602770094,0.04057869855433754,0.010851330147689743,0.003942514164190325,0.0004969333131303412,0.010868029794087944,0.4957036826647149
6.050000000000001,0.025542004031819332,0.022470634569332452,0.04029180494454888,0.010674656586639485,0.0038883901086662846,0.0004898730586869872,0.010542171302379104,0.4888572198360385
