event_number,record_index,volume,pdg,pro,E0_keV,Eprime_k_keV,Et_keV,theta_deg,q_gamma_keV_c,Q_keV_c,Q_signed_au,Q_absolute_au
316,4,3,22,2013,662.0,349.88417029131267,312.11582970868733,82.99652440706467,710.0559677671847,-130.4102125793539,-34.98709886820069,34.98709886820069
338,3,3,22,2013,662.0,438.8485014592482,223.1514985407518,52.59153427638092,527.1213677506962,-47.23400328391513,-12.672172755102814,12.672172755102814
342,3,3,22,2013,662.0,185.3230249566423,476.6769750433577,170.21082939905895,845.2122620235651,-134.4158796493804,-36.06175910408394,36.06175910408394
344,3,3,22,2013,662.0,456.56369068057035,205.43630931942965,49.25651694094592,502.1548938924037,-42.02252118713499,-11.274010481124808,11.274010481124808
346,3,3,22,2013,662.0,652.5291403192521,9.470859680747935,8.584592202395537,98.83772119157022,-0.4536554239467248,-0.12170892797265769,0.12170892797265769
346,4,3,22,2013,662.0,588.8428474208725,73.15715257912746,32.30788260399441,355.03166909269623,-72.22014342259764,-19.37557840161122,19.37557840161122
347,3,3,22,2013,662.0,216.21483820378293,445.78516179621704,126.26234163738268,808.8979379512353,-122.83591621543161,-32.955029059401404,32.955029059401404
347,4,3,22,2013,662.0,119.4966292792836,542.5033707207164,76.59586934697764,644.8617629521775,107.45849693762939,28.829498719644732,28.829498719644732
354,3,3,22,2013,662.0,613.2028113204204,48.79718867957956,20.1865687695838,228.58649582967354,-5.208223776555109,-1.3972881156617005,1.3972881156617005
355,3,3,22,2013,662.0,322.7030905770939,339.2969094229061,79.14021820719059,679.6198161522979,-84.69562712903236,-22.72256306816916,22.72256306816916
358,3,3,22,2013,662.0,326.2009551933555,335.7990448066445,78.14790393683526,675.2383951194776,-83.49663412666658,-22.40089127662502,22.40089127662502
377,3,3,22,2013,662.0,466.49064249421195,195.50935750578805,47.429971062162956,487.88732923989943,-39.17244860762897,-10.509378868703747,10.509378868703747
384,3,3,22,2013,662.0,451.4925438979371,210.50745610206292,50.20054029751472,509.3638682755343,-43.49830536501364,-11.669941182550113,11.669941182550113
389,3,3,22,2013,662.0,652.5273282355922,9.472671764407778,8.585426902296456,98.84726300285944,-0.4537852501243237,-0.1217437583837236,0.1217437583837236
390,3,3,22,2013,662.0,345.3276949462954,316.6723050537046,73.01322619446354,651.0912026799989,-77.00968622339664,-20.660540707788485,20.660540707788485
395,3,3,22,2013,662.0,610.1170872537327,51.882912746267266,20.87511785200367,236.04249693004917,-5.701777360635228,-1.5297011199918515,1.5297011199918515
401,3,3,22,2013,662.0,445.6302776997963,216.3697223002037,51.302130509369775,517.6342736267381,-45.220522893766905,-12.131986246040624,12.131986246040624
416,3,3,22,2013,662.0,263.3684323703464,398.6315676296536,99.69142776746337,752.5341984332431,-105.58075501744406,-28.32572880077804,28.32572880077804
416,4,3,22,2013,662.0,165.37406812052882,496.6259318794712,28.217496689488694,522.1667892789361,224.9219515466628,60.34317712351915,60.34317712351915
416,5,3,22,2013,662.0,118.77477441976924,543.2252255802307,74.12686576863028,639.7969551783909,113.97056168139562,30.576587759068197,30.576587759068197
416,6,3,22,2013,662.0,118.05201075447235,543.9479892455277,65.30198673874426,621.9905282527126,135.88842602451928,36.456821151725684,36.456821151725684
416,7,3,22,2013,662.0,81.90306854973633,580.0969314502637,98.3669416745907,678.7719855782466,97.3284536955178,26.111760457886717,26.111760457886717
420,3,3,22,2013,662.0,229.12993335203748,432.8700666479625,117.27548000712775,793.5797118483334,-118.05717065690112,-31.672963490951048,31.672963490951048
428,3,3,22,2013,662.0,446.2414472653339,215.75855273466613,51.1867417844161,516.7751190018164,-45.0401741616638,-12.083601393381892,12.083601393381892
469,3,3,22,2013,662.0,314.58624373870794,347.41375626129206,81.51506799333396,689.7480841413279,-87.49249432700248,-23.472920476850355,23.472920476850355
478,3,3,22,2013,662.0,508.02318556650107,153.97681443349893,40.00001999374556,425.52653038872756,-27.857867865458992,-7.473847009282389,7.473847009282389
520,3,3,22,2013,662.0,543.0575391454137,118.94246085458633,33.805068611712095,368.38328503471394,-19.201535838205785,-5.151483304145481,5.151483304145481
531,3,3,22,2013,662.0,216.31029979646382,445.6897002035362,126.18826233682114,808.7850214191565,-122.80045500559922,-32.94551535008483,32.94551535008483
531,4,3,22,2013,662.0,170.16325648143865,491.8367435185613,72.20710175649444,631.1530298292855,82.62893457193306,22.168100534942255,22.168100534942255
545,3,3,22,2013,662.0,594.3490423799843,67.65095762001567,24.197310198101434,271.50650687501695,-8.427983256261935,-2.2611011638904364,2.2611011638904364
546,3,3,22,2013,662.0,594.3353145085522,67.66468549144781,24.200086024757187,271.5357632539436,-8.430495671688604,-2.2617752071665898,2.2617752071665898
561,3,3,22,2013,662.0,394.35064440809913,267.64935559190087,61.56878742558558,587.5144555567014,-60.96496298570728,-16.35598275080815,16.35598275080815
566,3,3,22,2013,662.0,458.0048919964728,203.9951080035272,48.98964244382571,500.096550437653,-41.60552531667898,-11.162136760051022,11.162136760051022
568,3,3,22,2013,662.0,528.238322193315,133.76167780668504,36.4344018983412,393.1873975188344,-22.75237579091626,-6.104120264345535,6.104120264345535
575,3,3,22,2013,662.0,277.305046195377,384.694953804623,94.06168534140691,735.6273592220904,-100.58718384552543,-26.986028750898868,26.986028750898868
579,3,3,22,2013,662.0,258.06648818636734,403.93351181363266,102.01712091973178,758.9344177625435,-107.49374226040736,-28.838954509711208,28.838954509711208
582,3,3,22,2013,662.0,189.04081486570854,472.9591851342915,158.62462004192926,840.8648208595215,-133.01148662826492,-35.684981576406194,35.684981576406194
595,3,3,22,2013,662.0,267.7536793108373,394.2463206891627,97.84911205931427,747.2275701981874,-104.00399297280899,-27.902707256252107,27.902707256252107
605,3,3,22,2013,662.0,655.7942393226505,6.205760677349531,6.929422597939379,79.87981816001803,-0.24097411532163004,-0.06464973126475702,0.06464973126475702
609,3,3,22,2013,662.0,411.5803258915034,250.41967410849662,57.97100343843985,564.4806234093422,-55.546164620287875,-14.90220063966858,14.90220063966858
609,4,3,22,2013,662.0,387.75445787490423,274.24554212509577,54.0672140137998,536.025851587091,-6.571296418782517,-1.7629800070780326,1.7629800070780326
625,3,3,22,2013,662.0,453.4027797629023,208.5972202370977,49.844007108881506,506.65442328180444,-42.94085233368441,-11.520384917471363,11.520384917471363
626,3,3,22,2013,662.0,299.4114981894128,362.5885018105872,86.26028336980721,708.5443388050832,-92.77445602347757,-24.889991367522917,24.889991367522917
627,3,3,22,2013,662.0,281.08677910656854,380.91322089343146,92.63873652601673,731.0180320714898,-99.24108920366355,-26.624891801657878,26.624891801657878
646,3,3,22,2013,662.0,191.39331633534405,470.606683664656,153.89475820686945,838.1107656464947,-132.1243168952971,-35.44696727870437,35.44696727870437
651,3,3,22,2013,662.0,272.07254330760077,389.92745669239923,96.1003342392096,741.9895094813533,-102.45601150548886,-27.48740710780464,27.48740710780464
666,3,3,22,2013,662.0,638.4189357720687,23.58106422793128,13.714650480460993,157.02185460739997,-1.7705025354333275,-0.4749992046513442,0.4749992046513442
669,3,3,22,2013,662.0,416.35365324635796,245.64634675364204,57.00387652544124,558.02523110214,-54.067082276186284,-14.505385089844953,14.505385089844953
672,3,3,22,2013,662.0,248.99830313755749,413.0016968624425,106.27911121826708,769.8423445491771,-110.78209874740254,-29.721171103403073,29.721171103403073
682,3,3,22,2013,662.0,433.41591061649876,228.58408938350124,53.63706317203122,534.6616939298231,-48.86284934864587,-13.10916765895773,13.10916765895773
689,3,3,22,2013,662.0,301.6383882132032,360.3616117867968,85.53650945389434,705.7969062750068,-91.99509413170041,-24.68090029235023,24.68090029235023
699,3,3,22,2013,662.0,498.1514339245953,163.84856607540468,41.74535341388843,440.79386332406625,-30.45187064611558,-8.169778945563795,8.169778945563795
699,4,3,22,2013,662.0,370.1972908023288,291.8027091976712,89.36499984631998,754.8893872600297,-179.91749704134818,-48.26915877676765,48.26915877676765
703,3,3,22,2013,662.0,387.739095285253,274.260904714747,62.99887599119951,596.2491849760894,-63.07635118125637,-16.92243645167822,16.92243645167822
704,3,3,22,2013,662.0,268.22729064799245,393.77270935200755,97.65425625316492,746.653733107701,-103.83400050820357,-27.857100834420844,27.857100834420844
707,3,3,22,2013,662.0,420.887247468338,241.112752531662,56.09604629787564,551.8623622742833,-52.67149726248222,-14.130970618096953,14.130970618096953
728,3,3,22,2013,662.0,647.389362336889,14.610637663110992,10.710331860660752,123.06709785085519,-0.8671646827619123,-0.23264724357642963,0.23264724357642963
735,3,3,22,2013,662.0,616.5103146609857,45.48968533901427,19.430682980231563,220.36258920515803,-4.6950172263636984,-1.2596025160739441,1.2596025160739441
739,3,3,22,2013,662.0,594.0188092945266,67.98119070547341,24.2640372832806,272.2096085587944,-8.488484508694514,-2.277332740073326,2.277332740073326
749,3,3,22,2013,662.0,575.9961546978486,86.00384530215138,27.779858897814645,308.69467733858403,-11.980242066598947,-3.214118782254277,3.214118782254277
754,3,3,22,2013,662.0,449.6053693609512,212.39463063904878,50.55391547244304,512.0335229426985,-44.050842457293,-11.818178575109863,11.818178575109863
756,3,3,22,2013,662.0,419.35855108659587,242.64144891340413,56.401028231154726,553.9439543509221,-53.14106536411511,-14.256948678190875,14.256948678190875
778,3,3,22,2013,662.0,192.8600600696225,469.1399399303775,151.36402289451732,836.3924193353589,-131.57176907922303,-35.29872700911177,35.29872700911177
791,3,3,22,2013,662.0,574.174343366237,87.82565663376295,28.12393966895385,312.2034201973546,-12.352770668470704,-3.3140626038854917,3.3140626038854917
803,3,3,22,2013,662.0,200.5148694232828,461.4851305767172,140.9441652381812,827.4088005062735,-128.69546442793157,-34.527057726320244,34.527057726320244
803,4,3,22,2013,662.0,193.32911611165042,468.6708838883496,166.0532861091984,850.906601205404,-143.99958837661137,-38.63292403152116,38.63292403152116
808,3,3,22,2013,662.0,642.1288161026016,19.871183897398396,12.548381913825006,143.8859637818938,-1.3719914713215895,-0.3680846791369781,0.3680846791369781
825,3,3,22,2013,662.0,518.205774272034,143.79422572796602,38.20443548473716,409.43151390101184,-25.250213014003748,-6.774252427711622,6.774252427711622
834,3,3,22,2013,662.0,585.956648324654,76.043351675346,25.86487766073338,288.9614697009227,-10.005530435421885,-2.6843333482021916,2.6843333482021916
834,4,3,22,2013,662.0,275.1025700601373,386.8974299398627,115.0208932823636,817.2995120084022,-166.7499582012662,-44.73650612528537,44.73650612528537
838,3,3,22,2013,662.0,301.6626362636428,360.3373637363572,85.52868358122022,705.7669699749144,-91.98661576187804,-24.67862567322839,24.67862567322839
847,3,3,22,2013,662.0,188.75045588123686,473.24954411876314,159.28812946435482,841.2045728679717,-133.12106623543187,-35.71438013710216,35.71438013710216
859,3,3,22,2013,662.0,335.67380208280696,326.32619791719304,75.5465298627869,663.3200210511898,-80.26900491200581,-21.534966896856723,21.534966896856723
871,3,3,22,2013,662.0,433.36054279680366,228.63945720319634,53.64778010088675,534.738280112638,-48.879521908497026,-13.113640656036418,13.113640656036418
874,3,3,22,2013,662.0,470.1028798645037,191.89712013549632,46.77163642648588,482.6416301553902,-38.1484771306605,-10.234662720372084,10.234662720372084
878,3,3,22,2013,662.0,187.4915363253108,474.5084636746892,162.4680024337022,842.6772202605191,-133.5963772705605,-35.84189893988821,35.84189893988821
891,3,3,22,2013,662.0,608.7902517998876,53.20974820011236,21.166684342587203,239.18930571157037,-5.918243915307462,-1.5877758412899843,1.5877758412899843
893,3,3,22,2013,662.0,402.03026764598565,259.96973235401435,59.94336389662202,577.2978100356904,-58.53451531543416,-15.703930191028057,15.703930191028057
894,3,3,22,2013,662.0,467.88844830297984,194.11155169702016,47.174847351189804,485.860964858669,-38.775363801867144,-10.402846986855954,10.402846986855954
912,3,3,22,2013,662.0,605.6252815986579,56.37471840134208,21.852151297461802,246.5622602591811,-6.444591265921876,-1.7289869200140247,1.7289869200140247
919,3,3,22,2013,662.0,428.19494481393275,233.80505518606725,54.6533064776914,541.8607390609696,-50.441275954289736,-13.532635780169914,13.532635780169914
919,4,3,22,2013,662.0,198.47017861923072,463.52982138076925,62.968057842089834,598.5037741442197,96.50792089945475,25.891623848240517,25.891623848240517
935,3,3,22,2013,662.0,312.1742365700964,349.8257634299036,82.24145026383788,692.747596433587,-88.32748231042228,-23.696935195880826,23.696935195880826
952,3,3,22,2013,662.0,206.96569120898567,455.0343087910143,134.1949019680213,819.8172319404732,-126.28133572652041,-33.8793833004739,33.8793833004739
955,3,3,22,2013,662.0,359.15414135989164,302.84585864010836,69.56666675547531,633.4219931622862,-72.39640783043883,-19.42286749149237,19.42286749149237
958,3,3,22,2013,662.0,363.2146041530246,298.7853958469754,68.59100663179271,628.196415124187,-71.0542588830461,-19.062789112740344,19.062789112740344
964,3,3,22,2013,662.0,185.98997002798248,476.0100299720175,167.30466651525072,844.4328046467034,-134.163730781927,-35.99411135487313,35.99411135487313
964,4,3,22,2013,662.0,134.7872894307417,527.2127105692583,94.64754977716395,686.2007020039873,49.50445734943464,13.281301436782575,13.281301436782575
978,3,3,22,2013,662.0,269.1705370257284,392.8294629742716,97.2684839233631,745.5104571849619,-103.49561775103291,-27.76631782942252,27.76631782942252
978,4,3,22,2013,662.0,167.79088698417368,494.20911301582635,22.62750330171195,511.21707390791,238.39072410472332,63.956646251448284,63.956646251448284
983,3,3,22,2013,662.0,574.0827746314933,87.9172253685067,28.14118921605983,312.3790184752482,-12.371584517220114,-3.3191100765739243,3.3191100765739243
985,3,3,22,2013,662.0,505.0016973921919,156.9983026078081,40.5335057126438,430.232948564627,-28.645091975946865,-7.685047399499612,7.685047399499612
997,3,3,22,2013,662.0,532.5653909923461,129.43460900765388,35.66919617714606,386.0507819540569,-21.697969055675003,-5.821238793918249,5.821238793918249
1009,3,3,22,2013,662.0,612.1112012797081,49.8887987202919,20.431891604785054,231.2469151627993,-5.381225255308715,-1.443701810738029,1.443701810738029
1009,4,3,22,2013,662.0,344.43588338084845,317.56411661915155,80.60783556095986,694.5930895156466,-113.67017265333816,-30.495997900224328,30.495997900224328
1016,3,3,22,2013,662.0,401.01688993584634,260.98311006415366,60.155759478136765,578.6504586372876,-58.85385017751472,-15.789602932224437,15.789602932224437
1020,3,3,22,2013,662.0,281.4502466247166,380.5497533752834,92.50408732545253,730.5745226498568,-99.11191856941691,-26.590237263015016,26.590237263015016
1020,4,3,22,2013,662.0,215.44661429658365,446.5533857034163,130.0628168492048,817.4697042009018,-129.59450118370796,-34.76825576778004,34.76825576778004
1023,3,3,22,2013,662.0,225.04801634386212,436.9519836561379,119.91535365059487,798.430341834704,-119.5633942386148,-32.077060626663986,32.077060626663986
1033,3,3,22,2013,662.0,304.7146557363047,357.2853442636953,84.55290985440126,701.995484444931,-90.92084007100947,-24.392694082977712,24.392694082977712
1036,3,3,22,2013,662.0,209.93879574144634,452.06120425855363,131.46297002708403,816.3117649859705,-125.17175157078663,-33.58169855791108,33.58169855791108
1047,3,3,22,2013,662.0,401.9116235302962,260.0883764697038,59.96819880419063,577.4562471166305,-58.57188048423972,-15.713954703904545,15.713954703904545
1054,3,3,22,2013,662.0,243.90100642719696,418.098993572803,108.85693111395518,775.9529807934173,-112.6394648243019,-30.219474489937138,30.219474489937138
1065,3,3,22,2013,662.0,482.35857468102677,179.64142531897323,44.55918361634097,464.6118667751779,-34.72861153580965,-9.31716421073506,9.31716421073506
1065,4,3,22,2013,662.0,277.43383597839227,384.56616402160773,38.1294970323831,475.6799304639817,175.28091128546288,47.02523254550458,47.02523254550458
1066,3,3,22,2013,662.0,193.32769016586516,468.6723098341348,150.6069421996375,835.8443712498838,-131.39569987841702,-35.25149029034255,35.25149029034255
1070,3,3,22,2013,662.0,437.3306513865161,224.66934861348392,52.88247744584508,529.2333140593171,-47.68768810117821,-12.793889568860221,12.793889568860221
1075,3,3,22,2013,662.0,216.40171786150876,445.59828213849124,126.11744766245712,808.6768835487121,-122.76649776929035,-32.9364051342472,32.9364051342472
1075,4,3,22,2013,662.0,144.45164879519817,517.5483512048019,55.289987424325375,591.7819078232125,151.0088312448201,40.513398484946556,40.513398484946556
1076,3,3,22,2013,662.0,189.76543489415042,472.2345651058496,157.05664049696165,840.016773967959,-132.738096381076,-35.61163508444967,35.61163508444967
1079,3,3,22,2013,662.0,269.2906032349204,392.7093967650796,97.21959672890165,745.3648889604466,-103.45256161461836,-27.754766515519844,27.754766515519844
1089,3,3,22,2013,662.0,206.60990013027205,455.3900998697279,134.53565963149106,820.2364490656367,-126.41424954059076,-33.91504207797186,33.91504207797186
1096,3,3,22,2013,662.0,506.2139814763903,155.7860185236097,40.319399412555356,428.3482868940264,-28.328517583078586,-7.600115250679723,7.600115250679723
1099,3,3,22,2013,662.0,428.85011068517764,233.14988931482236,54.52513857881998,540.9598409313797,-50.24251202008407,-13.479310405723073,13.479310405723073
1102,3,3,22,2013,662.0,228.76815590131608,433.23184409868395,117.50306424409118,794.0099690586895,-118.19050994928567,-31.708736417882175,31.708736417882175
1102,4,3,22,2013,662.0,198.30571797111034,463.6942820288897,120.75885913361209,782.2068184539364,-88.18125037248576,-23.65770336603345,23.65770336603345
1115,3,3,22,2013,662.0,557.4534422948562,104.54655770514375,31.214276991337545,343.1855719449116,-15.923971911985902,-4.272162192206295,4.272162192206295
1116,3,3,22,2013,662.0,640.2040063969489,21.7959936030511,13.164472875837076,150.8327659502288,-1.5746506367025703,-0.4224550855299353,0.4224550855299353
1120,3,3,22,2013,662.0,351.99265817552,310.00734182448,71.32679704532299,642.5973696753615,-74.77767627466797,-20.06172600450396,20.06172600450396
1127,3,3,22,2013,662.0,602.8656674504382,59.134332549561805,22.43919430718903,252.8478361364586,-6.914712869739794,-1.8551134764203794,1.8551134764203794
1135,3,3,22,2013,662.0,227.93347201950172,434.0665279804983,118.0327236459608,795.0023874455238,-118.49826329038798,-31.79130201116816,31.79130201116816
1143,3,3,22,2013,662.0,614.9020000991545,47.09799990084548,19.800685390327846,224.39312560701242,-4.942484122497238,-1.3259941627892078,1.3259941627892078
1145,3,3,22,2013,662.0,446.5188367514096,215.4811632485904,51.13441337691872,516.3849444029997,-44.95838082548094,-12.061657471328637,12.061657471328637
1158,3,3,22,2013,662.0,271.9278920846013,390.0721079153987,96.15790684616069,742.1651388376474,-102.507778292219,-27.501295358192348,27.501295358192348
1168,3,3,22,2013,662.0,217.28400836927224,444.7159916307278,125.44027762177063,807.6330151608734,-122.43886766556052,-32.84850690446386,32.84850690446386
1171,3,3,22,2013,662.0,285.240778299763,376.759221700237,91.12097522350653,725.9439471327709,-97.76697661142138,-26.229409561520797,26.229409561520797
1174,3,3,22,2013,662.0,502.1617714277724,159.8382285722276,41.035452909410864,434.6292448358554,-29.390464596345687,-7.8850196643072845,7.8850196643072845
1177,3,3,22,2013,662.0,578.0566142939612,83.94338570603884,27.388578674045192,304.69074353971394,-11.563050661389065,-3.102192602146565,3.102192602146565
1186,3,3,22,2013,662.0,234.78118311272425,427.21881688727575,113.86533534017939,786.8498058869549,-115.97828759696253,-31.11523042913857,31.11523042913857
1190,3,3,22,2013,662.0,646.2598236987155,15.740176301284464,11.127628088955413,127.80523861064489,-0.9691263014884036,-0.26000201253652794,0.26000201253652794
1195,3,3,22,2013,662.0,322.71555789742604,339.28444210257396,79.13664923248173,679.6042177926807,-84.69134681554256,-22.721414724429106,22.721414724429106
1196,3,3,22,2013,662.0,614.4640984057048,47.53590159429518,19.9006136116924,225.48004288957952,-5.010550563943888,-1.3442553654158922,1.3442553654158922
1212,3,3,22,2013,662.0,371.41729226933114,290.58270773066886,66.66580334695561,617.5865962458447,-68.3610015786127,-18.34022868036334,18.34022868036334
1214,3,3,22,2013,662.0,203.31834397653273,458.68165602346727,137.85021269743257,824.1119548352661,-127.64519457097013,-34.24528611812322,34.24528611812322
1223,3,3,22,2013,662.0,239.0108539323055,422.9891460676945,111.4735692394194,781.8016390721643,-114.42729628136776,-30.699122783662453,30.699122783662453
1229,3,3,22,2013,662.0,315.24804175206174,346.75195824793826,81.31747651063367,688.9242817312391,-87.26370068374004,-23.411538583063717,23.411538583063717
1240,3,3,22,2013,662.0,439.3300890566805,222.6699109433195,52.499408434644046,526.4504276787819,-47.09028733979142,-12.633615928558779,12.633615928558779
1240,4,3,22,2013,662.0,371.33028283003443,290.66971716996557,90.54401332887191,762.1011456847957,-186.15226267073834,-49.94185263395155,49.94185263395155
