event_number,record_index,vlm,pdg,Eprime_k_keV,Et_662_minus_k_keV,theta_energy_deg,theta_direction_deg,delta_theta_deg,px,py,pz
7958,7,4,22,617.5133728650976,44.48662713490239,19.197471941692555,19.197451273158276,-2.066853427962201e-05,0.3234579897866196,-0.9443909985001834,0.05916562173277365
8164,6,4,22,546.7260539488618,115.27394605113818,33.14927406116336,33.14923768586118,-3.637530218014717e-05,0.47523136862130777,-0.837249109314799,-0.2704978285123457
8189,7,4,22,619.4841232306969,42.51587676930308,18.733363036973454,18.733342877239235,-2.015973421976014e-05,0.26567003406688694,-0.9470235388842176,-0.18046010583536695
8192,7,4,22,539.7541390997022,122.24586090029777,34.39366254365034,34.3936247188527,-3.7824797644248065e-05,0.45926833480870677,-0.8251763568492299,0.3288716721444247
8256,7,4,22,606.8972141949838,55.1027858050162,21.578336672851513,21.57831338282647,-2.329002504453115e-05,0.36741312293274914,-0.9299157554839008,-0.01625683854906874
8866,7,4,22,534.712197804983,127.28780219501698,35.28894760633399,35.28890873266408,-3.8873669907957265e-05,0.48611728166295975,-0.8162494359660071,0.31213273899703287
9241,7,4,22,610.3957835054329,51.60421649456714,20.813565029619838,20.813542583811035,-2.244580880272906e-05,0.3450017510041268,-0.9347417162515357,-0.08503949496098935
9293,7,4,22,525.1153974862182,136.88460251378183,36.985871542399074,36.98583066621745,-4.087618162174067e-05,0.5348452142629253,-0.7987843153986719,0.2754708954737699
9325,6,4,22,317.0709321996442,344.9290678003558,80.77705085471729,44.5838356037394,-36.193215250977886,-0.35112120975775146,-0.7122241104312212,0.6078245738522823
9325,7,4,22,317.0709321996442,344.9290678003558,80.77705085471729,44.5838356037394,-36.193215250977886,-0.35112120975775146,-0.7122241104312212,0.6078245738522823
9346,7,4,22,584.1410581675275,77.85894183247251,26.218649004449322,26.218620542902364,-2.846154695745895e-05,0.4289059305195227,-0.8971148374024576,0.10594654915354534
9388,7,4,22,517.6943709941617,144.30562900583834,38.29463059067377,38.294588156491834,-4.243418193539128e-05,0.6052207279090693,-0.7848349079432556,-0.13319924092470567
9814,7,4,22,624.3072232897653,37.69277671023474,17.561039648252102,17.561020770744896,-1.8877507205417032e-05,0.29511317289121913,-0.9533961542360605,-0.06280118051412237
9863,7,4,22,527.5904238134726,134.40957618652737,36.548893613095984,36.54885325444352,-4.0358652462657574e-05,0.5418945314779343,-0.8033493927391824,0.2469414301811199
9922,7,4,22,318.04573312663626,343.95426687336374,80.49020872600725,32.41172312758528,-48.07848559842197,-0.001436228388466021,-0.8442182738224606,-0.535997615099397
9922,8,4,22,198.39214276392437,463.60785723607563,143.49486243675025,96.87181295400484,-46.623049482745415,-0.9624481798360406,0.11964843063206608,-0.24367551000783017
9922,9,4,22,198.39214276392437,463.60785723607563,143.49486243675025,96.87181295400484,-46.623049482745415,-0.9624481798360406,0.11964843063206608,-0.24367551000783017
9922,16,4,22,39.61463420034713,622.3853657996528,,77.95189681079212,,-0.8621252175566763,-0.20873283010024288,-0.46170414216378497
10103,7,4,22,574.6237532544939,87.37624674550614,28.039249853924854,28.03921933755936,-3.0516365495003583e-05,0.36610925694742386,-0.8826260296622562,-0.29484793324703357
10146,7,4,22,512.0835130656242,149.91648693437583,39.28380438177085,39.28376076183431,-4.3619936541006155e-05,0.6178523647239024,-0.7740196966263987,-0.13839062337983649
10277,7,4,22,628.621856387988,33.37814361201197,16.46076607748961,16.46074839971896,-1.7677770649981994e-05,0.2728143644117543,-0.959014080152212,0.07657882631914062
10433,7,4,22,509.6854039460298,152.3145960539702,39.70676827027702,39.70672414109733,-4.41291796846599e-05,0.5669670262714533,-0.769324584978595,-0.2944283852966928
10464,7,4,22,574.0869874309295,87.91301256907047,28.14042634016179,28.1403957091349,-3.063102688827257e-05,0.37886112942228484,-0.881794565466884,-0.2808960464761652
10622,7,4,22,509.1286392034796,152.87136079652038,39.804995718793265,39.8049514711552,-4.4247638065542105e-05,0.618038105363521,-0.7682282027808602,0.1668961616417789
10896,6,4,22,525.830470797422,136.16952920257802,36.85965721620399,36.859616489637546,-4.072656644638073e-05,0.5757564769621244,-0.8001076511359619,-0.1683217924983471
10911,6,4,22,496.0325045595458,165.96749544045417,42.1210998091526,14.413949133161971,-27.707150675990626,0.24880371654514233,-0.9685225868068024,-0.00779162873760475
10911,7,4,22,496.0325045595458,165.96749544045417,42.1210998091526,14.413949133161971,-27.707150675990626,0.24880371654514233,-0.9685225868068024,-0.00779162873760475
11032,6,4,22,511.2778317383796,150.72216826162042,39.42588565138188,39.425841860531705,-4.3790850178027085e-05,0.5744429715538976,-0.7724472152312334,0.27081464530900234
11161,7,4,22,578.660568199019,83.33943180098095,27.273471000436185,27.273441350289406,-2.9650146778692488e-05,0.45633720930231214,-0.8888297377066576,-0.04168991214301011
11221,7,4,22,301.95271858054645,360.04728141945355,85.4352655304239,81.79523465794152,-3.6400308724823844,0.12466579257279806,-0.1427112538008424,-0.9818818351516582
11221,8,4,22,301.95271858054645,360.04728141945355,85.4352655304239,81.79523465794152,-3.6400308724823844,0.12466579257279806,-0.1427112538008424,-0.9818818351516582
11390,7,4,22,577.2116625607468,84.78833743925316,27.54934569953577,27.549315737658354,-2.9961877416440075e-05,0.46177428452208197,-0.8866130674720597,-0.02611089316557714
11414,7,4,22,502.4821573152934,159.51784268470658,40.9788424786977,25.918811331158313,-15.060031147539387,0.20476407182448586,-0.8994143198573792,0.3861677823502949
11414,8,4,22,502.4821573152934,159.51784268470658,40.9788424786977,25.918811331158313,-15.060031147539387,0.20476407182448586,-0.8994143198573792,0.3861677823502949
11775,7,4,22,241.2705557723864,420.7294442276136,110.24596169560859,110.00224715036464,-0.24371454524394665,0.30613039584015617,0.3420569979694331,0.8884149879886587
11818,7,4,22,577.4472953439035,84.55270465609647,27.50456055562421,27.50453064437765,-2.9911246560487825e-05,0.3837898108487139,-0.8869743177897599,-0.2568695012454737
12077,7,4,22,590.8937610527004,71.10623894729963,24.8907933424498,22.46655785991296,-2.42423548253684,0.3351758078527686,-0.9241027380522455,-0.18355192005148527
12077,8,4,22,590.8937610527004,71.10623894729963,24.8907933424498,22.46655785991296,-2.42423548253684,0.3351758078527686,-0.9241027380522455,-0.18355192005148527
12253,7,4,22,629.9259996938252,32.07400030617475,16.11698013577341,16.116962832173055,-1.730360035523404e-05,0.27146834315395607,-0.9606970110329816,0.0580188905231853
12285,7,4,22,524.3208709585087,137.67912904149125,37.126080138341614,40.770631805183655,3.644551666842041,0.6207619473003315,-0.7573298811010126,0.20274628473889816
12285,8,4,22,524.3208709585087,137.67912904149125,37.126080138341614,40.770631805183655,3.644551666842041,0.6207619473003315,-0.7573298811010126,0.20274628473889816
12295,8,4,22,175.64001994158505,486.359980058415,,130.09761444609344,,0.24773728170001028,0.6440917811114554,0.7237209522741226
12295,9,4,22,175.64001994158505,486.359980058415,,130.09761444609344,,0.24773728170001028,0.6440917811114554,0.7237209522741226
12463,6,4,22,511.6587830297967,150.34121697020328,39.358702967152794,39.3586592571375,-4.371001529790419e-05,0.6320924722779174,-0.7731913507380426,0.051324863696570515
12472,7,4,22,546.2879421289217,115.71205787107829,33.22773185326824,33.227695386856816,-3.646641142296403e-05,0.4293107431569979,-0.8364995369633953,0.34053019024751896
12827,7,4,22,594.6839161175249,67.31608388247514,24.129570453214196,24.12954433090841,-2.6122305786913103e-05,0.40286418168011395,-0.9126235019781619,-0.06941753925578235
12849,7,4,22,542.2059296976754,119.7940703023246,33.957003740572524,33.95696642549698,-3.731507554505242e-05,0.46985734550829283,-0.8294573359219941,0.3020506625668763
12922,7,4,22,502.66980071373257,159.33019928626743,40.94566374317355,55.253509315429156,14.307845572255609,0.7029572848797495,-0.5699464363845368,-0.4254551859914951
12922,8,4,22,502.66980071373257,159.33019928626743,40.94566374317355,55.253509315429156,14.307845572255609,0.7029572848797495,-0.5699464363845368,-0.4254551859914951
13194,7,4,22,330.351505233937,331.648494766063,76.99323399013628,98.18382752138251,21.190593531246236,0.775331360195249,0.14234955081907902,0.6153030857060541
13194,8,4,22,330.351505233937,331.648494766063,76.99323399013628,98.18382752138251,21.190593531246236,0.775331360195249,0.14234955081907902,0.6153030857060541
13516,10,4,22,212.59619103043505,449.4038089695649,129.17673092784523,113.93693518844522,-15.239795739400009,0.7735697758393582,0.40573086782074397,-0.48679797124194235
13973,7,4,22,556.7714399158207,105.22856008417932,31.338230271117805,31.338195988793704,-3.4282324101297945e-05,0.4922456014920295,-0.8541123050745998,0.16788817150682142
13986,7,4,22,510.84868109479794,151.15131890520206,39.50157369727057,52.3316692906415,12.830095593370928,0.789025568045183,-0.611089611124637,0.0633098740048974
13986,8,4,22,510.84868109479794,151.15131890520206,39.50157369727057,52.3316692906415,12.830095593370928,0.789025568045183,-0.611089611124637,0.0633098740048974
14004,6,4,22,478.6502015187988,183.34979848120122,45.22553917505089,48.57655530474262,3.351016129691729,0.7296983923901113,-0.6616187457435467,0.17262934693737156
14004,7,4,22,478.6502015187988,183.34979848120122,45.22553917505089,48.57655530474262,3.351016129691729,0.7296983923901113,-0.6616187457435467,0.17262934693737156
14046,7,4,22,262.18535136733806,399.81464863266194,100.20086146149903,85.19112036209285,-15.009741099406185,0.08978327447021131,-0.08383227771177697,0.9924268803489062
14046,8,4,22,176.03255535368183,485.9674446463182,,54.44153301921707,,0.8099726789667384,-0.5815334103365044,-0.07591542656034966
14046,9,4,22,155.01001991368975,506.98998008631025,,94.40693295192678,,0.7412263303734241,0.07683967377753614,-0.6668427038626945
14046,10,4,22,155.01001991368975,506.98998008631025,,94.40693295192678,,0.7412263303734241,0.07683967377753614,-0.6668427038626945
14079,7,4,22,608.8949632237577,53.10503677624229,21.14379084412852,21.1437680340484,-2.2810080121615783e-05,0.35592190003697083,-0.9326782624153417,-0.05857354259366155
14086,7,4,22,199.49967927841456,462.50032072158547,142.13921197206696,152.95298475868,10.813772786613043,0.09412496931388475,0.8906336929273941,0.44487314503594455
14086,8,4,22,199.49967927841456,462.50032072158547,142.13921197206696,152.95298475868,10.813772786613043,0.09412496931388475,0.8906336929273941,0.44487314503594455
14111,8,4,22,533.5014499104337,128.49855008956627,35.50347995446781,46.06883988290829,10.565359928440486,0.7186132333276807,-0.6937935950130542,0.047386373623633
14320,7,4,22,610.0331220547941,51.96687794520585,20.893668708252275,20.893646174116963,-2.2534135311502723e-05,0.3287125209106796,-0.9342440291019203,-0.13833355588560703
14459,7,4,22,533.1300186295617,128.86998137043827,35.56926285376718,35.56922365062715,-3.920314002670011e-05,0.5814263217166243,-0.813413330285484,-0.017383513136147225
14501,6,4,22,518.0084899080709,143.99151009192906,38.23925633590786,38.23921396789316,-4.2368014703697554e-05,0.5893463241419404,-0.7854334624986539,0.1891168586027134
14552,7,4,22,471.17750901780727,190.82249098219273,46.57642874066216,46.57637613589394,-5.2604768221442555e-05,0.7255754145564058,-0.6873870294544357,0.03223956465442112
14669,7,4,22,320.8997385249793,341.1002614750207,79.659033900428,27.51142618141734,-52.14760771901066,-0.32087671722239497,-0.8869187315604041,-0.33228496197069
14669,8,4,22,320.8997385249793,341.1002614750207,79.659033900428,27.51142618141734,-52.14760771901066,-0.32087671722239497,-0.8869187315604041,-0.33228496197069
14685,7,4,22,628.304629111947,33.69537088805305,16.543552154898194,16.54353438697647,-1.7767921722366964e-05,0.27334014847649607,-0.9586036580320428,-0.079775873786712
14731,7,4,22,593.507610503398,68.49238949660196,24.367163850221345,24.367137462819134,-2.6387402211724975e-05,0.41138764726016813,-0.910920450958802,0.031370937294832354
14832,8,4,22,90.4433363992786,571.5566636007214,,95.56395562991355,,-0.9532732434008118,0.09695678996498025,0.28612847515719825
14832,9,4,22,90.4433363992786,571.5566636007214,,95.56395562991355,,-0.9532732434008118,0.09695678996498025,0.28612847515719825
14905,6,4,22,515.5072871048734,146.4927128951266,38.680172907698804,38.68013001221085,-4.289548795100018e-05,0.5939566127455279,-0.7806471924992994,-0.19443637267450958
15090,7,4,22,445.06996229271596,216.93003770728404,51.40809127847456,32.22031188614184,-19.187779392332715,0.529551298648305,-0.8460042033675454,0.06206697982291766
15090,8,4,22,445.06996229271596,216.93003770728404,51.40809127847456,32.22031188614184,-19.187779392332715,0.529551298648305,-0.8460042033675454,0.06206697982291766
15431,7,4,22,421.2811359915942,240.71886400840577,56.01771174183916,23.306727680620583,-32.710984061218575,0.06296486766421677,-0.9183999299883956,0.3906110521187769
