event_number,record_index,vlm,pdg,Eprime_k_keV,Et_662_minus_k_keV,theta_energy_deg,theta_direction_deg,delta_theta_deg,px,py,pz
49112,8,4,22,546.1583762079144,115.84162379208556,33.25092739998032,19.14999323582452,-14.100934164155799,0.06564387383635983,-0.944663039626229,0.32140725472815607
49131,7,4,22,637.3912480779557,24.60875192204435,14.023142473172337,14.023127441865839,-1.503130649815887e-05,0.23845388655159055,-0.9701979954567691,-0.043076601538518264
49237,7,4,22,341.39582761367086,320.60417238632914,74.03160582375496,76.47111958965012,2.439513765895157,0.6138186488900655,-0.23393546525923103,-0.7539899630424277
49237,8,4,22,273.32318629337334,388.67681370662666,95.60549094106491,38.98115553220539,-56.62433540885952,-0.045159428198525364,-0.7773529016432997,-0.6274417043451327
49237,9,4,22,273.32318629337334,388.67681370662666,95.60549094106491,38.98115553220539,-56.62433540885952,-0.045159428198525364,-0.7773529016432997,-0.6274417043451327
49368,7,4,22,390.2286856695604,271.7713143304396,62.456962190049445,51.991244807131544,-10.465717382917902,0.7808142854611146,-0.6157818816510344,0.10555437390350146
49377,7,4,22,619.9353398842137,42.064660115786296,18.625957473884046,18.625937431800523,-2.0042083523463816e-05,0.31630681134654853,-0.9476239220677133,-0.04425950090978796
49405,7,4,22,611.5309375673298,50.46906243267017,20.561530474015996,20.561508305966296,-2.216804969989994e-05,0.2920279736594178,-0.9362956940983197,0.19511544227282507
49488,7,4,22,631.5349362976518,30.465063702348175,15.684777635379174,15.684760801730073,-1.6833649100433945e-05,0.24066865811394694,-0.9627636851072583,0.12314497001633497
49604,7,4,22,556.0971100307282,105.90288996927177,31.46062136396053,31.460586940788684,-3.442317184720878e-05,0.458370113686067,-0.8529993829062071,0.24957742614477765
49663,6,4,22,436.6908782221802,225.30912177781983,53.00543973821123,45.57221743983311,-7.433222298378119,0.6097444048396059,-0.7000097040113155,-0.37175015138770995
49663,7,4,22,436.6908782221802,225.30912177781983,53.00543973821123,45.57221743983311,-7.433222298378119,0.6097444048396059,-0.7000097040113155,-0.37175015138770995
49838,7,4,22,413.34842299766257,248.65157700233743,57.61144464128464,68.36526589549823,10.753821254213584,0.838296003143375,-0.36868813827829294,-0.4016576500039914
49838,8,4,22,329.4184318910159,332.5815681089841,77.25074696805844,26.13146887717441,-51.11927809088402,0.24788342525157314,-0.8977858101053151,-0.3640528075143642
49838,9,4,22,329.4184318910159,332.5815681089841,77.25074696805844,26.13146887717441,-51.11927809088402,0.24788342525157314,-0.8977858101053151,-0.3640528075143642
49847,7,4,22,347.18668710095085,314.81331289904915,72.53803062983286,67.07480331344578,-5.463227316387076,-0.18564092917149372,-0.38952901772988413,-0.9021111848119032
49847,8,4,22,347.18668710095085,314.81331289904915,72.53803062983286,67.07480331344578,-5.463227316387076,-0.18564092917149372,-0.38952901772988413,-0.9021111848119032
49952,7,4,22,538.5987894152989,123.40121058470106,34.59911326655063,34.59907520151028,-3.806504034997715e-05,0.535658742394864,-0.8231455338673651,-0.18841746673321758
50094,8,4,22,411.0413270630526,250.95867293694738,58.0810343782684,58.4715998848531,0.3905655065847,0.8523601111198689,-0.5229211333657074,0.005977395021979644
50094,9,4,22,411.0413270630526,250.95867293694738,58.0810343782684,58.4715998848531,0.3905655065847,0.8523601111198689,-0.5229211333657074,0.005977395021979644
50144,7,4,22,623.5371708616677,38.46282913833227,17.751988342975633,17.75196925690202,-1.9086073614005272e-05,0.2650690282643551,-0.9523853208896823,0.1506672187599124
50166,7,4,22,564.715677766332,97.28432223366804,29.885464216526923,29.885431599711833,-3.2616815090591444e-05,0.48544348278533406,-0.8670234696698489,0.11231619679681887
50281,7,4,22,613.2271691222222,48.77283087777778,20.18109391632779,20.181072167126175,-2.1749201614795766e-05,0.3449101422063271,-0.9386070418444376,0.007335857362673575
50490,7,4,22,492.26805404880974,169.73194595119026,42.78978441265404,42.7897365292558,-4.788339824557397e-05,0.6413674266752333,-0.7338515619731965,0.22385198008838136
50565,7,4,22,420.48676539921695,241.51323460078305,56.1758999964965,40.39133387386463,-15.784566122631865,0.12529559866244855,-0.7616363285382478,-0.6357759951481312
50565,8,4,22,420.48676539921695,241.51323460078305,56.1758999964965,40.39133387386463,-15.784566122631865,0.12529559866244855,-0.7616363285382478,-0.6357759951481312
50683,7,4,22,558.1669995415295,103.83300045847045,31.08450921878561,31.084475228175574,-3.3990610035061763e-05,0.5125465973726909,-0.8564070122017662,-0.06215315738818611
50725,7,4,22,519.9293142238982,142.07068577610175,37.900622019403,37.90058005554495,-4.196385805244063e-05,0.556994760683009,-0.7890778658451519,-0.25906168802997076
50758,7,4,22,503.0834230628578,158.91657693714222,40.872537085612876,40.872491545767645,-4.553984523170129e-05,0.6417883900206893,-0.7561677316809877,-0.12774202127366416
50951,7,4,22,348.54486726786706,313.45513273213294,72.19321830849083,95.64013907913066,23.446920770639835,0.9942457269864637,0.09828009135732907,-0.042619925058044
50951,8,4,22,348.54486726786706,313.45513273213294,72.19321830849083,95.64013907913066,23.446920770639835,0.9942457269864637,0.09828009135732907,-0.042619925058044
51015,7,4,22,440.24712990905005,221.75287009094995,52.324285846041164,52.32422580853788,-6.003750328176238e-05,0.7909280949403038,-0.6111924403008739,0.029606579558682258
51194,7,4,22,590.562261485226,71.43773851477397,24.956793362564806,24.95676631624815,-2.704631665650936e-05,0.3857987926176403,-0.9066264241077918,-0.1708444284262421
51344,7,4,22,534.7851593395142,127.21484066048583,35.27601444139914,35.27597558291789,-3.88584812540671e-05,0.4934189353157882,-0.8163798170223008,0.3001028967378835
51675,7,4,22,637.9957771877507,24.00422281224928,13.842378808814557,13.842363973177632,-1.4835636925170093e-05,0.23571331987763322,-0.9709576450188714,0.04099368746126461
51708,7,4,22,324.8564771205505,337.1435228794495,78.52730135101999,74.63896018050399,-3.888341170516,-0.10845432035511587,-0.26490048724685644,0.9581572899334889
51708,8,4,22,324.8564771205505,337.1435228794495,78.52730135101999,74.63896018050399,-3.888341170516,-0.10845432035511587,-0.26490048724685644,0.9581572899334889
51898,6,4,22,512.4427372426787,149.55726275732127,39.22046093364681,39.22041738985914,-4.354378766890932e-05,0.6314545478141793,-0.7747192154351376,-0.03279163430442711
52248,6,4,22,482.19786874510953,179.80213125489047,44.58805747720253,44.5880073676057,-5.0109596834602144e-05,0.7014415782935783,-0.7121729986950041,0.0280950559846301
52402,7,4,22,631.3483406028566,30.651659397143362,15.735380898834691,15.735364010188153,-1.6888646538149032e-05,0.26987756237735544,-0.962524543486027,0.02669465325251198
52414,7,4,22,498.5544052591099,163.4455947408901,41.67400149874692,41.67395498286867,-4.65158782461117e-05,0.6623647280391446,-0.7469404997630597,0.05790385879490834
52496,7,4,22,512.7092180525864,149.29078194741362,39.17347325485457,39.17342976753417,-4.348732040426739e-05,0.5929149855690777,-0.7752375013963746,0.21785003171063913
52527,6,4,22,540.5836002638599,121.41639973614008,34.246042151365444,34.246004499022305,-3.765234313846122e-05,0.5319301133813917,-0.8266289941204834,-0.1836705217431953
52544,8,4,22,417.22440066007294,244.77559933992706,56.8287869936119,45.85134424581965,-10.977442747792253,0.7129173755125229,-0.6965223806774785,-0.08127354371327686
52578,7,4,22,573.8204769080668,88.17952309193322,28.190607825134652,28.190577137219226,-3.06879154265971e-05,0.3801629795771408,-0.8813811558358672,0.28043424736729505
52717,7,4,22,584.9067830716888,77.09321692831122,26.069734734780663,26.06970644061902,-2.8294161644737414e-05,0.3800979010721076,-0.8982600559023926,-0.22057755454898167
52955,6,4,22,505.67758271106345,156.32241728893655,40.41416913931267,40.41412415538404,-4.4983928631836534e-05,0.5982671168486179,-0.7613785144082951,0.2497583125644869
53012,7,4,22,598.360670576996,63.63932942300403,23.37853533272507,23.378510046859425,-2.528586564309876e-05,0.39620254606581085,-0.917903519560074,-0.02183280261894669
53282,7,4,22,451.76027616897437,210.23972383102563,50.15055741858835,50.15050023267542,-5.7185912929469396e-05,0.7166352718365336,-0.6407732067145585,-0.27539713999335436
53526,7,4,22,508.5906949940946,153.40930500590542,39.89991483768534,3.3559384583878744,-36.54397637929746,-0.0011285947843578947,-0.9982851404712638,-0.05852781038174732
53526,8,4,22,194.08646286111505,467.913537138885,149.42272689094463,125.57776786232415,-23.84495902862048,0.10885509411902898,0.5818074237307317,0.8060091129609801
53526,9,4,22,194.08646286111505,467.913537138885,149.42272689094463,125.57776786232415,-23.84495902862048,0.10885509411902898,0.5818074237307317,0.8060091129609801
53584,7,4,22,559.1580488535999,102.8419511464001,30.9039691578689,30.90393537461475,-3.378325414971073e-05,0.4686818195767685,-0.8580296309932723,0.21005357491782503
53646,6,4,22,497.1319168020201,164.8680831979799,41.926109510689585,41.926062686720414,-4.682396917132792e-05,0.6591496919299773,-0.7440076857675513,-0.10942690321593022
53730,7,4,22,615.5667301069277,46.43326989307229,19.648358898172724,19.648337734665752,-2.1163506971788593e-05,0.30730509312486276,-0.9417741129696441,0.13647380657019656
54028,6,4,22,534.2013064055045,127.79869359449549,35.37949171131015,35.37945273127498,-3.898003517122106e-05,0.511047828061303,-0.8153354836696575,0.27213630133260536
54048,7,4,22,566.938656953286,95.061343046714,29.474910577788602,29.474878429584848,-3.214820375418981e-05,0.481162810915879,-0.870571517410761,0.10289597885561495
54450,8,4,22,354.15439298454345,307.84560701545655,70.79010166430629,41.62911850898189,-29.160983155324402,0.638915819204437,-0.7474605774419476,-0.1819045385373146
54517,7,4,22,563.4060790084696,98.59392099153035,30.126445083094488,30.12641219080387,-3.289229061920196e-05,0.4114061892800106,-0.8649201423893238,0.287503208175721
54601,7,4,22,461.22942658082115,200.77057341917885,48.394742529003175,48.394687609650404,-5.491935277035509e-05,0.6812071072130376,-0.663995544667207,-0.30832903487110064
54614,7,4,22,555.4275236187209,106.5724763812791,31.58202270439731,31.581988141432955,-3.456296435544459e-05,0.5149697040904035,-0.8518916155310818,0.09532512395421153
54621,7,4,22,437.25041841667735,224.74958158332265,52.89794230597276,45.565516989269256,-7.332425316703507,-0.10559407789329125,-0.7000932134923156,-0.7062006677537684
54621,8,4,22,437.25041841667735,224.74958158332265,52.89794230597276,45.565516989269256,-7.332425316703507,-0.10559407789329125,-0.7000932134923156,-0.7062006677537684
54787,6,4,22,434.8100014201554,227.1899985798446,53.367699662241435,30.79660710217198,-22.571092560069456,0.3266357570568562,-0.8589902171889374,0.3942649984282102
54787,7,4,22,187.02302904924693,474.97697095075307,163.81784188574252,123.99597781852096,-39.82186406722157,-0.7235646512766856,0.5591347033983892,0.4047500202327897
54787,8,4,22,187.02302904924693,474.97697095075307,163.81784188574252,123.99597781852096,-39.82186406722157,-0.7235646512766856,0.5591347033983892,0.4047500202327897
55064,8,4,22,451.51650699594455,210.48349300405545,50.19611782576737,29.246512418115724,-20.949605407651642,0.47656781983637736,-0.8725257477272252,-0.1076193878882826
55104,7,4,22,451.08490020407584,210.91509979592416,50.27683170058402,20.562064158610283,-29.714767541973735,0.2472304293715729,-0.936292286778548,0.24946716920618028
55104,8,4,22,451.08490020407584,210.91509979592416,50.27683170058402,20.562064158610283,-29.714767541973735,0.2472304293715729,-0.936292286778548,0.24946716920618028
55221,7,4,22,562.0716497437825,99.92835025621753,30.371354105446727,30.371320932870407,-3.317257631962889e-05,0.47439591644259926,-0.8627668533869052,-0.17487673132651144
55332,7,4,22,537.3161622319188,124.68383776808116,34.82697984776409,29.094818432327475,-5.732161415436618,0.37377183134775194,-0.8738162014048942,-0.31103032690281035
55332,8,4,22,537.3161622319188,124.68383776808116,34.82697984776409,29.094818432327475,-5.732161415436618,0.37377183134775194,-0.8738162014048942,-0.31103032690281035
55380,7,4,22,592.3186293346898,69.68137066531017,24.60607301951729,24.60604636531117,-2.665420612046887e-05,0.33058514388429594,-0.9091921742959328,0.2531463071862466
55542,7,4,22,546.581020493179,115.41897950682096,33.1752511559019,33.175214750437895,-3.6405464001632026e-05,0.5026213485828991,-0.8370011023649899,0.21633523658548898
55641,7,4,22,586.3169053056857,75.68309469431426,25.79444076937448,25.794412784389124,-2.798498535483418e-05,0.38601183789379273,-0.9003612088163476,0.20085953964056952
55734,7,4,22,606.0061806176684,55.993819382331594,21.770393535478146,21.770370033110844,-2.3502367302086213e-05,0.311521196667589,-0.9286777520584262,0.20127636934946347
55838,7,4,22,610.7297226845761,51.27027731542387,20.739628604697707,28.383055492116455,7.643426887418748,0.4706713307425303,-0.8797891942892844,-0.06662936311317665
55838,8,4,22,610.7297226845761,51.27027731542387,20.739628604697707,28.383055492116455,7.643426887418748,0.4706713307425303,-0.8797891942892844,-0.06662936311317665
55879,7,4,22,612.8397268339967,49.16027316600332,20.268406819600997,20.268384974314863,-2.1845286134691833e-05,0.33959185428040617,-0.9380802261600548,0.06843143863675319
55901,7,4,22,622.7920740571055,39.20792594289446,17.93531810866945,17.935298822249102,-1.9286420346986688e-05,0.30701979122054207,-0.9514048668289065,0.023824927558454136
56044,7,4,22,480.6932386079884,181.3067613920116,44.858144937752,44.85809449134644,-5.0446405559512186e-05,0.7053241619734884,-0.7088559149956968,0.006412356197991201
56325,7,4,22,633.5562722575715,28.44372774242845,15.128016570221305,15.128000341243775,-1.622897753073005e-05,0.26093998066881563,-0.9653452075238714,0.004353940657813077
56337,7,4,22,288.10387648566666,373.89612351433334,90.10098400842077,64.21498343598392,-25.886000572436842,-0.8075749259250574,-0.43499564186873346,-0.3982480766712462
56337,8,4,22,288.10387648566666,373.89612351433334,90.10098400842077,64.21498343598392,-25.886000572436842,-0.8075749259250574,-0.43499564186873346,-0.3982480766712462
56519,7,4,22,489.02749706144914,172.97250293855086,43.3668313243281,42.46148933865383,-0.9053419856742764,0.6748716032557156,-0.7377312599775747,-0.017346676078144496
56788,7,4,22,634.2845313655199,27.71546863448009,14.923354107895667,14.923338100994687,-1.6006900979803618e-05,0.25512013072460776,-0.9662712621030594,0.03512217152767967
56917,7,4,22,188.80138385426565,473.1986161457344,159.17080892714617,112.13534827164192,-47.03546065550425,-0.8581326330090415,0.3767958075288367,-0.34875966451649987
56917,8,4,22,188.80138385426565,473.1986161457344,159.17080892714617,112.13534827164192,-47.03546065550425,-0.8581326330090415,0.3767958075288367,-0.34875966451649987
57049,6,4,22,536.5581514058126,125.44184859418738,34.96154354948092,34.96150505997893,-3.848950198914736e-05,0.5210524593484266,-0.8195372244198222,0.2384597919927178
57079,7,4,22,589.8710895056428,72.12891049435723,25.094116956957027,25.094089756966227,-2.7199990800141904e-05,0.40950119530635604,-0.9056125517212923,0.11033891973150439
57104,6,4,22,515.3967354961294,146.6032645038706,38.699661431456576,38.69961851262152,-4.291883505658234e-05,0.6239257589732383,-0.7804345703184437,-0.04047874431766489
57244,7,4,22,587.5101638360728,74.48983616392718,25.56037487638399,25.560347154005072,-2.7722378916905654e-05,0.41982763232098286,-0.9021313451679194,-0.09951781350732142
57305,7,4,22,587.9594352870314,74.0405647129686,25.471975674761293,25.47194805149699,-2.7623264301723793e-05,0.40131588550530756,-0.9027959539069119,-0.1546125015980265
57496,7,4,22,552.5727807202898,109.42721927971024,32.09823782345708,32.09820266513558,-3.5158321502137824e-05,0.45991149013744326,-0.8471385906258563,-0.2661533947031193
57499,7,4,22,632.3578626085645,29.64213739143554,15.460042303884663,15.460025714405598,-1.6589479065132196e-05,0.26474144446867887,-0.9638166663095866,0.03113521036563696
57551,7,4,22,570.9911787113463,91.00882128865373,28.721213068172418,28.72118177796241,-3.129021000702892e-05,0.47639604829481164,-0.8769685690957096,0.06303121438867502
57567,6,4,22,473.7313059698132,188.2686940301868,46.11343976057021,46.113387740066614,-5.202050359542909e-05,0.6951382803100283,-0.6932334452722935,-0.19028967813184852
57705,7,4,22,520.6667449880493,141.33325501195065,37.770599567560616,37.770557758664815,-4.180889580140956e-05,0.606754592729117,-0.7904698589402913,-0.08370344263552856
57706,7,4,22,178.59299010435012,483.4070098956499,,132.3046918468695,,-0.3245548737901963,0.6730730782943906,-0.6645575710006943
57706,8,4,22,168.15834403043064,493.8416559695694,,97.80890118442584,,-0.37287079978153803,0.13586948840246676,-0.9178817183011807
57706,9,4,22,168.15834403043064,493.8416559695694,,104.2912509681903,,-0.4726684853156968,0.24685104171180333,-0.8459604400887564
57706,10,4,22,132.06618522981216,529.9338147701878,,65.11311281479846,,-0.8902538908860393,-0.42082821462392495,0.17421717348960533
57706,11,4,22,132.06618522981216,529.9338147701878,,65.11311281479846,,-0.8902538908860393,-0.42082821462392495,0.17421717348960533
57786,7,4,22,555.4479508451514,106.55204915484865,31.57832095546508,31.5782863967645,-3.4558700580333834e-05,0.5185959330714798,-0.8519254499413266,0.0726724565704884
58003,7,4,22,360.3578377085563,301.6421622914437,69.27589304863021,84.73353018011157,15.457637131481363,0.5894290971328415,-0.09178786157897084,0.8025885171866858
58003,8,4,22,360.3578377085563,301.6421622914437,69.27589304863021,84.73353018011157,15.457637131481363,0.5894290971328415,-0.09178786157897084,0.8025885171866858
58101,7,4,22,513.2140925624486,148.78590743755137,39.0844545765045,39.08441119611681,-4.3380387687363964e-05,0.5177912696137288,-0.7762179700629891,-0.3596913455493409
58106,7,4,22,592.6395474509422,69.36045254905775,24.541709778182284,24.541683195878157,-2.6582304126776535e-05,0.34213528280531635,-0.9096593370250948,0.2355065579188639
58275,6,4,22,555.7765470949714,106.22345290502858,31.518757807335362,31.518723317230368,-3.449010499423366e-05,0.48232823588691714,-0.8524693749047472,0.20163193624950368
58437,7,4,22,303.16114179608206,358.83885820391794,85.04742735985701,93.71128276986066,8.663855410003649,0.4824990671378398,0.06472881802374136,-0.8735014770041111
58569,6,4,22,561.4353157408002,100.5646842591998,30.487920981392588,30.487887675297426,-3.330609516183358e-05,0.5023565792265071,-0.8617364347702392,0.07105057562975332
58809,7,4,22,566.0052456942178,95.99475430578218,29.64753497631776,29.6475026311866,-3.2345131160127494e-05,0.4730643155945498,-0.869085114722353,-0.14457253085940913
58899,7,4,22,515.0891850702578,146.91081492974217,38.75387825042748,38.75383526662643,-4.2983801051832415e-05,0.5788355683647262,-0.7798425832613379,0.23831686916407688
59259,8,4,22,229.13987574696185,432.8601242530382,117.26944274703405,50.832695221432004,-66.43674752560204,-0.24337193480674202,-0.6315869860328557,-0.7361168252542231
59259,9,4,22,229.13987574696185,432.8601242530382,117.26944274703405,50.832695221432004,-66.43674752560204,-0.24337193480674202,-0.6315869860328557,-0.7361168252542231
59512,8,4,22,190.6362253860764,471.3637746139236,155.3118479750865,48.69983779239709,-106.6120101826894,0.6742301831022812,-0.6600037948296824,0.33137388401061896
59555,7,4,22,637.332371605845,24.66762839415503,14.040643745475768,14.040628695220818,-1.5050254949855457e-05,0.24260857485743859,-0.9701239344384766,-0.0007945031485710759
59643,6,4,22,540.7002191557009,121.29978084429911,34.22527892592707,34.225241297829136,-3.762809793528277e-05,0.5158613122788097,-0.8268328717014959,-0.22413056187821
59792,6,4,22,528.4277598693116,133.57224013068844,36.40097248398214,36.4009323002222,-4.018375993553036e-05,0.5834959583795345,-0.8048841413102212,0.1081387332182888
59820,7,4,22,606.3633695112599,55.63663048874014,21.693530270168498,21.693506852799235,-2.341736926325666e-05,0.336611583430972,-0.9291744677834356,-0.15273326526812359
60100,7,4,22,579.1387268671511,82.86127313284885,27.182166999054893,27.182137451998667,-2.954705622570941e-05,0.4272776889808392,-0.8895588350414463,-0.16161328998228502
60310,7,4,22,583.2822075327892,78.71779246721076,26.385205584563057,26.385176935680057,-2.864888299924928e-05,0.4422089375018937,-0.8958267623977334,0.04410971962551026
60341,7,4,22,568.4641113353307,93.5358886646693,29.192029493740574,29.191997667906662,-3.182583391136973e-05,0.44488933876788167,-0.8729902066715196,-0.1999039151850067
60590,7,4,22,478.6875500277404,183.31244997225963,45.21881585388233,45.21876495668335,-5.0897198981658676e-05,0.6881409803970455,-0.7044017804678981,-0.17401184664225536
60821,7,4,22,267.42588059356854,394.57411940643146,97.98457514396539,96.27427108528408,-1.7103040586813023,0.23275758136949673,0.10928795762610928,0.9663746947395384
60821,8,4,22,267.42588059356854,394.57411940643146,97.98457514396539,96.27427108528408,-1.7103040586813023,0.23275758136949673,0.10928795762610928,0.9663746947395384
60847,7,4,22,553.8768369484432,108.12316305155684,31.862697764921467,31.862662878441004,-3.488648046356957e-05,0.49100092003543977,-0.8493158671999297,-0.19385730382625016
60876,7,4,22,547.5942431177386,114.40575688226136,32.993681987519274,32.99364579278895,-3.619473032046017e-05,0.4497325550624107,-0.8387309642573911,-0.30703582610650265
61000,7,4,22,561.7904854755183,100.20951452448173,30.422876423113987,38.0067306018795,7.58385417876551,0.5978077942718185,-0.7879384257000307,-0.14757668655048578
61000,8,4,22,561.7904854755183,100.20951452448173,30.422876423113987,38.0067306018795,7.58385417876551,0.5978077942718185,-0.7879384257000307,-0.14757668655048578
61029,7,4,22,545.218338635536,116.78166136446396,33.41911949384861,33.41908280503155,-3.668881706175853e-05,0.4292663856773386,-0.8346644750707114,-0.3450588126427844
61055,7,4,22,506.5232165458542,155.4767834541458,40.26484261770322,40.26479781452614,-4.480317708299708e-05,0.5999264307881759,-0.763065569510591,-0.24045626269498033
61156,7,4,22,526.1146506424324,135.88534935756763,36.80949038681042,36.809449719681496,-4.066712892125679e-05,0.4837338944458649,-0.8006325638621901,-0.3535378580119715
61318,7,4,22,574.6560430694585,87.34395693054148,28.033158798910694,28.033128289446477,-3.0509464217232107e-05,0.43326038979872855,-0.8826759978935885,-0.18212225941386614
61324,7,4,22,614.1274623939983,47.87253760600174,19.97722492537643,19.97720340042361,-2.1524952821039278e-05,0.332191125271782,-0.9398286279143335,0.07981983740479914
61424,6,4,22,494.28828715436447,167.71171284563553,42.43072182481006,42.43067438260896,-4.744220109387243e-05,0.6741116974975495,-0.7380942342386959,-0.028112642717563804
61476,7,4,22,566.3790934209317,95.62090657906833,29.578437598896713,36.19943448421725,6.620996885320537,0.5778722391161897,-0.8069661414488074,0.12193982866178221
61476,8,4,22,541.8240238486248,120.17597615137515,34.02508324149609,44.99106725000713,10.965984008511036,0.6970625326968104,-0.7072170147105532,-0.1181013108064489
61476,9,4,22,541.8240238486248,120.17597615137515,34.02508324149609,44.99106725000713,10.965984008511036,0.6970625326968104,-0.7072170147105532,-0.1181013108064489
61535,7,4,22,496.3007351388159,165.69926486118408,42.07351502354901,42.07346801920104,-4.700434796944819e-05,0.6033507214595581,-0.7422862161493918,-0.29151171542298077
61731,6,4,22,499.171043392984,162.82895660701598,41.56477531785279,41.56472893529511,-4.638255768441013e-05,0.6633218385926053,-0.7482066592405138,-0.013817869382633205
61845,10,4,22,240.76219431196557,421.2378056880344,110.5193026697535,82.53043381421342,-27.988868855540076,0.9540596683346506,-0.12999954780462608,-0.26994493295442484
61854,6,4,22,235.03755998437785,426.9624400156222,113.71686427625365,73.77755008444444,-39.9393141918092,-0.9282585994192227,-0.2793673516321812,-0.2455399263791619
61854,7,4,22,152.1431026076598,509.8568973923402,,155.30065443761885,,0.03552573395881034,0.9085129503832833,-0.4163437776796354
61854,8,4,22,111.67821539147373,550.3217846085263,,101.18510022675035,,-0.35634588546309537,0.19397924716796372,0.9139965325873357
61854,9,4,22,111.67821539147373,550.3217846085263,,101.18510022675035,,-0.35634588546309537,0.19397924716796372,0.9139965325873357
62126,7,4,22,612.2870930090216,49.712906990978354,20.39251672674727,20.392494744837816,-2.1981909455348614e-05,0.29953364100409485,-0.9373276413957508,0.17803508244812044
62217,7,4,22,461.00701344589294,200.99298655410706,48.43568675996963,18.445174303362393,-29.990512456607235,-0.20715602285927553,-0.9486268463103691,0.23915160181853418
62217,8,4,22,461.00701344589294,200.99298655410706,48.43568675996963,18.445174303362393,-29.990512456607235,-0.20715602285927553,-0.9486268463103691,0.23915160181853418
62254,7,4,22,567.7716541355359,94.22834586446413,29.320558833936204,29.32052686168253,-3.197225367301826e-05,0.48157677218013867,-0.8718938896664503,0.08879672099163641
62478,7,4,22,613.5258414961932,48.47415850380685,20.113613744510438,20.113592069550307,-2.167496013072423e-05,0.3267435251157765,-0.9390127005306531,-0.1072092208583101
62740,7,4,22,489.6902773238082,172.30972267619183,43.24869406775708,43.24864561889423,-4.8448862848715635e-05,0.6846371012871868,-0.7283871663150929,-0.02691050888681589
62934,7,4,22,602.3964362082861,59.603563791713896,22.53811832871651,22.538093976155007,-2.435256150334908e-05,0.38189767904568095,-0.9236248953929296,-0.0327294263610266
63114,6,4,22,466.0182011722609,195.9817988277391,47.516362558846154,47.5163087616443,-5.37972018577193e-05,0.7301165331642139,-0.6753803204583906,0.10388104128179994
63195,7,4,22,554.3912757994855,107.60872420051453,31.769656445652043,31.76962166646427,-3.477918777150535e-05,0.4774574109858851,-0.8501719665012072,0.2219054935555358
63267,7,4,22,563.2598137496002,98.7401862503998,30.153320369575045,30.153287446542826,-3.2923032218690196e-05,0.41841816573888124,-0.864684620724769,-0.27793298699825547
63410,7,4,22,401.0458246159033,260.9541753840967,60.14975719098234,43.16443552590529,-16.985321665077052,-0.2217249246327414,-0.729393397104154,0.6471656125424676
63410,8,4,22,319.4396260846338,342.5603739153662,80.08267194964576,12.876749197552627,-67.20592275209313,0.22199372377965326,-0.9748517095082176,0.019568624666768175
63410,9,4,22,319.4396260846338,342.5603739153662,80.08267194964576,12.876749197552627,-67.20592275209313,0.22199372377965326,-0.9748517095082176,0.019568624666768175
63462,7,4,22,527.0521405881105,134.94785941188945,36.64396072911892,36.64392025798642,-4.047113250038592e-05,0.5752289517959979,-0.8023602013343614,-0.15915326050810444
63469,7,4,22,539.5542295538072,122.4457704461928,34.429225368168424,34.42918750180474,-3.7866363683747295e-05,0.5328995452229017,-0.8248255868646396,0.18889368955745317
63567,7,4,22,624.493311507536,37.506688492464036,17.51466447570773,17.51464564883823,-1.882686949983281e-05,0.29843094089075733,-0.9536400547408553,-0.038853822372011404
63718,7,4,22,604.0065696752786,57.99343032472143,22.197656973103232,22.197632997851073,-2.397525215869223e-05,0.3740352910866207,-0.9258861933712765,0.05321990178677631
63857,7,4,22,442.971825339879,219.028174660121,51.80563636970123,58.88247721835662,7.076840848655387,0.7782857660826107,-0.5167951770689938,-0.35664269412316707
63857,8,4,22,442.971825339879,219.028174660121,51.80563636970123,58.88247721835662,7.076840848655387,0.7782857660826107,-0.5167951770689938,-0.35664269412316707
63956,7,4,22,502.19499710250136,159.80500289749864,41.02962274398743,41.02957701324546,-4.5730741973670774e-05,0.583572030769226,-0.7543708113396665,-0.3006133129164687
64046,7,4,22,609.9794650121224,52.02053498787757,20.90550349614891,20.905480948962015,-2.254718689442825e-05,0.356822615359519,-0.9341703442736244,0.0018409366341201822
64136,6,4,22,471.32003158632295,190.67996841367705,46.55055207360391,46.55049950154396,-5.257205994979586e-05,0.7244329166253954,-0.687714976078311,-0.047382074534901
64306,7,4,22,406.7717156020559,255.2282843979441,58.957720494529894,37.38677067896483,-21.570949815565065,0.20904333230925076,-0.7945548395299996,-0.5700732340642741
64306,8,4,22,406.7717156020559,255.2282843979441,58.957720494529894,37.38677067896483,-21.570949815565065,0.20904333230925076,-0.7945548395299996,-0.5700732340642741
64624,7,4,22,617.5714602980883,44.428539701911745,19.183905216365314,19.183884562713978,-2.0653651336743906e-05,0.3076910245530841,-0.9444688323609773,0.11534668659378756
64729,6,4,22,524.8434330036416,137.15656699635838,37.033867971816,37.033827038710214,-4.093310578667797e-05,0.5493472500408014,-0.7982800633817455,0.24691403216473007
64763,7,4,22,578.354748456594,83.64525154340595,27.331798211344758,27.331768495320308,-2.9716024450010536e-05,0.3799581993632274,-0.8883627910209814,0.2577660145676038
64794,7,4,22,363.87968400046014,298.12031599953986,68.43275282402003,82.23633169421181,13.803578870191785,0.6077223447595193,-0.13508730436994915,-0.7825758569480997
64794,8,4,22,363.87968400046014,298.12031599953986,68.43275282402003,82.23633169421181,13.803578870191785,0.6077223447595193,-0.13508730436994915,-0.7825758569480997
