event_number,et_index,stored_et_keV,number_of_vlm4_gamma_records
27571,0,310.2726520114134,1
27571,1,0.0,1
27571,2,0.0,1
27571,3,256.35701811524217,1
27571,4,45.979333781712924,1
27571,5,0.0,1
27571,6,7.9363001144583345,1
27608,0,37.46235777359574,1
27608,1,0.0,1
27608,2,0.0,1
27608,3,37.46235777359574,1
27742,0,371.8427609099765,2
27742,1,0.0,2
27742,2,0.0,2
27742,3,159.92441740250075,2
27742,4,211.91834350747573,2
28175,0,154.3251651262464,1
28175,1,0.0,1
28175,2,0.0,1
28175,3,154.3251651262464,1
28304,0,321.0260768930955,2
28304,1,0.0,2
28304,2,0.0,2
28304,3,183.07952690150069,2
28304,4,137.94654999159476,2
28451,0,54.18265743376305,1
28451,1,0.0,1
28451,2,0.0,1
28451,3,54.18265743376305,1
28504,0,25.997285216404542,1
28504,1,0.0,1
28504,2,0.0,1
28504,3,25.997285216404542,1
28738,0,146.8232910584528,1
28738,1,0.0,1
28738,2,0.0,1
28738,3,146.8232910584528,1
28843,0,62.608930785055804,1
28843,1,0.0,1
28843,2,0.0,1
28843,3,62.608930785055804,1
28892,0,176.04325218631706,1
28892,1,0.0,1
28892,2,0.0,1
28892,3,176.04325218631706,1
29236,0,187.34866071685175,1
29236,1,0.0,1
29236,2,0.0,1
29236,3,187.34866071685175,1
29263,0,124.05196349169711,1
29263,1,0.0,1
29263,2,0.0,1
29263,3,124.05196349169711,1
29328,0,74.68257161997371,1
29328,1,0.0,1
29328,2,0.0,1
29328,3,74.68257161997371,1
29535,0,163.06344316660466,1
29535,1,0.0,1
29535,2,0.0,1
29535,3,163.06344316660466,1
29570,0,83.85596536123685,1
29570,1,0.0,1
29570,2,0.0,1
29570,3,83.85596536123685,1
29585,0,241.33866668682035,2
29585,1,0.0,2
29585,2,0.0,2
29585,3,112.07619441921679,2
29585,4,129.26247226760356,2
29694,0,177.54454637153543,1
29694,1,0.0,1
29694,2,0.0,1
29694,3,177.54454637153543,1
29744,0,25.448829739539214,1
29744,1,0.0,1
29744,2,0.0,1
29744,3,25.448829739539214,1
29797,0,103.80572756275974,1
29797,1,0.0,1
29797,2,0.0,1
29797,3,103.80572756275974,1
29860,0,96.8139167319757,1
29860,1,0.0,1
29860,2,0.0,1
29860,3,96.8139167319757,1
29883,0,288.9437236444486,2
29883,1,0.0,2
29883,2,0.0,2
29883,3,45.85279983230217,2
29883,4,243.09092381214643,2
29945,0,177.78766650141293,1
29945,1,0.0,1
29945,2,0.0,1
29945,3,177.78766650141293,1
30166,0,227.8785879139296,2
30166,1,0.0,2
30166,2,0.0,2
30166,3,101.73028500006275,2
30166,4,126.14830291386686,2
30199,0,48.956469916821234,1
30199,1,0.0,1
30199,2,0.0,1
30199,3,48.956469916821234,1
30266,0,144.8516205341791,1
30266,1,0.0,1
30266,2,0.0,1
30266,3,144.8516205341791,1
30344,0,59.21432121672099,1
30344,1,0.0,1
30344,2,0.0,1
30344,3,59.21432121672099,1
30445,0,71.3362496601525,1
30445,1,0.0,1
30445,2,0.0,1
30445,3,71.3362496601525,1
30580,0,93.76523612505594,1
30580,1,0.0,1
30580,2,0.0,1
30580,3,93.76523612505594,1
30874,0,483.45740780357494,4
30874,1,0.0,4
30874,2,0.0,4
30874,3,152.04528893562141,4
30874,4,331.41211886795355,4
30896,0,154.23492367148262,1
30896,1,0.0,1
30896,2,0.0,1
30896,3,154.23492367148262,1
31007,0,225.7176260745916,1
31007,1,0.0,1
31007,2,0.0,1
31007,3,225.7176260745916,1
31425,0,64.38293025820252,1
31425,1,0.0,1
31425,2,0.0,1
31425,3,64.38293025820252,1
31498,0,40.984921569723554,1
31498,1,0.0,1
31498,2,0.0,1
31498,3,40.984921569723554,1
31504,0,39.903243155651744,1
31504,1,0.0,1
31504,2,0.0,1
31504,3,39.903243155651744,1
31585,0,76.44119025669404,1
31585,1,0.0,1
31585,2,0.0,1
31585,3,76.44119025669404,1
31745,0,113.62711514207469,1
31745,1,0.0,1
31745,2,0.0,1
31745,3,113.62711514207469,1
31778,0,186.029553808547,1
31778,1,0.0,1
31778,2,0.0,1
31778,3,186.029553808547,1
31852,0,149.22096552054208,1
31852,1,0.0,1
31852,2,0.0,1
31852,3,149.22096552054208,1
31920,0,76.95195038931135,1
31920,1,0.0,1
31920,2,0.0,1
31920,3,76.95195038931135,1
31956,0,66.46051076396387,1
31956,1,0.0,1
31956,2,0.0,1
31956,3,66.46051076396387,1
32002,0,23.1568033581383,1
32002,1,0.0,1
32002,2,0.0,1
32002,3,23.1568033581383,1
32198,0,240.39156227730376,2
32198,1,0.0,2
32198,2,0.0,2
32198,3,52.033316739685475,2
32198,4,188.3582455376183,2
32234,0,45.39443928067232,1
32234,1,0.0,1
32234,2,0.0,1
32234,3,45.39443928067232,1
32741,0,311.3148148669967,2
32741,1,0.0,2
32741,2,0.0,2
32741,3,99.02502409984903,2
32741,4,212.28979076714765,2
32865,0,255.81790420591082,2
32865,1,0.0,2
32865,2,0.0,2
32865,3,122.10742781609818,2
32865,4,133.71047638981264,2
33116,0,67.34771215055656,1
33116,1,0.0,1
33116,2,0.0,1
33116,3,66.16089014195722,1
33116,4,0.0,1
33116,5,0.0,1
33116,6,1.1868220085993286,1
33539,0,552.3064443463536,2
33539,1,0.0,2
33539,2,0.0,2
33539,3,397.47464500908023,2
33539,4,99.45855012556757,2
33539,5,55.37324921170585,2
33614,0,28.12921515149558,1
33614,1,0.0,1
33614,2,0.0,1
33614,3,28.12921515149558,1
33637,0,181.54349863477836,1
33637,1,0.0,1
33637,2,0.0,1
33637,3,181.54349863477836,1
33941,0,151.35783109428647,2
33941,1,0.0,2
33941,2,0.0,2
33941,3,83.70933002215675,2
33941,4,67.64850107212972,2
33957,0,143.91830743009416,1
33957,1,0.0,1
33957,2,0.0,1
33957,3,143.91830743009416,1
33968,0,537.3577390002242,4
33968,1,0.0,4
33968,2,0.0,4
33968,3,124.24453260791901,4
33968,4,413.1132063923052,4
33991,0,662.0,2
33991,1,0.0,2
33991,2,0.0,2
33991,3,130.98705292566993,2
33991,4,531.0129470743301,2
34002,0,269.63809935264226,2
34002,1,0.0,2
34002,2,0.0,2
34002,3,140.7468529568272,2
34002,4,128.89124639581505,2
34110,0,229.4569346117694,1
34110,1,0.0,1
34110,2,0.0,1
34110,3,229.4569346117694,1
34118,0,193.99134902852572,1
34118,1,0.0,1
34118,2,0.0,1
34118,3,193.99134902852572,1
34391,0,201.6901095253474,2
34391,1,0.0,2
34391,2,0.0,2
34391,3,119.84233213435391,2
34391,4,81.84777739099347,2
34562,0,64.27085481653438,1
34562,1,0.0,1
34562,2,0.0,1
34562,3,64.27085481653438,1
34577,0,93.5780227542854,1
34577,1,0.0,1
34577,2,0.0,1
34577,3,93.5780227542854,1
34698,0,148.88241109817235,1
34698,1,0.0,1
34698,2,0.0,1
34698,3,148.88241109817235,1
34717,0,163.26007960387557,1
34717,1,0.0,1
34717,2,0.0,1
34717,3,163.26007960387557,1
34736,0,662.0,2
34736,1,0.0,2
34736,2,0.0,2
34736,3,174.4372300009352,2
34736,4,487.5627699990648,2
34756,0,336.07368223659694,3
34756,1,0.0,3
34756,2,0.0,3
34756,3,137.2085724615474,3
34756,4,198.86510977504955,3
34797,0,368.4159786681871,1
34797,1,0.0,1
34797,2,0.0,1
34797,3,368.4159786681871,1
34918,0,29.243929217349308,1
34918,1,0.0,1
34918,2,0.0,1
34918,3,29.243929217349308,1
34970,0,404.21226014138966,2
34970,1,0.0,2
34970,2,0.0,2
34970,3,63.50021845469522,2
34970,4,340.7120416866944,2
35554,0,180.89572177426842,1
35554,1,0.0,1
35554,2,0.0,1
35554,3,180.89572177426842,1
35626,0,139.1786771108534,1
35626,1,0.0,1
35626,2,0.0,1
35626,3,139.1786771108534,1
35735,0,144.79013144854514,1
35735,1,0.0,1
35735,2,0.0,1
35735,3,144.79013144854514,1
35817,0,224.01232984729575,2
35817,1,0.0,2
35817,2,0.0,2
35817,3,133.79045592131556,2
35817,4,90.22187392598019,2
35870,0,141.86748724238396,1
35870,1,0.0,1
35870,2,0.0,1
35870,3,141.86748724238396,1
35881,0,301.0378867368955,2
35881,1,0.0,2
35881,2,0.0,2
35881,3,94.13650548380537,2
35881,4,206.9013812530901,2
35903,0,280.23365603955784,2
35903,1,0.0,2
35903,2,0.0,2
35903,3,106.44559747415127,2
35903,4,173.78805856540657,2
36159,0,407.1386780400407,2
36159,1,0.0,2
36159,2,0.0,2
36159,3,147.96672949874255,2
36159,4,259.17194854129815,2
36166,0,142.45713048487505,2
36166,1,0.0,2
36166,2,0.0,2
36166,3,48.6930986959877,2
36166,4,93.76403178888737,2
36251,0,352.49439114433943,2
36251,1,0.0,2
36251,2,0.0,2
36251,3,188.8442146575519,2
36251,4,163.65017648678753,2
36327,0,78.47009675996274,1
36327,1,0.0,1
36327,2,0.0,1
36327,3,78.47009675996274,1
36408,0,338.4234769896448,1
36408,1,0.0,1
36408,2,0.0,1
36408,3,338.4234769896448,1
36838,0,407.40998961838966,2
36838,1,0.0,2
36838,2,0.0,2
36838,3,127.18854451896,2
36838,4,280.2214450994297,2
36855,0,523.1464735259199,1
36855,1,0.0,1
36855,2,0.0,1
36855,3,45.50853740458805,1
36855,4,0.0,1
36855,5,477.6379361213318,1
36898,0,43.06902055130046,1
36898,1,0.0,1
36898,2,0.0,1
36898,3,43.06902055130046,1
36927,0,364.9197291061673,2
36927,1,0.0,2
36927,2,0.0,2
36927,3,165.12585735573242,2
36927,4,199.79387175043487,2
37000,0,173.40893840772463,1
37000,1,0.0,1
37000,2,0.0,1
37000,3,173.40893840772463,1
37138,0,187.4396950332424,1
37138,1,0.0,1
37138,2,0.0,1
37138,3,187.4396950332424,1
37677,0,190.4618010572105,1
37677,1,0.0,1
37677,2,0.0,1
37677,3,190.4618010572105,1
38040,0,18.88945967870759,1
38040,1,0.0,1
38040,2,0.0,1
38040,3,18.88945967870759,1
38076,0,101.37294537959829,1
38076,1,0.0,1
38076,2,0.0,1
38076,3,101.37294537959829,1
38086,0,213.03199516230842,1
38086,1,0.0,1
38086,2,0.0,1
38086,3,213.03199516230842,1
38163,0,9.903738605542747,1
38163,1,0.0,1
38163,2,0.0,1
38163,3,5.670643891418393,1
38163,4,0.0,1
38163,5,0.0,1
38163,6,4.233094714124354,1
38249,0,178.87934972212952,1
38249,1,0.0,1
38249,2,0.0,1
38249,3,178.87934972212952,1
38456,0,91.19734727148443,1
38456,1,0.0,1
38456,2,0.0,1
38456,3,91.19734727148443,1
38901,0,108.83806706621135,1
38901,1,0.0,1
38901,2,0.0,1
38901,3,108.83806706621135,1
39064,0,113.34201876363281,1
39064,1,0.0,1
39064,2,0.0,1
39064,3,113.34201876363281,1
39229,0,43.702637507143535,1
39229,1,0.0,1
39229,2,0.0,1
39229,3,43.702637507143535,1
39451,0,50.45592691276091,1
39451,1,0.0,1
39451,2,0.0,1
39451,3,50.45592691276091,1
39513,0,122.03781947074377,1
39513,1,0.0,1
39513,2,0.0,1
39513,3,122.03781947074377,1
39530,0,47.589275141712186,1
39530,1,0.0,1
39530,2,0.0,1
39530,3,47.589275141712186,1
39544,0,28.74403188745911,1
39544,1,0.0,1
39544,2,0.0,1
39544,3,28.74403188745911,1
39590,0,48.98572989387906,1
39590,1,0.0,1
39590,2,0.0,1
39590,3,48.98572989387906,1
39760,0,159.22171641008387,1
39760,1,0.0,1
39760,2,0.0,1
39760,3,159.22171641008387,1
39802,0,90.62707645032586,1
39802,1,0.0,1
39802,2,0.0,1
39802,3,90.62707645032586,1
39806,0,187.22194870556768,1
39806,1,0.0,1
39806,2,0.0,1
39806,3,187.22194870556768,1
39954,0,91.25816452742474,1
39954,1,0.0,1
39954,2,0.0,1
39954,3,91.25816452742474,1
39979,0,58.26452381202529,1
39979,1,0.0,1
39979,2,0.0,1
39979,3,58.26452381202529,1
40054,0,442.5428720268661,2
40054,1,0.0,2
40054,2,0.0,2
40054,3,155.96145947752748,2
40054,4,286.58141254933867,2
40180,0,93.15625597828047,1
40180,1,0.0,1
40180,2,0.0,1
40180,3,93.15625597828047,1
40309,0,39.70996924205239,1
40309,1,0.0,1
40309,2,0.0,1
40309,3,39.70996924205239,1
40335,0,139.1825983106131,1
40335,1,0.0,1
40335,2,0.0,1
40335,3,139.1825983106131,1
40367,0,65.85651024315841,1
40367,1,0.0,1
40367,2,0.0,1
40367,3,65.85651024315841,1
40522,0,64.39747264978601,1
40522,1,0.0,1
40522,2,0.0,1
40522,3,64.39747264978601,1
40554,0,44.06341359287658,1
40554,1,0.0,1
40554,2,0.0,1
40554,3,44.06341359287658,1
40557,0,338.4174004915193,2
40557,1,0.0,2
40557,2,0.0,2
40557,3,157.7012476411289,2
40557,4,180.7161528503904,2
40814,0,38.2029924658982,1
40814,1,0.0,1
40814,2,0.0,1
40814,3,38.2029924658982,1
40947,0,232.73095389394172,1
40947,1,0.0,1
40947,2,0.0,1
40947,3,232.73095389394172,1
41025,0,150.072855548255,1
41025,1,0.0,1
41025,2,0.0,1
41025,3,150.072855548255,1
41151,0,25.857521262833803,1
41151,1,0.0,1
41151,2,0.0,1
41151,3,25.857521262833803,1
41176,0,68.93988152851848,1
41176,1,0.0,1
41176,2,0.0,1
41176,3,68.93988152851848,1
41248,0,180.83855087323508,1
41248,1,0.0,1
41248,2,0.0,1
41248,3,180.83855087323508,1
41428,0,50.60802228942285,1
41428,1,0.0,1
41428,2,0.0,1
41428,3,50.60802228942285,1
41475,0,353.18816799159777,2
41475,1,0.0,2
41475,2,0.0,2
41475,3,115.54887016420167,2
41475,4,237.63929782739612,2
41601,0,128.3773164366081,1
41601,1,0.0,1
41601,2,0.0,1
41601,3,128.3773164366081,1
41720,0,91.96445281914767,1
41720,1,0.0,1
41720,2,0.0,1
41720,3,91.96445281914767,1
41836,0,61.02601298235033,1
41836,1,0.0,1
41836,2,0.0,1
41836,3,61.02601298235033,1
41855,0,54.624743776600646,1
41855,1,0.0,1
41855,2,0.0,1
41855,3,54.624743776600646,1
42052,0,55.28089236378031,1
42052,1,0.0,1
42052,2,0.0,1
42052,3,55.28089236378031,1
42168,0,662.0,1
42168,1,0.0,1
42168,2,0.0,1
42168,3,93.83313081712718,1
42168,4,568.1668691828728,1
42214,0,77.03686106844832,1
42214,1,0.0,1
42214,2,0.0,1
42214,3,77.03686106844832,1
42297,0,72.68581495594894,1
42297,1,0.0,1
42297,2,0.0,1
42297,3,72.68581495594894,1
42384,0,19.923568038638262,1
42384,1,0.0,1
42384,2,0.0,1
42384,3,19.923568038638262,1
42395,0,181.5607901477564,1
42395,1,0.0,1
42395,2,0.0,1
42395,3,181.5607901477564,1
42419,0,130.69955451261217,1
42419,1,0.0,1
42419,2,0.0,1
42419,3,130.69955451261217,1
42424,0,161.97796307256664,2
42424,1,0.0,2
42424,2,0.0,2
42424,3,157.3536436961962,2
42424,4,4.624319376370423,2
42452,0,61.852125625565854,1
42452,1,0.0,1
42452,2,0.0,1
42452,3,61.852125625565854,1
42465,0,176.29751583363802,1
42465,1,0.0,1
42465,2,0.0,1
42465,3,176.29751583363802,1
42512,0,55.32323384988991,1
42512,1,0.0,1
42512,2,0.0,1
42512,3,55.32323384988991,1
42647,0,126.79705322100921,1
42647,1,0.0,1
42647,2,0.0,1
42647,3,126.79705322100921,1
42711,0,92.58931877436116,1
42711,1,0.0,1
42711,2,0.0,1
42711,3,92.58931877436116,1
42762,0,114.49837241546246,1
42762,1,0.0,1
42762,2,0.0,1
42762,3,114.49837241546246,1
43093,0,182.01601349826151,1
43093,1,0.0,1
43093,2,0.0,1
43093,3,182.01601349826151,1
43758,0,147.96017576019892,1
43758,1,0.0,1
43758,2,0.0,1
43758,3,147.96017576019892,1
44091,0,72.49577399103212,1
44091,1,0.0,1
44091,2,0.0,1
44091,3,72.49577399103212,1
44095,0,202.8857238646683,1
44095,1,0.0,1
44095,2,0.0,1
44095,3,202.8857238646683,1
44186,0,408.47855227944586,3
44186,1,0.0,3
44186,2,0.0,3
44186,3,156.25208786240185,3
44186,4,252.226464417044,3
44274,0,662.0,2
44274,1,0.0,2
44274,2,0.0,2
44274,3,55.74240876586078,2
44274,4,606.2575912341392,2
44374,0,133.1370719265576,1
44374,1,0.0,1
44374,2,0.0,1
44374,3,133.1370719265576,1
44774,0,106.61150984510692,1
44774,1,0.0,1
44774,2,0.0,1
44774,3,106.61150984510692,1
44872,0,149.32577005169068,1
44872,1,0.0,1
44872,2,0.0,1
44872,3,149.32577005169068,1
44936,0,170.30328409152628,1
44936,1,0.0,1
44936,2,0.0,1
44936,3,170.30328409152628,1
45117,0,23.41056179219503,1
45117,1,0.0,1
45117,2,0.0,1
45117,3,23.41056179219503,1
45213,0,60.642379135605886,1
45213,1,0.0,1
45213,2,0.0,1
45213,3,60.642379135605886,1
45262,0,96.20479855897645,1
45262,1,0.0,1
45262,2,0.0,1
45262,3,96.20479855897645,1
45367,0,519.6307771920783,5
45367,1,0.0,5
45367,2,0.0,5
45367,3,110.82348902740979,5
45367,4,408.8072881646685,5
45370,0,101.56650265255418,1
45370,1,0.0,1
45370,2,0.0,1
45370,3,101.56650265255418,1
45401,0,461.6263694295949,2
45401,1,0.0,2
45401,2,0.0,2
45401,3,86.8620845050213,2
45401,4,374.7642849245736,2
45506,0,131.5306015797789,1
45506,1,0.0,1
45506,2,0.0,1
45506,3,131.5306015797789,1
45560,0,117.8163021198082,1
45560,1,0.0,1
45560,2,0.0,1
45560,3,117.8163021198082,1
45723,0,45.569185525428765,1
45723,1,0.0,1
45723,2,0.0,1
45723,3,45.569185525428765,1
45790,0,259.2566114888261,1
45790,1,0.0,1
45790,2,0.0,1
45790,3,259.2566114888261,1
45802,0,202.5992905732049,2
45802,1,0.0,2
45802,2,0.0,2
45802,3,90.0528297298665,2
45802,4,112.54646084333841,2
45848,0,146.38975688107004,1
45848,1,0.0,1
45848,2,0.0,1
45848,3,146.38975688107004,1
45854,0,111.7092343472471,1
45854,1,0.0,1
45854,2,0.0,1
45854,3,111.7092343472471,1
45905,0,65.95884060630996,1
45905,1,0.0,1
45905,2,0.0,1
45905,3,65.95884060630996,1
45923,0,26.143143528722046,1
45923,1,0.0,1
45923,2,0.0,1
45923,3,26.143143528722046,1
46103,0,129.8584252786743,2
46103,1,0.0,2
46103,2,0.0,2
46103,3,50.68894818783587,2
46103,4,79.16947709083844,2
46384,0,502.569842018372,1
46384,1,0.0,1
46384,2,0.0,1
46384,3,24.162343248643303,1
46384,4,476.9268784593305,1
46384,5,0.0,1
46384,6,1.4806203103982034,1
46443,0,226.72235704359477,2
46443,1,0.0,2
46443,2,0.0,2
46443,3,196.27916848018899,2
46443,4,30.443188563405776,2
46637,0,140.52058883035622,1
46637,1,0.0,1
46637,2,0.0,1
46637,3,140.52058883035622,1
46693,0,177.99871676237112,1
46693,1,0.0,1
46693,2,0.0,1
46693,3,177.99871676237112,1
47184,0,149.33256034641295,1
47184,1,0.0,1
47184,2,0.0,1
47184,3,149.33256034641295,1
47212,0,219.99674925144512,2
47212,1,0.0,2
47212,2,0.0,2
47212,3,102.10830954704942,2
47212,4,117.88843970439572,2
47421,0,181.1383633429499,1
47421,1,0.0,1
47421,2,0.0,1
47421,3,181.1383633429499,1
47729,0,94.479709450355,1
47729,1,0.0,1
47729,2,0.0,1
47729,3,94.479709450355,1
47808,0,662.0,1
47808,1,0.0,1
47808,2,0.0,1
47808,3,124.40922984279624,1
47808,4,537.5907701572038,1
47907,0,151.3573542902581,1
47907,1,0.0,1
47907,2,0.0,1
47907,3,151.3573542902581,1
48020,0,95.77610529693037,1
48020,1,0.0,1
48020,2,0.0,1
48020,3,95.77610529693037,1
48047,0,119.60182480934623,1
48047,1,0.0,1
48047,2,0.0,1
48047,3,119.60182480934623,1
48124,0,188.18214757611491,2
48124,1,0.0,2
48124,2,0.0,2
48124,3,45.01745187109463,2
48124,4,143.16469570502028,2
48149,0,474.764314064029,3
48149,1,0.0,3
48149,2,0.0,3
48149,3,116.18876841390279,3
48149,4,358.57554565012623,3
48177,0,68.23779900693683,1
48177,1,0.0,1
48177,2,0.0,1
48177,3,68.23779900693683,1
48199,0,401.27410313817415,2
48199,1,0.0,2
48199,2,0.0,2
48199,3,187.11112567427315,2
48199,4,214.162977463901,2
48204,0,365.70063207248,2
48204,1,0.0,2
48204,2,0.0,2
48204,3,91.82064048867888,2
48204,4,273.87999158380114,2
48288,0,57.77714870292905,1
48288,1,0.0,1
48288,2,0.0,1
48288,3,57.77714870292905,1
48311,0,35.39229385712039,1
48311,1,0.0,1
48311,2,0.0,1
48311,3,35.39229385712039,1
48615,0,236.9302852562373,1
48615,1,0.0,1
48615,2,0.0,1
48615,3,236.9302852562373,1
48811,0,93.70741644421109,1
48811,1,0.0,1
48811,2,0.0,1
48811,3,93.70741644421109,1
48916,0,350.86473522941236,3
48916,1,0.0,3
48916,2,0.0,3
48916,3,81.60022919041165,3
48916,4,269.2645060390007,3
48921,0,662.0,1
48921,1,0.0,1
48921,2,0.0,1
48921,3,177.84434044656345,1
48921,4,484.1556595534365,1
49070,0,153.72849658558385,1
49070,1,0.0,1
49070,2,0.0,1
49070,3,153.72849658558385,1
49112,0,115.84162379208563,2
49112,1,0.0,2
49112,2,0.0,2
49112,3,61.30068161281677,2
49112,4,54.54094217926886,2
49131,0,24.60875192204437,1
49131,1,0.0,1
49131,2,0.0,1
49131,3,24.60875192204437,1
49237,0,388.6768137066267,3
49237,1,0.0,3
49237,2,0.0,3
49237,3,112.48531715370335,3
49237,4,276.19149655292335,3
49368,0,271.7713143304396,1
49368,1,0.0,1
49368,2,0.0,1
49368,3,271.7713143304396,1
49377,0,42.06466011578635,1
49377,1,0.0,1
49377,2,0.0,1
49377,3,42.06466011578635,1
49405,0,50.46906243267024,1
49405,1,0.0,1
49405,2,0.0,1
49405,3,50.46906243267024,1
49488,0,30.46506370234814,1
49488,1,0.0,1
49488,2,0.0,1
49488,3,30.46506370234814,1
49604,0,105.90288996927177,1
49604,1,0.0,1
49604,2,0.0,1
49604,3,105.90288996927177,1
49663,0,225.30912177781988,2
49663,1,0.0,2
49663,2,0.0,2
49663,3,194.3985318226023,2
49663,4,30.91058995521756,2
49838,0,332.5815681089841,3
49838,1,0.0,3
49838,2,0.0,3
49838,3,33.722049093877104,3
49838,4,298.85951901510697,3
49847,0,314.81331289904915,2
49847,1,0.0,2
49847,2,0.0,2
49847,3,69.41325299990864,2
49847,4,245.40005989914053,2
49952,0,123.4012105847011,1
49952,1,0.0,1
49952,2,0.0,1
49952,3,123.4012105847011,1
50094,0,250.95867293694738,2
50094,1,0.0,2
50094,2,0.0,2
50094,3,194.90103095178145,2
50094,4,56.05764198516594,2
50144,0,38.462829138332324,1
50144,1,0.0,1
50144,2,0.0,1
50144,3,38.462829138332324,1
50166,0,97.28432223366801,1
50166,1,0.0,1
50166,2,0.0,1
50166,3,97.28432223366801,1
50281,0,48.772830877777835,1
50281,1,0.0,1
50281,2,0.0,1
50281,3,48.772830877777835,1
50490,0,169.73194595119034,1
50490,1,0.0,1
50490,2,0.0,1
50490,3,44.46118531158466,1
50490,4,0.0,1
50490,5,123.68269898445897,1
50490,6,1.5880616551466904,1
50565,0,241.51323460078305,2
50565,1,0.0,2
50565,2,0.0,2
50565,3,168.409997788101,2
50565,4,73.10323681268204,2
50683,0,103.83300045847044,1
50683,1,0.0,1
50683,2,0.0,1
50683,3,103.83300045847044,1
50725,0,142.0706857761018,1
50725,1,0.0,1
50725,2,0.0,1
50725,3,142.0706857761018,1
50758,0,158.91657693714222,1
50758,1,0.0,1
50758,2,0.0,1
50758,3,158.91657693714222,1
50951,0,313.455132732133,2
50951,1,0.0,2
50951,2,0.0,2
50951,3,125.1861881040347,2
50951,4,188.2689446280983,2
51015,0,221.75287009094995,1
51015,1,0.0,1
51015,2,0.0,1
51015,3,221.75287009094995,1
51194,0,71.43773851477397,1
51194,1,0.0,1
51194,2,0.0,1
51194,3,71.43773851477397,1
51344,0,127.21484066048582,1
51344,1,0.0,1
51344,2,0.0,1
51344,3,127.21484066048582,1
51675,0,24.004222812249342,1
51675,1,0.0,1
51675,2,0.0,1
51675,3,24.004222812249342,1
51708,0,337.1435228794495,2
51708,1,0.0,2
51708,2,0.0,2
51708,3,137.36815604742557,2
51708,4,199.77536683202396,2
51898,0,149.55726275732127,1
51898,1,0.0,1
51898,2,0.0,1
51898,3,149.55726275732127,1
52248,0,179.80213125489047,1
52248,1,0.0,1
52248,2,0.0,1
52248,3,179.80213125489047,1
52402,0,30.651659397143426,1
52402,1,0.0,1
52402,2,0.0,1
52402,3,30.651659397143426,1
52414,0,163.4455947408901,1
52414,1,0.0,1
52414,2,0.0,1
52414,3,163.4455947408901,1
52496,0,149.29078194741362,1
52496,1,0.0,1
52496,2,0.0,1
52496,3,149.29078194741362,1
52527,0,121.41639973614015,1
52527,1,0.0,1
52527,2,0.0,1
52527,3,121.41639973614015,1
52544,0,244.77559933992708,1
52544,1,0.0,1
52544,2,0.0,1
52544,3,244.77559933992708,1
52578,0,88.17952309193322,1
52578,1,0.0,1
52578,2,0.0,1
52578,3,88.17952309193322,1
52717,0,77.09321692831128,1
52717,1,0.0,1
52717,2,0.0,1
52717,3,77.09321692831128,1
52955,0,156.32241728893658,1
52955,1,0.0,1
52955,2,0.0,1
52955,3,156.32241728893658,1
53012,0,63.6393294230041,1
53012,1,0.0,1
53012,2,0.0,1
53012,3,63.6393294230041,1
53282,0,30.09912095967581,1
53282,1,0.0,1
53282,2,0.0,1
53282,3,28.460964957004002,1
53282,4,0.0,1
53282,5,0.0,1
53282,6,1.6381560026718074,1
53526,0,467.9135371388849,3
53526,1,0.0,3
53526,2,0.0,3
53526,3,86.17916894492284,3
53526,4,381.7343681939621,3
53584,0,102.84195114640015,1
53584,1,0.0,1
53584,2,0.0,1
53584,3,102.84195114640015,1
53646,0,164.8680831979799,1
53646,1,0.0,1
53646,2,0.0,1
53646,3,164.8680831979799,1
53730,0,46.43326989307228,1
53730,1,0.0,1
53730,2,0.0,1
53730,3,46.43326989307228,1
54028,0,127.79869359449548,1
54028,1,0.0,1
54028,2,0.0,1
54028,3,127.79869359449548,1
54048,0,95.06134304671399,1
54048,1,0.0,1
54048,2,0.0,1
54048,3,95.06134304671399,1
54450,0,307.8456070154566,1
54450,1,0.0,1
54450,2,0.0,1
54450,3,307.8456070154566,1
54517,0,98.59392099153041,1
54517,1,0.0,1
54517,2,0.0,1
54517,3,98.59392099153041,1
54601,0,200.77057341917887,1
54601,1,0.0,1
54601,2,0.0,1
54601,3,200.77057341917887,1
54614,0,106.57247638127909,1
54614,1,0.0,1
54614,2,0.0,1
54614,3,106.57247638127909,1
54621,0,224.7495815833227,2
54621,1,0.0,2
54621,2,0.0,2
54621,3,51.25950921355127,2
54621,4,173.49007236977144,2
54787,0,474.9769709507531,3
54787,1,0.0,3
54787,2,0.0,3
54787,3,143.52002921785612,3
54787,4,331.456941732897,3
55064,0,210.48349300405545,1
55064,1,0.0,1
55064,2,0.0,1
55064,3,210.48349300405545,1
55104,0,210.9150997959242,2
55104,1,0.0,2
55104,2,0.0,2
55104,3,162.14045485804567,2
55104,4,48.77464493787853,2
55221,0,99.9283502562176,1
55221,1,0.0,1
55221,2,0.0,1
55221,3,99.9283502562176,1
55332,0,124.68383776808123,2
55332,1,0.0,2
55332,2,0.0,2
55332,3,65.37410147365175,2
55332,4,59.309736294429484,2
55380,0,69.68137066531021,1
55380,1,0.0,1
55380,2,0.0,1
55380,3,69.68137066531021,1
55542,0,115.418979506821,1
55542,1,0.0,1
55542,2,0.0,1
55542,3,115.418979506821,1
55641,0,75.68309469431433,1
55641,1,0.0,1
55641,2,0.0,1
55641,3,75.68309469431433,1
55734,0,55.99381938233161,1
55734,1,0.0,1
55734,2,0.0,1
