event_number,track_id,record_index,step_number,vlm,pdg,E0_keV,Eprime_k_keV,Et_E0_minus_Eprime_keV,stored_et_keV,theta_deg,cos_theta,q_gamma_keV_c,Q_keV_c,Q_signed_au,Q_absolute_au,px,py,pz
82,1,7,7,4,22,662.0,195.46274,466.53726,,122.590932,-0.538637,784.757991,-88.590385,-23.767468,23.767468,-0.158114,0.538637,-0.827569
90,1,7,7,4,22,662.0,374.429045,287.570955,,76.594251,0.231846,680.812069,-124.562685,-33.418295,33.418295,0.277024,-0.231846,0.932473
95,1,7,7,4,22,662.0,198.263016,463.736984,,139.265435,-0.757741,822.471497,-123.116829,-33.030394,33.030394,0.074533,0.757741,0.648285
251,1,7,7,4,22,662.0,536.743636,125.256364,,34.928584,0.819866,379.079,-20.693422,-5.551734,5.551734,0.556259,-0.819866,-0.135629
257,1,7,7,4,22,662.0,488.858198,173.141802,,43.396969,0.726611,454.894084,-32.950204,-8.840044,8.840044,0.636653,-0.726611,-0.258281
338,1,7,7,4,22,662.0,438.848501,223.151499,,52.591534,0.607493,527.121368,-47.234003,-12.672173,12.672173,0.785927,-0.607493,-0.1152
346,1,8,8,4,22,662.0,555.848933,106.151067,,25.097177,0.90559,284.163237,48.80583,13.09387,13.09387,0.242298,-0.90559,0.348136
545,1,7,7,4,22,662.0,594.349042,67.650958,,24.19731,0.912139,271.506507,-8.427983,-2.261101,2.261101,0.341144,-0.912139,0.227206
568,1,6,6,4,22,662.0,528.238322,133.761678,,36.434402,0.804537,393.187398,-22.752376,-6.10412,6.10412,0.574962,-0.804537,0.148791
728,1,10,10,4,22,662.0,227.194134,434.805866,,106.834827,-0.289614,759.590952,-87.288309,-23.418141,23.418141,0.835312,0.289614,0.46731
739,1,7,7,4,22,662.0,594.018809,67.981191,,24.264037,0.911661,272.209609,-8.488485,-2.277333,2.277333,0.407809,-0.911661,-0.050651
894,1,7,7,4,22,662.0,467.888448,194.111552,,47.174847,0.679763,485.860965,-38.775364,-10.402847,10.402847,0.70983,-0.679763,-0.184562
1127,1,7,7,4,22,662.0,602.865667,59.134333,,22.439194,0.924285,252.847836,-6.914713,-1.855113,1.855113,0.355808,-0.924285,-0.138195
1243,1,7,7,4,22,662.0,505.782272,156.217728,,40.395635,0.761588,429.019995,-28.441143,-7.630331,7.630331,0.627281,-0.761588,-0.162798
1302,1,6,6,4,22,662.0,550.015326,111.984674,,32.558902,0.842839,356.354682,-17.595283,-4.72055,4.72055,0.493197,-0.842839,-0.215359
1357,1,7,7,4,22,662.0,503.759984,158.240016,,40.752905,0.757532,432.158367,-28.970349,-7.772309,7.772309,0.597456,-0.757532,0.263042
1379,1,6,6,4,22,662.0,565.850215,96.149785,,29.67614,0.868838,327.886645,-14.097207,-3.782069,3.782069,0.490442,-0.868838,0.067735
1520,1,7,7,4,22,662.0,572.348455,89.651545,,28.467116,0.879091,315.691436,-12.729525,-3.41514,3.41514,0.395712,-0.879091,0.265728
1569,1,6,6,4,22,662.0,443.320059,218.679941,,52.561544,0.607909,527.220111,-51.657879,-13.859032,13.859032,0.673992,-0.607909,0.419739
1653,1,7,7,4,22,662.0,554.583324,107.416676,,31.73487,0.850491,348.307265,-16.563117,-4.443635,4.443635,0.502654,-0.850491,0.154932
1748,1,6,6,4,22,662.0,547.651295,114.348705,,32.983416,0.838828,360.471572,-18.136489,-4.865747,4.865747,0.5421,-0.838828,0.049947
1825,1,7,7,4,22,662.0,481.295206,180.704794,,44.74999,0.710185,466.191085,-35.021936,-9.395859,9.395859,0.644522,-0.710185,0.283244
1852,1,7,7,4,22,662.0,534.817859,127.182141,,35.270179,0.816438,382.302456,-21.154742,-5.675499,5.675499,0.563523,-0.816438,0.125978
1959,1,7,7,4,22,662.0,587.095812,74.904188,,25.641743,0.901517,286.640112,-9.786617,-2.625602,2.625602,0.384825,-0.901517,0.197928
2051,1,7,7,4,22,662.0,403.559013,258.440987,,37.228592,0.796228,419.129497,105.524849,28.31073,28.31073,-0.188612,-0.796228,0.574844
2086,3,29,0,4,22,662.0,29.625626,632.374374,,137.422417,-0.736362,684.108893,130.302087,34.95809,34.95809,0.273055,0.736362,0.619041
2262,1,6,6,4,22,662.0,305.949834,356.050166,,75.390226,0.252234,655.495834,-50.184543,-13.463758,13.463758,0.041358,-0.252234,0.966782
2262,6,12,0,4,22,662.0,22.158948,639.841052,,51.366781,0.624333,648.396538,180.05917,48.307168,48.307168,-0.780174,-0.624333,-0.039208
2312,1,7,7,4,22,662.0,583.105064,78.894936,,26.41947,0.895561,294.711491,-10.559885,-2.833058,2.833058,0.371204,-0.895561,0.245313
2511,1,7,7,4,22,662.0,610.936174,51.063826,,20.693811,0.935482,234.082535,-5.56941,-1.494189,1.494189,0.286855,-0.935482,-0.206367
2853,1,7,7,4,22,662.0,558.201665,103.798335,,31.078165,0.856464,341.841727,-15.758562,-4.227785,4.227785,0.410509,-0.856464,-0.312972
2970,1,7,7,4,22,662.0,400.956824,261.043176,,42.608035,0.736002,456.389348,64.084415,17.192885,17.192885,0.658335,-0.736002,-0.157786
3011,1,7,7,4,22,662.0,589.956999,72.043001,,25.077042,0.905739,280.745409,-9.243316,-2.479843,2.479843,0.395497,-0.905739,0.152379
3048,1,7,7,4,22,662.0,583.665314,78.334686,,26.310942,0.896402,293.58849,-10.45026,-2.803648,2.803648,0.436773,-0.896402,0.075456
3096,1,7,7,4,22,662.0,599.736679,62.263321,,23.093954,0.919863,259.826287,-7.459956,-2.001394,2.001394,0.338346,-0.919863,-0.198429
3106,1,7,7,4,22,662.0,408.469089,253.530911,,10.215417,0.984148,269.90912,345.037725,92.568433,92.568433,-0.000898,-0.984148,-0.177347
3130,1,7,7,4,22,662.0,621.516933,40.483067,,18.245908,0.949721,207.394515,-3.950901,-1.059967,1.059967,0.303568,-0.949721,0.076651
3189,1,7,7,4,22,662.0,443.296484,218.703516,,51.743959,0.619177,520.908575,-45.910888,-12.317201,12.317201,0.785173,-0.619177,0.011113
3321,1,7,7,4,22,662.0,623.814403,38.185597,,17.6834,0.95275,201.205706,-3.623298,-0.972076,0.972076,0.267744,-0.95275,0.143463
3447,1,7,7,4,22,662.0,571.5266,90.4734,,28.62106,0.877807,317.252351,-12.900202,-3.46093,3.46093,0.379975,-0.877807,0.291675
3498,1,7,7,4,22,662.0,611.339099,50.660901,,20.604243,0.936033,233.1134,-5.504652,-1.476815,1.476815,0.290031,-0.936033,-0.199307
3610,1,7,7,4,22,662.0,373.574809,288.425191,,37.97107,0.788322,433.460528,123.289791,33.076797,33.076797,-0.583146,-0.788322,0.196189
3783,1,7,7,4,22,662.0,332.819269,329.180731,,92.947664,-0.051424,756.090393,-155.570007,-41.737093,41.737093,0.995023,0.051424,0.085354
3846,1,7,7,4,22,662.0,614.217586,47.782414,,19.956718,0.939951,226.089986,-5.048996,-1.35457,1.35457,0.283793,-0.939951,0.189616
3924,1,7,7,4,22,662.0,475.422651,186.577349,,45.80753,0.697071,474.86077,-36.653586,-9.833606,9.833606,0.707388,-0.697071,0.11702
4205,1,7,7,4,22,662.0,604.428979,57.571021,,22.107795,0.926477,249.302788,-6.647132,-1.783325,1.783325,0.328624,-0.926477,0.183427
4236,1,7,7,4,22,662.0,581.585013,80.414987,,26.712903,0.89327,297.742358,-10.859044,-2.913318,2.913318,0.446265,-0.89327,-0.054001
4260,1,6,6,4,22,662.0,526.624975,135.375025,,36.71935,0.801574,395.827459,-23.149104,-6.210557,6.210557,0.538052,-0.801574,0.260729
4358,1,7,7,4,22,662.0,314.049652,347.950348,,64.168438,0.435727,596.401835,-0.075363,-0.020219,0.020219,-0.079006,-0.435727,0.896605
4574,1,7,7,4,22,662.0,587.930344,74.069656,,25.477677,0.902753,284.930415,-9.62718,-2.582827,2.582827,0.416006,-0.902753,0.109437
4764,1,7,7,4,22,662.0,556.363075,105.636925,,31.41233,0.853439,345.137461,-16.165921,-4.337073,4.337073,0.516526,-0.853439,0.069595
4775,1,7,7,4,22,662.0,627.328557,34.671443,,16.796286,0.957338,191.405979,-3.14001,-0.842417,0.842417,0.249516,-0.957338,-0.145758
4849,1,7,7,4,22,662.0,477.418253,184.581747,,45.447409,0.701564,471.924321,-36.096909,-9.684258,9.684258,0.708589,-0.701564,0.075566
4888,1,7,7,4,22,662.0,570.338106,91.661894,,28.843127,0.875944,319.499858,-13.148211,-3.527467,3.527467,0.47674,-0.875944,0.073768
4942,1,7,7,4,22,662.0,440.200606,221.799394,,52.333106,0.61107,525.236583,-46.830789,-12.563997,12.563997,0.787247,-0.61107,0.082676
5028,1,7,7,4,22,662.0,616.656972,45.343028,,19.396703,0.943242,219.991968,-4.672651,-1.253602,1.253602,0.269548,-0.943242,0.194008
5068,1,7,7,4,22,662.0,532.305715,129.694285,,35.715164,0.811929,386.481414,-21.760846,-5.838108,5.838108,0.519725,-0.811929,0.265815
5199,1,7,7,4,22,662.0,427.58864,234.41136,,61.08153,0.483565,589.335987,-91.415167,-24.525315,24.525315,0.330439,-0.483565,0.81054
5248,1,7,7,4,22,662.0,582.842818,79.157182,,26.4702,0.895166,295.236054,-10.611317,-2.846857,2.846857,0.368572,-0.895166,-0.250662
5381,1,7,7,4,22,662.0,587.549636,74.450364,,25.552587,0.90219,285.711334,-9.699815,-2.602315,2.602315,0.421452,-0.90219,0.091827
5388,1,7,7,4,22,662.0,570.305599,91.694401,,28.849191,0.875893,319.56117,-13.155014,-3.529292,3.529292,0.449142,-0.875893,-0.176306
5631,1,6,6,4,22,662.0,456.996392,205.003608,,49.176328,0.653733,501.537356,-41.89721,-11.240391,11.240391,0.733841,-0.653733,0.184691
5643,1,7,7,4,22,662.0,450.279284,211.720716,,50.427591,0.637053,511.080983,-43.853324,-11.765187,11.765187,0.751671,-0.637053,0.170745
5665,1,7,7,4,22,662.0,517.40508,144.59492,,38.345585,0.784283,410.710827,-25.452672,-6.828569,6.828569,0.557846,-0.784283,-0.271493
5865,1,7,7,4,22,662.0,452.401133,209.598867,,50.030815,0.642376,508.076048,-43.232926,-11.598744,11.598744,0.766236,-0.642376,0.015352
6106,1,7,7,4,22,662.0,499.02221,162.97779,,32.831038,0.840273,363.447705,47.419569,12.721957,12.721957,0.097459,-0.840273,-0.533332
6131,1,7,7,4,22,662.0,498.653128,163.346872,,41.656466,0.747143,440.025395,-30.318528,-8.134005,8.134005,0.565905,-0.747143,-0.348609
6317,1,6,6,4,22,662.0,508.803964,153.196036,,39.862238,0.767588,424.305362,-27.655426,-7.419535,7.419535,0.640835,-0.767588,-0.011827
6559,1,7,7,4,22,662.0,467.761112,194.238888,,47.198069,0.679466,486.045744,-38.811493,-10.41254,10.41254,0.699576,-0.679466,0.221178
6687,1,7,7,4,22,662.0,345.06121,316.93879,,54.401601,0.5821,539.789138,30.140594,8.086268,8.086268,0.394704,-0.5821,0.710893
6837,1,7,7,4,22,662.0,542.952172,119.047828,,33.823869,0.830753,368.563436,-19.226169,-5.158092,5.158092,0.536502,-0.830753,0.148377
7038,1,6,6,4,22,662.0,465.773481,196.226519,,47.561053,0.674804,488.925272,-39.376589,-10.564147,10.564147,0.736777,-0.674804,-0.042413
7225,1,8,8,4,22,662.0,511.835482,150.164518,,46.393259,0.689705,482.521736,-82.233693,-22.062063,22.062063,0.682594,-0.689705,0.241603
7481,1,6,6,4,22,662.0,490.753345,171.246655,,22.341041,0.924938,279.459689,173.399541,46.520489,46.520489,0.074727,-0.924938,0.372701
7651,1,7,7,4,22,662.0,184.899492,477.100508,,157.687201,-0.925125,836.007664,-126.381673,-33.906302,33.906302,-0.168492,0.925125,0.340227
7662,1,7,7,4,22,662.0,325.862537,336.137463,,96.207893,-0.108136,768.820486,-160.994964,-43.192528,43.192528,0.541891,0.108136,-0.833463
7764,1,7,7,4,22,662.0,516.068355,145.931645,,51.814555,0.618209,531.191373,-125.21112,-33.592261,33.592261,0.785947,-0.618209,0.010268
7827,1,7,7,4,22,662.0,459.153735,202.846265,,13.264476,0.973321,239.510122,313.021811,83.979044,83.979044,0.029883,-0.973321,-0.227492
7958,1,7,7,4,22,662.0,617.513373,44.486627,,19.197451,0.944391,217.817116,-4.542717,-1.218743,1.218743,0.323458,-0.944391,0.059166
8164,1,6,6,4,22,662.0,546.726054,115.273946,,33.149238,0.837249,362.074308,-18.349592,-4.922919,4.922919,0.475231,-0.837249,-0.270498
8189,1,7,7,4,22,662.0,619.484123,42.515877,,18.733343,0.947024,212.741,-4.24814,-1.139712,1.139712,0.26567,-0.947024,-0.18046
8192,1,7,7,4,22,662.0,539.754139,122.245861,,34.393625,0.825176,374.004083,-19.978103,-5.359825,5.359825,0.459268,-0.825176,0.328872
8256,1,7,7,4,22,662.0,606.897214,55.102786,,21.578313,0.929916,243.621107,-6.231391,-1.671789,1.671789,0.367413,-0.929916,-0.016257
8866,1,7,7,4,22,662.0,534.712198,127.287802,,35.288909,0.816249,382.478811,-21.180137,-5.682312,5.682312,0.486117,-0.816249,0.312133
9241,1,7,7,4,22,662.0,610.395784,51.604216,,20.813543,0.934742,235.377127,-5.65663,-1.517589,1.517589,0.345002,-0.934742,-0.085039
9293,1,7,7,4,22,662.0,525.115397,136.884603,,36.985831,0.798784,398.287785,-23.522057,-6.310614,6.310614,0.534845,-0.798784,0.275471
9325,1,6,6,4,22,662.0,317.070932,344.929068,,44.583836,0.712224,489.678396,115.108791,30.881958,30.881958,-0.351121,-0.712224,0.607825
9346,1,7,7,4,22,662.0,584.141058,77.858942,,26.218621,0.897115,292.632335,-10.357442,-2.778746,2.778746,0.428906,-0.897115,0.105947
9388,1,7,7,4,22,662.0,517.694371,144.305629,,38.294588,0.784835,410.248891,-25.379471,-6.80893,6.80893,0.605221,-0.784835,-0.133199
9814,1,7,7,4,22,662.0,624.307223,37.692777,,17.561021,0.953396,199.856651,-3.554206,-0.95354,0.95354,0.295113,-0.953396,-0.062801
9863,1,7,7,4,22,662.0,527.590424,134.409576,,36.548853,0.803349,394.248942,-22.911464,-6.146801,6.146801,0.541895,-0.803349,0.246941
9922,1,7,7,4,22,662.0,318.045733,343.954267,,32.411723,0.844218,428.839203,195.432457,52.431589,52.431589,-0.001436,-0.844218,-0.535998
9922,5,16,0,4,22,662.0,39.614634,622.385366,,77.951897,0.208733,654.878102,158.206935,42.444541,42.444541,-0.862125,-0.208733,-0.461704
10103,1,7,7,4,22,662.0,574.623753,87.376247,,28.039219,0.882626,311.340557,-12.260558,-3.289323,3.289323,0.366109,-0.882626,-0.294848
10146,1,7,7,4,22,662.0,512.083513,149.916487,,39.283761,0.77402,419.153046,-26.80957,-7.192605,7.192605,0.617852,-0.77402,-0.138391
10277,1,7,7,4,22,662.0,628.621856,33.378144,,16.460748,0.959014,187.687214,-2.967777,-0.79621,0.79621,0.272814,-0.959014,0.076579
10433,1,7,7,4,22,662.0,509.685404,152.314596,,39.706724,0.769325,422.92425,-27.427375,-7.358352,7.358352,0.566967,-0.769325,-0.294428
10464,1,7,7,4,22,662.0,574.086987,87.913013,,28.140396,0.881795,312.370941,-12.370719,-3.318878,3.318878,0.378861,-0.881795,-0.280896
10622,1,7,7,4,22,662.0,509.128639,152.871361,,39.804951,0.768228,423.796945,-27.571364,-7.396982,7.396982,0.618038,-0.768228,0.166896
10896,1,6,6,4,22,662.0,525.830471,136.169529,,36.859616,0.800108,397.123536,-23.345184,-6.263162,6.263162,0.575756,-0.800108,-0.168322
10911,1,6,6,4,22,662.0,496.032505,165.967495,,14.413949,0.968523,219.585763,276.431567,74.162432,74.162432,0.248804,-0.968523,-0.007792
11032,1,6,6,4,22,662.0,511.277832,150.722168,,39.425842,0.772447,420.422287,-27.016697,-7.248174,7.248174,0.574443,-0.772447,0.270815
11161,1,7,7,4,22,662.0,578.660568,83.339432,,27.273441,0.88883,303.509767,-11.441607,-3.069611,3.069611,0.456337,-0.88883,-0.04169
11221,1,7,7,4,22,662.0,301.952719,360.047281,,81.795235,0.142711,687.288563,-75.948628,-20.375875,20.375875,0.124666,-0.142711,-0.981882
11390,1,7,7,4,22,662.0,577.211663,84.788337,,27.549316,0.886613,306.337327,-11.733597,-3.147948,3.147948,0.461774,-0.886613,-0.026111
11414,1,7,7,4,22,662.0,502.482157,159.517843,,25.918811,0.899414,303.914831,116.254627,31.189368,31.189368,0.204764,-0.899414,0.386168
11775,1,7,7,4,22,662.0,241.270556,420.729444,,110.002247,-0.342057,778.282035,-112.900868,-30.289605,30.289605,0.30613,0.342057,0.888415
11818,1,7,7,4,22,662.0,577.447295,84.552705,,27.504531,0.886974,305.878799,-11.685961,-3.135168,3.135168,0.38379,-0.886974,-0.25687
12077,1,7,7,4,22,662.0,590.893761,71.106239,,22.466558,0.924103,253.838166,16.224435,4.352772,4.352772,0.335176,-0.924103,-0.183552
12253,1,7,7,4,22,662.0,629.926,32.074,,16.116963,0.960697,183.870334,-2.797274,-0.750467,0.750467,0.271468,-0.960697,0.058019
12285,1,7,7,4,22,662.0,524.320871,137.679129,,40.770632,0.75733,432.917245,-53.947113,-14.473199,14.473199,0.620762,-0.75733,0.202746
12295,1,8,8,4,22,662.0,175.64002,486.35998,,130.097614,-0.644092,786.686263,-77.423099,-20.771453,20.771453,0.247737,0.644092,0.723721
12463,1,6,6,4,22,662.0,511.658783,150.341217,,39.358659,0.773191,419.822436,-26.918706,-7.221884,7.221884,0.632092,-0.773191,0.051325
12472,1,7,7,4,22,662.0,546.287942,115.712058,,33.227695,0.8365,362.831574,-18.450748,-4.950058,4.950058,0.429311,-0.8365,0.34053
12827,1,7,7,4,22,662.0,594.683916,67.316084,,24.129544,0.912624,270.792072,-8.366767,-2.244678,2.244678,0.402864,-0.912624,-0.069418
12849,1,7,7,4,22,662.0,542.20593,119.79407,,33.956966,0.829457,369.837664,-19.400888,-5.204966,5.204966,0.469857,-0.829457,0.302051
12922,1,7,7,4,22,662.0,502.669801,159.330199,,55.253509,0.569946,558.212981,-133.252247,-35.749574,35.749574,0.702957,-0.569946,-0.425455
13194,1,7,7,4,22,662.0,330.351505,331.648495,,98.183828,-0.14235,780.793014,-173.344897,-46.505829,46.505829,0.775331,0.14235,0.615303
13516,1,10,10,4,22,662.0,212.596191,449.403809,,113.936935,-0.405731,773.075153,-89.483215,-24.007001,24.007001,0.77357,0.405731,-0.486798
13973,1,7,7,4,22,662.0,556.77144,105.22856,,31.338196,0.854112,344.40733,-16.075181,-4.312729,4.312729,0.492246,-0.854112,0.167888
13986,1,7,7,4,22,662.0,510.848681,151.151319,,52.331669,0.61109,534.688295,-122.889285,-32.969347,32.969347,0.789026,-0.61109,0.06331
14004,1,6,6,4,22,662.0,478.650202,183.349798,,48.576555,0.661619,498.056695,-60.913725,-16.342236,16.342236,0.729698,-0.661619,0.172629
14046,1,7,7,4,22,662.0,262.185351,399.814649,,85.19112,0.083832,691.291671,-50.104469,-13.442275,13.442275,0.089783,-0.083832,0.992427
14079,1,7,7,4,22,662.0,608.894963,53.105037,,21.143768,0.932678,238.942204,-5.90107,-1.583168,1.583168,0.355922,-0.932678,-0.058574
14086,1,7,7,4,22,662.0,199.499679,462.500321,,152.952985,-0.890634,844.567313,-142.450823,-38.217414,38.217414,0.094125,0.890634,0.444873
14111,1,8,8,4,22,662.0,533.50145,128.49855,,46.06884,0.693794,482.496201,-105.158409,-28.21242,28.21242,0.718613,-0.693794,0.047386
14320,1,7,7,4,22,662.0,610.033122,51.966878,,20.893646,0.934244,236.242656,-5.715401,-1.533356,1.533356,0.328713,-0.934244,-0.138334
14459,1,7,7,4,22,662.0,533.130019,128.869981,,35.569224,0.813413,385.113376,-21.561431,-5.784608,5.784608,0.581426,-0.813413,-0.017384
14501,1,6,6,4,22,662.0,518.00849,143.99151,,38.239214,0.785433,409.746952,-25.300055,-6.787624,6.787624,0.589346,-0.785433,0.189117
14552,1,7,7,4,22,662.0,471.177509,190.822491,,46.576376,0.687387,481.075247,-37.84523,-10.153306,10.153306,0.725575,-0.687387,0.03224
14669,1,7,7,4,22,662.0,320.899739,341.100261,,27.511426,0.886919,405.455754,227.164242,60.94475,60.94475,-0.320877,-0.886919,-0.332285
14685,1,7,7,4,22,662.0,628.304629,33.695371,,16.543534,0.958604,188.605338,-3.009736,-0.807467,0.807467,0.27334,-0.958604,-0.079776
14731,1,7,7,4,22,662.0,593.507611,68.492389,,24.367137,0.91092,273.295225,-8.5824,-2.302529,2.302529,0.411388,-0.91092,0.031371
14832,1,8,8,4,22,662.0,90.443336,571.556664,,95.563956,-0.096957,676.782299,93.158931,24.99314,24.99314,-0.953273,0.096957,0.286128
14905,1,6,6,4,22,662.0,515.507287,146.492713,,38.68013,0.780647,413.733426,-25.934327,-6.95779,6.95779,0.593957,-0.780647,-0.194436
15090,1,7,7,4,22,662.0,445.069962,216.930038,,32.220312,0.846004,371.219813,113.003598,30.317166,30.317166,0.529551,-0.846004,0.062067
15431,1,7,7,4,22,662.0,421.281136,240.718864,,23.306728,0.9184,321.65222,221.597303,59.451224,59.451224,0.062965,-0.9184,0.390611
15477,1,8,8,4,22,662.0,284.672094,377.327906,,23.659565,0.915946,417.201129,253.56156,68.026753,68.026753,0.306278,-0.915946,-0.259301
15486,1,7,7,4,22,662.0,595.064112,66.935888,,24.052482,0.913173,269.979157,-8.297432,-2.226076,2.226076,0.404885,-0.913173,0.046732
15512,1,7,7,4,22,662.0,582.121933,79.878067,,26.609423,0.894081,296.674428,-10.753086,-2.884891,2.884891,0.349684,-0.894081,0.279894
15556,1,7,7,4,22,662.0,234.17915,427.82085,,83.77052,0.108511,677.81984,-16.381068,-4.394794,4.394794,-0.796726,-0.108511,0.594519
15790,1,7,7,4,22,662.0,249.707487,412.292513,,126.557502,-0.595629,835.176884,-165.328737,-44.355214,44.355214,0.556517,0.595629,-0.579236
15997,1,6,6,4,22,662.0,512.394396,149.605604,,39.228941,0.774625,418.662677,-26.729766,-7.171194,7.171194,0.589834,-0.774625,-0.228147
16063,1,7,7,4,22,662.0,443.026869,218.973131,,27.723877,0.8852,339.539819,159.779861,42.866534,42.866534,0.171747,-0.8852,-0.432347
16065,1,7,7,4,22,662.0,552.687649,109.312351,,32.077473,0.847331,351.662018,-16.989256,-4.557962,4.557962,0.508577,-0.847331,0.152904
16105,1,6,6,4,22,662.0,504.518057,157.481943,,40.618948,0.759056,430.983485,-28.771658,-7.719003,7.719003,0.649895,-0.759056,-0.038339
16177,1,7,7,4,22,662.0,623.788211,38.211789,,17.689887,0.952715,201.277187,-3.626982,-0.973065,0.973065,0.286172,-0.952715,0.102175
16373,1,7,7,4,22,662.0,591.996696,70.003304,,24.670525,0.908723,276.484514,-8.861816,-2.377492,2.377492,0.35129,-0.908723,0.225428
16546,1,7,7,4,22,662.0,435.663402,226.336598,,53.203097,0.59898,531.548461,-48.187293,-12.927926,12.927926,0.800476,-0.59898,-0.021469
16552,1,7,7,4,22,662.0,495.731846,166.268154,,42.1744,0.741105,444.489359,-31.097186,-8.342907,8.342907,0.669996,-0.741105,0.04324
16768,1,7,7,4,22,662.0,631.176192,30.823808,,15.781935,0.962304,180.144307,-2.636886,-0.707437,0.707437,0.265951,-0.962304,-0.056935
16849,1,7,7,4,22,662.0,305.93397,356.06603,,98.146265,-0.141701,767.617325,-146.77683,-39.378016,39.378016,0.907979,0.141701,0.394328
16875,1,7,7,4,22,662.0,575.602861,86.397139,,27.854285,0.884139,309.454606,-12.060375,-3.235617,3.235617,0.441264,-0.884139,0.153574
16998,1,7,7,4,22,662.0,610.331482,51.668518,,20.82776,0.934654,235.530781,-5.667037,-1.520381,1.520381,0.355507,-0.934654,0.006129
17041,1,6,6,4,22,662.0,567.788529,94.211471,,29.317397,0.871921,324.283394,-13.684937,-3.671463,3.671463,0.472774,-0.871921,0.127433
17121,1,7,7,4,22,662.0,197.93026,464.06974,,117.909182,-0.468071,774.650265,-81.200358,-21.784835,21.784835,-0.548237,0.468071,0.69307
17185,1,7,7,4,22,662.0,609.221599,52.778401,,21.072181,0.933128,238.170045,-5.847596,-1.568822,1.568822,0.354257,-0.933128,-0.06143
17208,1,7,7,4,22,662.0,579.916894,82.083106,,27.033262,0.890743,301.042176,-11.190222,-3.002168,3.002168,0.439456,-0.890743,-0.115997
17221,1,7,7,4,22,662.0,590.282211,71.717789,,25.012454,0.906216,280.069394,-9.182162,-2.463436,2.463436,0.392185,-0.906216,0.157999
17405,1,7,7,4,22,662.0,560.833476,101.166524,,30.598008,0.86076,337.085498,-15.180785,-4.072776,4.072776,0.505671,-0.86076,0.05822
17424,1,7,7,4,22,662.0,537.192303,124.807697,,34.848934,0.820661,378.325462,-20.586361,-5.523011,5.523011,0.532734,-0.820661,-0.206663
17464,1,7,7,4,22,662.0,540.948881,121.051119,,34.180962,0.827267,371.977624,-19.696224,-5.284201,5.284201,0.508843,-0.827267,-0.238134
17492,1,7,7,4,22,662.0,591.407092,70.592908,,24.788387,0.907862,277.721365,-8.971591,-2.406943,2.406943,0.405695,-0.907862,-0.105817
17571,1,7,7,4,22,662.0,547.980214,114.019786,,32.924424,0.839388,359.900659,-18.060905,-4.845469,4.845469,0.537187,-0.839388,-0.082812
17646,1,7,7,4,22,662.0,189.75156,472.24844,,124.677067,-0.56895,785.612927,-85.633625,-22.974214,22.974214,-0.572846,0.56895,0.590037
17667,1,7,7,4,22,662.0,572.486871,89.513129,,28.441157,0.879307,315.427999,-12.700846,-3.407446,3.407446,0.456146,-0.879307,-0.136933
17686,1,7,7,4,22,662.0,620.528582,41.471418,,18.484049,0.948412,210.008518,-4.094568,-1.098511,1.098511,0.31573,-0.948412,-0.028801
18038,1,7,7,4,22,662.0,604.171656,57.828344,,22.162549,0.926117,249.889093,-6.690951,-1.795081,1.795081,0.330355,-0.926117,0.182133
18085,1,7,7,4,22,662.0,476.280888,185.719112,,45.652557,0.699008,473.599109,-36.413903,-9.769302,9.769302,0.701734,-0.699008,0.137686
18254,1,7,7,4,22,662.0,491.64786,170.35214,,44.178688,0.71717,461.655487,-42.267343,-11.339692,11.339692,0.693348,-0.71717,-0.070257
18260,1,7,7,4,22,662.0,598.409018,63.590982,,23.368545,0.917973,262.74257,-7.695126,-2.064487,2.064487,0.351923,-0.917973,-0.182965
18332,1,7,7,4,22,662.0,184.994822,477.005178,,76.717122,0.229759,645.129067,55.266289,14.827114,14.827114,0.898764,-0.229759,-0.37341
18359,1,8,8,4,22,662.0,503.691664,158.308336,,53.825466,0.590247,546.187541,-124.984278,-33.531402,33.531402,0.807047,-0.590247,0.016823
18366,1,6,6,4,22,662.0,536.760496,125.239504,,34.925592,0.819896,379.0507,-20.689396,-5.550654,5.550654,0.562817,-0.819896,-0.104916
18521,1,7,7,4,22,662.0,522.368773,139.631227,,37.470408,0.793668,402.740225,-24.204902,-6.493811,6.493811,0.526879,-0.793668,-0.304122
18640,1,7,7,4,22,662.0,629.295097,32.704903,,16.283979,0.959884,185.72547,-2.879356,-0.772488,0.772488,0.2415,-0.959884,-0.142481
18700,1,7,7,4,22,662.0,445.824294,216.175706,,7.652187,0.991095,228.009867,370.47316,99.392377,99.392377,-0.110704,-0.991095,-0.074001
18878,1,7,7,4,22,662.0,561.592149,100.407851,,30.459171,0.861991,335.705736,-15.015409,-4.028408,4.028408,0.399854,-0.861991,0.311591
18883,1,7,7,4,22,662.0,458.214041,203.785959,,48.950963,0.656705,499.797482,-41.5451,-11.145926,11.145926,0.747172,-0.656705,0.102339
18884,1,7,7,4,22,662.0,445.482754,216.517246,,51.330002,0.624834,517.84155,-45.264083,-12.143673,12.143673,0.735863,-0.624834,-0.260936
19286,1,7,7,4,22,662.0,593.918576,68.081424,,24.284271,0.911516,272.422735,-8.506874,-2.282266,2.282266,0.389154,-0.911516,-0.133032
19305,1,7,7,4,22,662.0,485.236496,176.763504,,44.043748,0.718809,460.322986,-33.938074,-9.105075,9.105075,0.648343,-0.718809,0.250929
