event_number,track_id,record_index,step_number,vlm,pdg,E0_keV,Eprime_k_keV,Et_E0_minus_Eprime_keV,stored_et_keV,theta_deg,cos_theta,q_gamma_keV_c,Q_keV_c,Q_signed_au,Q_absolute_au,px,py,pz
40947,1,7,7,4,22,662.0,429.269046,232.730954,,54.443282,0.581509,540.383405,-50.115519,-13.44524,13.44524,0.813535,-0.581509,0.002835
41025,1,7,7,4,22,662.0,511.927144,150.072856,,39.311335,0.773715,419.399563,-26.849736,-7.20338,7.20338,0.617482,-0.773715,-0.141706
41151,1,7,7,4,22,662.0,636.142479,25.857521,,14.390536,0.968624,164.605412,-2.030781,-0.544828,0.544828,0.248079,-0.968624,0.01496
41176,1,7,7,4,22,662.0,593.060118,68.939882,,24.457199,0.910271,274.242805,-8.664871,-2.324655,2.324655,0.364489,-0.910271,-0.196354
41248,1,7,7,4,22,662.0,481.161449,180.838551,,44.774006,0.70989,466.389522,-35.058879,-9.40577,9.40577,0.669289,-0.70989,-0.219336
41428,1,7,7,4,22,662.0,611.391978,50.608022,,20.592469,0.936106,232.985966,-5.496171,-1.47454,1.47454,0.348449,-0.936106,-0.047848
41475,1,6,6,4,22,662.0,308.811832,353.188168,,106.907072,-0.29082,807.784334,-180.467242,-48.416647,48.416647,0.954741,0.29082,-0.062391
41601,1,8,8,4,22,662.0,533.622684,128.377316,,48.475999,0.662934,504.602417,-122.296265,-32.810249,32.810249,0.746704,-0.662934,0.054329
41720,1,7,7,4,22,662.0,570.035547,91.964453,,28.899557,0.875468,320.070197,-13.211571,-3.544466,3.544466,0.465851,-0.875468,0.128599
41836,1,7,7,4,22,662.0,600.973987,61.026013,,22.836352,0.921617,257.084862,-7.242825,-1.943141,1.943141,0.365061,-0.921617,0.131729
41855,1,7,7,4,22,662.0,607.375256,54.624744,,21.474835,0.930578,242.50821,-6.15184,-1.650446,1.650446,0.317918,-0.930578,-0.181526
42052,1,7,7,4,22,662.0,606.719108,55.280892,,21.616788,0.929669,244.034687,-6.261111,-1.679762,1.679762,0.306686,-0.929669,0.204108
42168,1,7,7,4,22,662.0,189.488806,472.511194,,160.007722,-0.939739,842.564325,-134.712683,-36.141387,36.141387,0.119358,0.939739,-0.320382
42214,1,7,7,4,22,662.0,584.963139,77.036861,,26.058731,0.898344,290.974538,-10.197645,-2.735875,2.735875,0.409816,-0.898344,0.158203
42297,1,7,7,4,22,662.0,589.314185,72.685815,,25.20446,0.904794,282.077954,-9.364555,-2.512369,2.512369,0.394963,-0.904794,0.159224
42384,1,7,7,4,22,662.0,642.076432,19.923568,,12.565492,0.976048,144.079116,-1.377386,-0.369532,0.369532,0.21682,-0.976048,-0.017877
42395,1,8,8,4,22,662.0,480.43921,181.56079,,28.131523,0.881868,328.798606,117.7721,31.596483,31.596483,0.420123,-0.881868,-0.214025
42419,1,7,7,4,22,662.0,531.300445,130.699555,,35.893056,0.810113,388.145634,-22.004741,-5.903541,5.903541,0.569544,-0.810113,-0.139057
42424,1,6,6,4,22,662.0,500.022037,161.977963,,37.881225,0.789285,407.10701,-0.239051,-0.064134,0.064134,0.57073,-0.789285,-0.226487
42452,1,7,7,4,22,662.0,600.147874,61.852126,,23.00853,0.920447,258.917792,-7.387578,-1.981976,1.981976,0.388345,-0.920447,-0.044339
42465,1,7,7,4,22,662.0,485.702484,176.297516,,43.960417,0.71982,459.626469,-33.810531,-9.070857,9.070857,0.626646,-0.71982,-0.298621
42512,1,7,7,4,22,662.0,606.676766,55.323234,,21.625928,0.92961,244.132924,-6.268183,-1.681659,1.681659,0.342576,-0.92961,-0.135893
42647,1,7,7,4,22,662.0,535.202947,126.797053,,35.201907,0.817126,381.659278,-21.062263,-5.650688,5.650688,0.563891,-0.817126,0.119719
42711,1,7,7,4,22,662.0,569.410681,92.589319,,29.015972,0.874485,321.2458,-13.342712,-3.579649,3.579649,0.379759,-0.874485,0.301762
42762,1,7,7,4,22,662.0,547.501628,114.498372,,33.010251,0.838573,360.731152,-18.170911,-4.874982,4.874982,0.487068,-0.838573,0.244048
43093,1,7,7,4,22,662.0,479.983987,182.016013,,44.98555,0.707285,468.13438,-35.384532,-9.493138,9.493138,0.698795,-0.707285,0.106926
43758,1,7,7,4,22,662.0,514.039824,147.960176,,38.93883,0.777817,416.061523,-26.308478,-7.058169,7.058169,0.581949,-0.777817,-0.237351
44091,1,7,7,4,22,662.0,589.504226,72.495774,,25.166824,0.905073,281.684505,-9.328662,-2.50274,2.50274,0.424414,-0.905073,-0.02673
44095,1,7,7,4,22,662.0,459.114276,202.885724,,48.784621,0.658891,498.509162,-41.285274,-11.076218,11.076218,0.748399,-0.658891,0.075905
44186,1,6,6,4,22,662.0,264.261159,397.738841,,95.028604,-0.087653,733.993303,-90.094196,-24.170918,24.170918,0.087642,0.087653,-0.992288
44274,1,7,7,4,22,662.0,233.02833,428.97167,,94.128684,-0.071997,717.467307,-53.208202,-14.27496,14.27496,-0.871936,0.071997,-0.484298
44374,1,8,8,4,22,662.0,370.850453,291.149547,,33.976152,0.82927,410.606126,157.033028,42.1296,42.1296,0.460408,-0.82927,-0.316757
44774,1,7,7,4,22,662.0,555.38849,106.61151,,31.589061,0.851827,346.875691,-16.383076,-4.395333,4.395333,0.446884,-0.851827,-0.273287
44872,1,6,6,4,22,662.0,512.67423,149.32577,,39.179599,0.775169,418.220991,-26.657988,-7.151937,7.151937,0.631649,-0.775169,-0.01146
44936,1,7,7,4,22,662.0,491.696716,170.303284,,42.891374,0.732645,450.613797,-32.181479,-8.633807,8.633807,0.677926,-0.732645,-0.060386
45117,1,7,7,4,22,662.0,638.589438,23.410562,,13.662908,0.971702,156.440396,-1.751477,-0.469895,0.469895,0.236163,-0.971702,-0.004653
45213,1,7,7,4,22,662.0,601.357621,60.642379,,22.756138,0.92216,256.230126,-7.175905,-1.925187,1.925187,0.379378,-0.92216,0.075458
45262,1,7,7,4,22,662.0,565.795201,96.204799,,29.6863,0.86875,327.988502,-14.10896,-3.785222,3.785222,0.391354,-0.86875,-0.303506
45367,1,7,7,4,22,662.0,547.604748,114.395252,,37.243001,0.796076,401.169625,-54.870955,-14.721052,14.721052,0.600497,-0.796076,0.075273
45367,6,17,0,4,22,662.0,24.613658,637.386342,,10.896791,0.981969,637.847115,191.707302,51.432186,51.432186,0.183252,-0.981969,0.04642
45370,1,7,7,4,22,662.0,560.433497,101.566503,,30.671127,0.860109,337.811336,-15.268187,-4.096225,4.096225,0.503222,-0.860109,-0.08354
45401,1,7,7,4,22,662.0,200.373631,461.626369,,127.659069,-0.610962,800.298989,-105.395811,-28.276111,28.276111,-0.445784,0.610962,-0.654219
45506,1,6,6,4,22,662.0,530.469398,131.530602,,36.040049,0.808606,389.518019,-22.206948,-5.95779,5.95779,0.521716,-0.808606,-0.271972
45560,1,7,7,4,22,662.0,544.183698,117.816302,,33.604007,0.832883,366.454206,-18.938825,-5.081002,5.081002,0.500429,-0.832883,-0.236384
45723,1,7,7,4,22,662.0,616.430814,45.569186,,19.449086,0.942938,220.563276,-4.707156,-1.262859,1.262859,0.332885,-0.942938,-0.007495
45790,1,8,8,4,22,662.0,402.743389,259.256611,,13.556256,0.97214,286.478116,319.205091,85.637926,85.637926,0.233713,-0.97214,0.01793
45802,1,7,7,4,22,662.0,459.400709,202.599291,,45.150629,0.705245,469.393171,-14.138972,-3.793274,3.793274,0.035092,-0.705245,-0.708094
45848,1,7,7,4,22,662.0,515.610243,146.389757,,38.661981,0.780845,413.569793,-25.908132,-6.950762,6.950762,0.621883,-0.780845,-0.059514
45854,1,7,7,4,22,662.0,550.290766,111.709234,,32.509359,0.843304,355.872937,-17.532535,-4.703716,4.703716,0.451711,-0.843304,-0.291197
45905,1,7,7,4,22,662.0,596.041159,65.958841,,23.853825,0.91458,267.881242,-8.120063,-2.178491,2.178491,0.358342,-0.91458,0.18744
45923,1,7,7,4,22,662.0,635.856856,26.143144,,14.473487,0.968263,165.534587,-2.064242,-0.553805,0.553805,0.239555,-0.968263,0.071271
46103,1,7,7,4,22,662.0,532.141575,129.858425,,8.467635,0.989099,156.663425,345.236555,92.621776,92.621776,-0.146905,-0.989099,0.01009
46384,1,8,8,4,22,662.0,219.208884,442.791116,,85.519642,0.078117,680.899656,-8.144974,-2.185174,2.185174,-0.620629,-0.078117,-0.780203
46443,1,7,7,4,22,662.0,435.277643,226.722357,,50.511306,0.635926,511.098498,-28.870585,-7.745544,7.745544,0.703869,-0.635926,0.316492
46637,1,7,7,4,22,662.0,521.479411,140.520589,,37.627256,0.791999,404.175421,-24.427178,-6.553444,6.553444,0.608642,-0.791999,-0.047876
46693,1,7,7,4,22,662.0,484.001283,177.998717,,44.264806,0.716122,462.166467,-34.276778,-9.195944,9.195944,0.697882,-0.716122,0.011403
47184,1,6,6,4,22,662.0,512.66744,149.33256,,39.180796,0.775156,418.231712,-26.659729,-7.152404,7.152404,0.623212,-0.775156,-0.103631
47212,1,7,7,4,22,662.0,442.003251,219.996749,,30.258983,0.863757,357.952421,135.083235,36.240801,36.240801,-0.240081,-0.863757,-0.443042
47421,1,6,6,4,22,662.0,480.861637,181.138363,,44.827846,0.709228,466.834145,-35.141722,-9.427996,9.427996,0.704963,-0.709228,-0.004679
47729,1,7,7,4,22,662.0,567.520291,94.479709,,29.367134,0.871495,324.783732,-13.741774,-3.686711,3.686711,0.48229,-0.871495,-0.088839
47808,1,7,7,4,22,662.0,273.104194,388.895806,,56.997759,0.544672,562.033841,72.566338,19.468457,19.468457,-0.697712,-0.544672,0.465329
47907,1,6,6,4,22,662.0,510.642646,151.357354,,39.53787,0.771204,421.421327,-27.180303,-7.292067,7.292067,0.630565,-0.771204,-0.087363
48020,1,7,7,4,22,662.0,566.223895,95.776105,,29.607097,0.869434,327.194183,-14.017446,-3.76067,3.76067,0.405732,-0.869434,-0.281899
48047,1,7,7,4,22,662.0,542.398175,119.601825,,33.922687,0.829791,369.509676,-19.355834,-5.192879,5.192879,0.540334,-0.829791,0.139589
48124,1,7,7,4,22,662.0,473.817852,188.182148,,52.87817,0.603512,533.050993,-86.127976,-23.106841,23.106841,0.74517,-0.603512,0.283716
48149,1,7,7,4,22,662.0,256.347006,405.652994,,61.796175,0.47261,586.13349,60.587642,16.254753,16.254753,-0.598903,-0.47261,0.646495
48177,1,7,7,4,22,662.0,593.762201,68.237799,,24.31582,0.91129,272.75498,-8.535588,-2.28997,2.28997,0.336488,-0.91129,-0.237333
48199,1,7,7,4,22,662.0,260.725897,401.274103,,125.743393,-0.584156,841.35207,-176.959909,-47.475682,47.475682,0.542848,0.584156,-0.603388
48204,1,7,7,4,22,662.0,296.299368,365.700632,,54.479492,0.580994,545.997285,69.261343,18.581777,18.581777,-0.543189,-0.580994,0.606128
48288,1,7,7,4,22,662.0,604.222851,57.777149,,22.151662,0.926189,249.772534,-6.682226,-1.792741,1.792741,0.321734,-0.926189,0.196624
48311,1,7,7,4,22,662.0,626.607706,35.392294,,16.981098,0.956401,193.451445,-3.237343,-0.86853,0.86853,0.275965,-0.956401,0.095605
48615,1,7,7,4,22,662.0,425.069715,236.930285,,55.267311,0.569748,546.14851,-51.392105,-13.787729,13.787729,0.821713,-0.569748,0.013232
48811,1,7,7,4,22,662.0,568.292584,93.707416,,29.223854,0.872719,323.3417,-13.578322,-3.64286,3.64286,0.434042,-0.872719,0.223537
48916,1,7,7,4,22,662.0,459.699014,202.300986,,14.458285,0.96833,245.360068,298.642819,80.121377,80.121377,-0.153002,-0.96833,-0.197302
48921,1,7,7,4,22,662.0,194.462919,467.537081,,80.781444,0.160201,659.403579,32.612665,8.749488,8.749488,-0.986306,-0.160201,0.039202
49070,1,6,6,4,22,662.0,508.271503,153.728497,,39.956197,0.766536,425.138376,-27.79344,-7.456562,7.456562,0.630153,-0.766536,-0.123818
49112,1,7,7,4,22,662.0,546.158376,115.841624,,19.149993,0.944663,231.158377,140.500952,37.694292,37.694292,0.065644,-0.944663,0.321407
49131,1,7,7,4,22,662.0,637.391248,24.608752,,14.023127,0.970198,160.485767,-1.886575,-0.50614,0.50614,0.238454,-0.970198,-0.043077
49237,1,7,7,4,22,662.0,341.395828,320.604172,,76.47112,0.233935,670.115208,-90.579147,-24.301023,24.301023,0.613819,-0.233935,-0.75399
49368,1,7,7,4,22,662.0,390.228686,271.771314,,51.991245,0.615782,521.891606,5.153786,1.382683,1.382683,0.780814,-0.615782,0.105554
49377,1,7,7,4,22,662.0,619.93534,42.06466,,18.625937,0.947624,211.564237,-4.181576,-1.121854,1.121854,0.316307,-0.947624,-0.04426
49405,1,7,7,4,22,662.0,611.530938,50.469062,,20.561508,0.936296,232.650807,-5.473904,-1.468566,1.468566,0.292028,-0.936296,0.195115
49488,1,7,7,4,22,662.0,631.534936,30.465064,,15.684761,0.962764,179.062416,-2.591425,-0.69524,0.69524,0.240669,-0.962764,0.123145
49604,1,7,7,4,22,662.0,556.09711,105.90289,,31.460587,0.852999,345.61242,-16.225099,-4.35295,4.35295,0.45837,-0.852999,0.249577
49663,1,6,6,4,22,662.0,436.690878,225.309122,,45.572217,0.70001,473.510514,6.392378,1.714979,1.714979,0.609744,-0.70001,-0.37175
49838,1,7,7,4,22,662.0,413.348423,248.651577,,68.365266,0.368688,638.222328,-120.025438,-32.20102,32.20102,0.838296,-0.368688,-0.401658
49847,1,7,7,4,22,662.0,347.186687,314.813313,,67.074803,0.389529,616.218936,-47.0503,-12.622888,12.622888,-0.185641,-0.389529,-0.902111
49952,1,7,7,4,22,662.0,538.598789,123.401211,,34.599075,0.823146,375.956948,-20.251773,-5.433246,5.433246,0.535659,-0.823146,-0.188417
50094,1,8,8,4,22,662.0,411.041327,250.958673,,58.4716,0.522921,567.992521,-58.218848,-15.619241,15.619241,0.85236,-0.522921,0.005977
50144,1,7,7,4,22,662.0,623.537171,38.462829,,17.751969,0.952385,201.961176,-3.662351,-0.982554,0.982554,0.265069,-0.952385,0.150667
50166,1,7,7,4,22,662.0,564.715678,97.284322,,29.885432,0.867023,329.982734,-14.340186,-3.847256,3.847256,0.485443,-0.867023,0.112316
50281,1,7,7,4,22,662.0,613.227169,48.772831,,20.181072,0.938607,228.526838,-5.204384,-1.396258,1.396258,0.34491,-0.938607,0.007336
50490,1,7,7,4,22,662.0,492.268054,169.731946,,42.789737,0.733852,449.749499,-32.027344,-8.592455,8.592455,0.641367,-0.733852,0.223852
50565,1,7,7,4,22,662.0,420.486765,241.513235,,40.391334,0.761636,437.071542,63.828215,17.12415,17.12415,0.125296,-0.761636,-0.635776
50683,1,7,7,4,22,662.0,558.167,103.833,,31.084475,0.856407,341.904069,-15.766214,-4.229838,4.229838,0.512547,-0.856407,-0.062153
50725,1,7,7,4,22,662.0,519.929314,142.070686,,37.90058,0.789078,406.669412,-24.815943,-6.657744,6.657744,0.556995,-0.789078,-0.259062
50758,1,7,7,4,22,662.0,503.083423,158.916577,,40.872492,0.756168,433.205348,-29.147992,-7.819968,7.819968,0.641788,-0.756168,-0.127742
50951,1,7,7,4,22,662.0,348.544867,313.455133,,95.640139,-0.09828,777.869637,-183.019116,-49.101277,49.101277,0.994246,0.09828,-0.04262
51015,1,7,7,4,22,662.0,440.24713,221.75287,,52.324226,0.611192,525.171672,-46.816931,-12.560279,12.560279,0.790928,-0.611192,0.029607
51194,1,7,7,4,22,662.0,590.562261,71.437739,,24.956766,0.906626,279.486249,-9.129599,-2.449334,2.449334,0.385799,-0.906626,-0.170844
51344,1,7,7,4,22,662.0,534.785159,127.214841,,35.275976,0.81638,382.357039,-21.1626,-5.677607,5.677607,0.493419,-0.81638,0.300103
51675,1,7,7,4,22,662.0,637.995777,24.004223,,13.842364,0.970958,158.456512,-1.818008,-0.487744,0.487744,0.235713,-0.970958,0.040994
51708,1,7,7,4,22,662.0,324.856477,337.143523,,74.63896,0.2649,655.621376,-65.036553,-17.448329,17.448329,-0.108454,-0.2649,0.958157
51898,1,6,6,4,22,662.0,512.442737,149.557263,,39.220417,0.774719,418.586397,-26.717362,-7.167867,7.167867,0.631455,-0.774719,-0.032792
52248,1,6,6,4,22,662.0,482.197869,179.802131,,44.588007,0.712173,464.850721,-34.772899,-9.329046,9.329046,0.701442,-0.712173,0.028095
52402,1,7,7,4,22,662.0,631.348341,30.651659,,15.735364,0.962525,179.62587,-2.615039,-0.701576,0.701576,0.269878,-0.962525,0.026695
52414,1,7,7,4,22,662.0,498.554405,163.445595,,41.673955,0.74694,440.176674,-30.344754,-8.141041,8.141041,0.662365,-0.74694,0.057904
52496,1,7,7,4,22,662.0,512.709218,149.290782,,39.17343,0.775238,418.165746,-26.649017,-7.14953,7.14953,0.592915,-0.775238,0.21785
52527,1,6,6,4,22,662.0,540.5836,121.4164,,34.246004,0.826629,372.597958,-19.782284,-5.307289,5.307289,0.53193,-0.826629,-0.183671
52544,1,8,8,4,22,662.0,417.224401,244.775599,,45.851344,0.696522,477.030063,23.69136,6.356036,6.356036,0.712917,-0.696522,-0.081274
52578,1,7,7,4,22,662.0,573.820477,88.179523,,28.190577,0.881381,312.881621,-12.425524,-3.333581,3.333581,0.380163,-0.881381,0.280434
52717,1,7,7,4,22,662.0,584.906783,77.093217,,26.069706,0.89826,291.088412,-10.208575,-2.738807,2.738807,0.380098,-0.89826,-0.220578
52955,1,6,6,4,22,662.0,505.677583,156.322417,,40.414124,0.761379,429.182791,-28.468473,-7.637663,7.637663,0.598267,-0.761379,0.249758
53012,1,7,7,4,22,662.0,598.360671,63.639329,,23.37851,0.917904,262.848284,-7.703732,-2.066795,2.066795,0.396203,-0.917904,-0.021833
53282,1,7,7,4,22,662.0,451.760276,210.239724,,50.1505,0.640773,508.984559,-43.420063,-11.64895,11.64895,0.716635,-0.640773,-0.275397
53526,1,7,7,4,22,662.0,508.590695,153.409305,,3.355938,0.998285,157.127836,420.34294,112.771689,112.771689,-0.001129,-0.998285,-0.058528
53584,1,7,7,4,22,662.0,559.158049,102.841951,,30.903935,0.85803,340.11868,-15.547871,-4.17126,4.17126,0.468682,-0.85803,0.210054
53646,1,6,6,4,22,662.0,497.131917,164.868083,,41.926063,0.744008,442.353147,-30.723332,-8.242608,8.242608,0.65915,-0.744008,-0.109427
53730,1,7,7,4,22,662.0,615.56673,46.43327,,19.648338,0.941774,222.734706,-4.83972,-1.298424,1.298424,0.307305,-0.941774,0.136474
54028,1,6,6,4,22,662.0,534.201306,127.798694,,35.379453,0.815335,383.330787,-21.303047,-5.715287,5.715287,0.511048,-0.815335,0.272136
54048,1,7,7,4,22,662.0,566.938657,95.061343,,29.474878,0.870572,325.866759,-13.865255,-3.71984,3.71984,0.481163,-0.870572,0.102896
54450,1,8,8,4,22,662.0,354.154393,307.845607,,41.629119,0.747461,461.71935,109.84319,29.469276,29.469276,0.638916,-0.747461,-0.181905
54517,1,7,7,4,22,662.0,563.406079,98.593921,,30.126412,0.86492,332.390634,-14.622172,-3.922909,3.922909,0.411406,-0.86492,0.287503
54601,1,7,7,4,22,662.0,461.229427,200.770573,,48.394688,0.663996,495.47544,-40.676472,-10.912886,10.912886,0.681207,-0.663996,-0.308329
54614,1,7,7,4,22,662.0,555.427524,106.572476,,31.581988,0.851892,346.806187,-16.374362,-4.392995,4.392995,0.51497,-0.851892,0.095325
54621,1,7,7,4,22,662.0,437.250418,224.749582,,45.565517,0.700093,473.428218,5.871846,1.575328,1.575328,-0.105594,-0.700093,-0.706201
54787,1,6,6,4,22,662.0,434.810001,227.189999,,30.796607,0.85899,364.407735,136.379077,36.588455,36.588455,0.326636,-0.85899,0.394265
55064,1,8,8,4,22,662.0,451.516507,210.483493,,29.246512,0.872526,347.143213,136.263243,36.557379,36.557379,0.476568,-0.872526,-0.107619
55104,1,7,7,4,22,662.0,451.0849,210.9151,,20.562064,0.936292,287.286869,231.513343,62.111548,62.111548,0.24723,-0.936292,0.249467
55221,1,7,7,4,22,662.0,562.07165,99.92835,,30.371321,0.862767,334.831646,-14.911161,-4.00044,4.00044,0.474396,-0.862767,-0.174877
55332,1,7,7,4,22,662.0,537.316162,124.683838,,29.094818,0.873816,324.521257,34.069934,9.140451,9.140451,0.373772,-0.873816,-0.31103
55380,1,7,7,4,22,662.0,592.318629,69.681371,,24.606046,0.909192,275.807365,-8.802052,-2.361458,2.361458,0.330585,-0.909192,0.253146
55542,1,7,7,4,22,662.0,546.58102,115.41898,,33.175215,0.837001,362.325111,-18.383061,-4.931899,4.931899,0.502621,-0.837001,0.216335
55641,1,7,7,4,22,662.0,586.316905,75.683095,,25.794413,0.900361,288.228882,-9.936141,-2.665717,2.665717,0.386012,-0.900361,0.20086
55734,1,7,7,4,22,662.0,606.006181,55.993819,,21.77037,0.928678,245.684491,-6.380512,-1.711795,1.711795,0.311521,-0.928678,0.201276
55838,1,7,7,4,22,662.0,610.729723,51.270277,,28.383055,0.879789,315.961767,-75.06227,-20.138078,20.138078,0.470671,-0.879789,-0.066629
55879,1,7,7,4,22,662.0,612.839727,49.160273,,20.268385,0.93808,229.474235,-5.26557,-1.412673,1.412673,0.339592,-0.93808,0.068431
55901,1,7,7,4,22,662.0,622.792074,39.207926,,17.935299,0.951405,203.979598,-3.767965,-1.010888,1.010888,0.30702,-0.951405,0.023825
56044,1,7,7,4,22,662.0,480.693239,181.306761,,44.858094,0.708856,467.083779,-35.188277,-9.440485,9.440485,0.705324,-0.708856,0.006412
56325,1,7,7,4,22,662.0,633.556272,28.443728,,15.128,0.965345,172.853908,-2.340079,-0.627808,0.627808,0.26094,-0.965345,0.004354
56337,1,7,7,4,22,662.0,288.103876,373.896124,,64.214983,0.434996,596.086369,22.482379,6.031684,6.031684,-0.807575,-0.434996,-0.398248
56519,1,7,7,4,22,662.0,489.027497,172.972503,,42.461489,0.737731,446.913033,-25.679897,-6.88953,6.88953,0.674872,-0.737731,-0.017347
56788,1,7,7,4,22,662.0,634.284531,27.715469,,14.923338,0.966271,170.567569,-2.251562,-0.60406,0.60406,0.25512,-0.966271,0.035122
56917,1,7,7,4,22,662.0,188.801384,473.198616,,112.135348,-0.376796,753.709993,-56.035987,-15.033613,15.033613,-0.858133,0.376796,-0.34876
57049,1,6,6,4,22,662.0,536.558151,125.441849,,34.961505,0.819537,379.390239,-20.737729,-5.563621,5.563621,0.521052,-0.819537,0.23846
57079,1,7,7,4,22,662.0,589.87109,72.12891,,25.09409,0.905613,280.923778,-9.259491,-2.484182,2.484182,0.409501,-0.905613,0.110339
57104,1,6,6,4,22,662.0,515.396735,146.603265,,38.699619,0.780435,413.909089,-25.962461,-6.965338,6.965338,0.623926,-0.780435,-0.040479
57244,1,7,7,4,22,662.0,587.510164,74.489836,,25.560347,0.902131,285.792207,-9.707356,-2.604338,2.604338,0.419828,-0.902131,-0.099518
57305,1,7,7,4,22,662.0,587.959435,74.040565,,25.471948,0.902796,284.870674,-9.621636,-2.58134,2.58134,0.401316,-0.902796,-0.154613
57496,1,7,7,4,22,662.0,552.572781,109.427219,,32.098203,0.847139,351.864599,-17.015178,-4.564916,4.564916,0.459911,-0.847139,-0.266153
57499,1,7,7,4,22,662.0,632.357863,29.642137,,15.460026,0.963817,176.558365,-2.488106,-0.667521,0.667521,0.264741,-0.963817,0.031135
57551,1,7,7,4,22,662.0,570.991179,91.008821,,28.721182,0.876969,318.266276,-13.011757,-3.490859,3.490859,0.476396,-0.876969,0.063031
57567,1,6,6,4,22,662.0,473.731306,188.268694,,46.113388,0.693233,477.341907,-37.127152,-9.960656,9.960656,0.695138,-0.693233,-0.19029
57705,1,7,7,4,22,662.0,520.666745,141.333255,,37.770558,0.79047,405.484115,-24.630781,-6.608068,6.608068,0.606755,-0.79047,-0.083703
57706,1,7,7,4,22,662.0,178.59299,483.40701,,132.304692,-0.673073,793.279507,-85.247641,-22.87066,22.87066,-0.324555,0.673073,-0.664558
57786,1,7,7,4,22,662.0,555.447951,106.552049,,31.578286,0.851925,346.76981,-16.369803,-4.391772,4.391772,0.518596,-0.851925,0.072672
58003,1,7,7,4,22,662.0,360.357838,301.642162,,84.73353,0.091788,724.091512,-149.173291,-40.020951,40.020951,0.589429,-0.091788,0.802589
58101,1,7,7,4,22,662.0,513.214093,148.785907,,39.084411,0.776218,417.368086,-26.519663,-7.114827,7.114827,0.517791,-0.776218,-0.359691
58106,1,7,7,4,22,662.0,592.639547,69.360453,,24.541683,0.909659,275.131066,-8.742599,-2.345508,2.345508,0.342135,-0.909659,0.235507
58275,1,6,6,4,22,662.0,555.776547,106.223453,,31.518723,0.852469,346.184285,-16.296509,-4.372108,4.372108,0.482328,-0.852469,0.201632
58437,1,7,7,4,22,662.0,303.161142,358.838858,,93.711283,-0.064729,745.742501,-126.98657,-34.068587,34.068587,0.482499,0.064729,-0.873501
58569,1,6,6,4,22,662.0,561.435316,100.564684,,30.487888,0.861736,335.991285,-15.049552,-4.037568,4.037568,0.502357,-0.861736,0.071051
58809,1,7,7,4,22,662.0,566.005246,95.994754,,29.647503,0.869085,327.599485,-14.0641,-3.773186,3.773186,0.473064,-0.869085,-0.144573
58899,1,7,7,4,22,662.0,515.089185,146.910815,,38.753835,0.779843,414.397539,-26.040776,-6.986349,6.986349,0.578836,-0.779843,0.238317
59259,1,8,8,4,22,662.0,229.139876,432.860124,,50.832695,0.631587,546.93461,130.953113,35.132751,35.132751,-0.243372,-0.631587,-0.736117
59512,1,8,8,4,22,662.0,190.636225,471.363775,,48.699838,0.660004,554.977165,156.523669,41.992947,41.992947,0.67423,-0.660004,0.331374
59555,1,7,7,4,22,662.0,637.332372,24.667628,,14.040629,0.970124,160.682153,-1.893297,-0.507943,0.507943,0.242609,-0.970124,-0.000795
59643,1,6,6,4,22,662.0,540.700219,121.299781,,34.225241,0.826833,372.399984,-19.754797,-5.299915,5.299915,0.515861,-0.826833,-0.224131
59792,1,6,6,4,22,662.0,528.42776,133.57224,,36.400932,0.804884,392.876675,-22.705919,-6.091657,6.091657,0.583496,-0.804884,0.108139
59820,1,7,7,4,22,662.0,606.36337,55.63663,,21.693507,0.929174,244.859041,-6.320603,-1.695723,1.695723,0.336612,-0.929174,-0.152733
60100,1,7,7,4,22,662.0,579.138727,82.861273,,27.182137,0.889559,302.572357,-11.345732,-3.043889,3.043889,0.427278,-0.889559,-0.161613
60310,1,7,7,4,22,662.0,583.282208,78.717792,,26.385177,0.895827,294.356762,-10.525186,-2.823749,2.823749,0.442209,-0.895827,0.04411
60341,1,7,7,4,22,662.0,568.464111,93.535889,,29.191998,0.87299,323.020799,-13.542098,-3.633141,3.633141,0.444889,-0.87299,-0.199904
60590,1,7,7,4,22,662.0,478.68755,183.31245,,45.218765,0.704402,470.051464,-35.744017,-9.589582,9.589582,0.688141,-0.704402,-0.174012
60821,1,7,7,4,22,662.0,267.425881,394.574119,,96.274271,-0.109288,740.578418,-98.032591,-26.30067,26.30067,0.232758,0.109288,0.966375
60847,1,7,7,4,22,662.0,553.876837,108.123163,,31.862663,0.849316,349.560088,-16.721564,-4.486144,4.486144,0.491001,-0.849316,-0.193857
60876,1,7,7,4,22,662.0,547.594243,114.405757,,32.993646,0.838731,360.570536,-18.149608,-4.869267,4.869267,0.449733,-0.838731,-0.307036
61000,1,7,7,4,22,662.0,561.790485,100.209515,,38.006731,0.787938,409.604192,-79.786135,-21.40542,21.40542,0.597808,-0.787938,-0.147577
61029,1,7,7,4,22,662.0,545.218339,116.781661,,33.419083,0.834664,364.675965,-18.698383,-5.016495,5.016495,0.429266,-0.834664,-0.345059
61055,1,7,7,4,22,662.0,506.523217,155.476783,,40.264798,0.763066,427.86676,-28.247919,-7.578492,7.578492,0.599926,-0.763066,-0.240456
61156,1,7,7,4,22,662.0,526.114651,135.885349,,36.80945,0.800633,396.660256,-23.274996,-6.244331,6.244331,0.483734,-0.800633,-0.353538
