Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_5s1/2(1),J_total_Rb_relativistic
1.85,0.04516519240600978,0.15175781607127148,0.08345254392745219,0.17080179233815226,0.21326821283937272,0.23070365145432975,0.4671004688615793,0.3683380637133924,0.5558593639574951,0.06034657436022511,0.06883013634754251,0.12656020789066066,0.0019153922384011646,2.5440994164058846
1.9000000000000001,0.04514634490277047,0.1509641638627805,0.08343514610071252,0.17076341884314628,0.20554609600023147,0.2283884411343365,0.46213004163003946,0.36712942633300205,0.5539848097285558,0.060074651445053896,0.060764113942262506,0.11158659556498449,0.001824125669079796,2.5017373751569556
1.9500000000000002,0.04512700601978025,0.1501541513203116,0.08341641478460386,0.17072211157513836,0.1979410949063246,0.22597268209023294,0.45695032445804606,0.36582489249517763,0.5519626714281458,0.059964545071823784,0.053735967923831444,0.09863405264961625,0.0017630413046630898,2.4621689560276954
2.0,0.04510717663401325,0.1493281240252546,0.08339629108759847,0.17067774193698707,0.19046422311154002,0.22345892597108863,0.4515674165830586,0.3644225724558203,0.5497901889645531,0.0599377370427718,0.04764478679400892,0.0874935810785402,0.0017243798663503528,2.4250131455515853
2.0500000000000003,0.04508685764408265,0.14848643243940637,0.08337471575453902,0.17063018063998317,0.1831256203558132,0.2208500769983746,0.44598815576917183,0.3629209540604844,0.5474651905062569,0.05993069995083859,0.042395027346042245,0.07796913993019791,0.0017017904681317694,2.3899248418633228
2.1,0.045066049970154606,0.14762943163676337,0.08335162923932177,0.17057929786757092,0.17593455224053628,0.2181493687090569,0.4402200635927307,0.361318907557714,0.5449860983842565,0.059893197262499996,0.03789697124938573,0.06987823588542834,0.0016901288349173375,2.356593932430336
2.15,0.04504475455386019,0.14675748103388303,0.08332697177751154,0.17052496343874463,0.16889941448441684,0.21536033933273108,0.43427128811449833,0.3596156866725047,0.5423519292100291,0.05978664196675556,0.03406698802686709,0.06305215160413108,0.001685278301123846,2.3247438885170566
2.2,0.04502297235820536,0.1458709441191235,0.08330068345878434,0.17046704697088005,0.16202774146466634,0.21248680609012663,0.4281505445937136,0.35781092617210064,0.5395622885923439,0.05958254117019325,0.030827640892853145,0.05733588699271249,0.0016839921560231283,2.2941300150317256
2.25,0.04500070436747895,0.14497018818106913,0.0832727042990953,0.17040541804176418,0.15532621873413754,0.2095328386913923,0.4218670548731368,0.35590463618878093,0.5366173608839528,0.05926104521173237,0.028107667111124057,0.0525878773064947,0.0016837556282551294,2.2645374695184137
2.3000000000000003,0.044977951587158754,0.14405558403644664,0.08324297431247078,0.17033994635059102,0.14880069919466693,0.20650273230108376,0.41543048603246846,0.35389719358830996,0.5335178944237082,0.05880961270747055,0.02584186005345592,0.04867954206003398,0.0016826657034997989,2.235779142351365
